ticker,LXP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.0408
2000-01-04,8.3333
2000-01-05,7.6923
2000-01-06,0.0
2000-01-07,4.7619
2000-01-10,3.4091
2000-01-11,0.0
2000-01-12,-4.9451
2000-01-13,-1.1561
2000-01-14,2.3392
2000-01-18,0.5714
2000-01-19,-1.1364
2000-01-20,0.0
2000-01-21,-0.5747
2000-01-24,0.578
2000-01-25,-0.5747
2000-01-26,0.0
2000-01-27,-3.0058
2000-01-28,1.8405
2000-01-31,1.8072
2000-02-01,-3.5503
2000-02-02,-1.227
2000-02-03,1.2422
2000-02-04,0.6135
2000-02-07,2.439
2000-02-08,-1.1905000000000001
2000-02-09,-1.2048
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,3.6585
2000-02-16,-1.1764999999999999
2000-02-17,0.5952
2000-02-18,-2.9586
2000-02-22,2.439
2000-02-23,-1.1905000000000001
2000-02-24,1.2048
2000-02-25,1.7856999999999998
2000-02-28,-2.3392
2000-02-29,-0.5988
2000-03-01,0.0
2000-03-02,-1.8072
2000-03-03,1.227
2000-03-06,-0.6061
2000-03-07,-1.8293
2000-03-08,1.8634
2000-03-09,-1.8293
2000-03-10,-1.2422
2000-03-13,-0.6289
2000-03-14,0.6329
2000-03-15,0.0
2000-03-16,1.8868
2000-03-17,2.4691
2000-03-20,-3.012
2000-03-21,0.6211
2000-03-22,3.7037
2000-03-23,-1.1905000000000001
2000-03-24,0.0
2000-03-27,-0.6024
2000-03-28,-5.4545
2000-03-29,3.8462
2000-03-30,0.0
2000-03-31,1.2346
2000-04-03,-1.2195
2000-04-04,-1.8519
2000-04-05,1.2579
2000-04-06,-1.2422
2000-04-07,1.2579
2000-04-10,2.4845
2000-04-11,-0.6061
2000-04-12,1.2195
2000-04-13,-1.8072
2000-04-14,1.227
2000-04-17,0.0
2000-04-18,2.4242
2000-04-19,-0.5917
2000-04-20,-0.5952
2000-04-24,0.5988
2000-04-25,4.1667
2000-04-26,-0.5714
2000-04-27,2.7586
2000-04-28,3.4483
2000-05-01,-2.2222
2000-05-02,-2.8409
2000-05-03,0.5848
2000-05-04,0.0
2000-05-05,1.1628
2000-05-08,-4.5977
2000-05-09,2.4096
2000-05-10,-1.7647
2000-05-11,1.1976
2000-05-12,-0.5917
2000-05-15,2.9762
2000-05-16,0.0
2000-05-17,-3.4682
2000-05-18,1.1976
2000-05-19,0.0
2000-05-22,0.5917
2000-05-23,0.5882
2000-05-24,1.7544
