ticker,PAA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.9231
2000-01-04,0.0
2000-01-05,4.2453
2000-01-06,4.9774
2000-01-07,0.8621
2000-01-10,-2.1368
2000-01-11,0.4367
2000-01-12,-1.3043
2000-01-13,-1.3216
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,0.8929
2000-01-20,-1.7699
2000-01-21,1.3514
2000-01-24,2.6667
2000-01-25,0.0
2000-01-26,3.8961
2000-01-27,-0.8333
2000-01-28,-0.4202
2000-01-31,-1.2658
2000-02-01,-0.8547
2000-02-02,1.2931
2000-02-03,4.766
2000-02-04,-3.3473
2000-02-07,-1.7316
2000-02-08,3.0837
2000-02-09,0.8547
2000-02-10,-1.6949
2000-02-11,0.8621
2000-02-14,0.0
2000-02-15,0.4274
2000-02-16,1.7021
2000-02-17,-0.4184
2000-02-18,-0.8403
2000-02-22,0.0
2000-02-23,0.8475
2000-02-24,0.0
2000-02-25,-1.6806999999999999
2000-02-28,0.0
2000-02-29,0.4274
2000-03-01,-1.2766
2000-03-02,0.8621
2000-03-03,2.5641
2000-03-06,0.4167
2000-03-07,0.4149
2000-03-08,0.0
2000-03-09,-0.8264
2000-03-10,0.4167
2000-03-13,1.6598000000000002
2000-03-14,1.2245
2000-03-15,2.4194
2000-03-16,2.3622
2000-03-17,-1.5385
2000-03-20,1.5625
2000-03-21,0.3846
2000-03-22,0.3831
2000-03-23,-1.145
2000-03-24,-0.7722
2000-03-27,0.3891
2000-03-28,-1.5504
2000-03-29,1.1811
2000-03-30,0.7782
2000-03-31,1.1583
2000-04-03,2.2901
2000-04-04,-1.4925
2000-04-05,1.8939
2000-04-06,-0.3717
2000-04-07,0.0
2000-04-10,-1.1194
2000-04-11,-0.7547
2000-04-12,-3.0418
2000-04-13,0.0
2000-04-14,-2.7451
2000-04-17,2.4194
2000-04-18,1.5748
2000-04-19,-0.3876
2000-04-20,-0.3891
2000-04-24,-1.1719
2000-04-25,1.9763
2000-04-26,3.1008
2000-04-27,3.0075
2000-04-28,1.8248
2000-05-01,-2.509
2000-05-02,-0.7353
2000-05-03,-1.037
2000-05-04,-0.3846
2000-05-05,0.0
2000-05-08,0.7722
2000-05-09,0.0
2000-05-10,3.0651
2000-05-11,-0.3717
2000-05-12,-2.2388
2000-05-15,2.2901
2000-05-16,1.1194
2000-05-17,1.107
2000-05-18,3.2847
2000-05-19,1.0601
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,0.6993
2000-05-25,2.7778
