ticker,IFN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,6.3433
2000-01-04,-1.7544
2000-01-05,-1.7856999999999998
2000-01-06,1.4545
2000-01-07,1.0753
2000-01-10,2.1277
2000-01-11,-5.5556
2000-01-12,0.3676
2000-01-13,-4.0293
2000-01-14,-0.3817
2000-01-18,2.2989
2000-01-19,1.1236
2000-01-20,-2.963
2000-01-21,1.5267
2000-01-24,0.3759
2000-01-25,-0.7491
2000-01-26,1.1320999999999999
2000-01-27,2.2388
2000-01-28,-1.4599
2000-01-31,0.7407
2000-02-01,1.4706000000000001
2000-02-02,2.5362
2000-02-03,2.4735
2000-02-04,3.4483
2000-02-07,3.3333
2000-02-08,2.9032
2000-02-09,-2.1944
2000-02-10,2.8846
2000-02-11,0.6231
2000-02-14,-0.3096
2000-02-15,-2.4845
2000-02-16,2.5478
2000-02-17,1.2422
2000-02-18,-2.1471999999999998
2000-02-22,2.5078
2000-02-23,-1.5291000000000001
2000-02-24,0.3106
2000-02-25,-0.9288
2000-02-28,1.25
2000-02-29,1.5432000000000001
2000-03-01,-0.9119
2000-03-02,-2.454
2000-03-03,-2.5157
2000-03-06,8.3871
2000-03-07,-0.8929
2000-03-08,0.3003
2000-03-09,-2.9939999999999998
2000-03-10,-1.8519
2000-03-13,-6.6038
2000-03-14,0.0
2000-03-15,2.0202
2000-03-16,0.0
2000-03-17,0.33
2000-03-20,0.0
2000-03-21,-3.2895
2000-03-22,1.3605
2000-03-23,-1.6779
2000-03-24,1.0239
2000-03-27,-1.0135
2000-03-28,0.0
2000-03-29,-2.0478
2000-03-30,-2.7875
2000-03-31,-2.509
2000-04-03,-8.4559
2000-04-04,-6.4257
2000-04-05,3.0043
2000-04-06,10.0
2000-04-07,7.197
2000-04-10,-0.7067
2000-04-11,-5.694
2000-04-12,-3.0189
2000-04-13,-1.1673
2000-04-14,-7.0866
2000-04-17,-2.5423999999999998
2000-04-18,0.0
2000-04-19,-3.0435
2000-04-20,1.3453
2000-04-24,-5.3097
2000-04-25,1.8692
2000-04-26,3.6696999999999997
2000-04-27,0.0
2000-04-28,1.3274
2000-05-01,1.7467000000000001
2000-05-02,-5.1502
2000-05-03,-6.7873
2000-05-04,2.9126
2000-05-05,4.717
2000-05-08,-5.8559
2000-05-09,2.3923
2000-05-10,-0.9346
2000-05-11,-2.3585
2000-05-12,-2.8986
2000-05-15,-3.4826
2000-05-16,1.0309
2000-05-17,-3.0612
2000-05-18,-4.7368
2000-05-19,-3.3149
