ticker,TSY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.8772
2000-01-04,0.0
2000-01-05,0.885
2000-01-06,-0.4386
2000-01-07,3.9648
2000-01-10,0.8475
2000-01-11,0.4202
2000-01-12,-0.4184
2000-01-13,-2.1008
2000-01-14,2.1459
2000-01-18,-0.8403
2000-01-19,3.8136
2000-01-20,-0.4082
2000-01-21,1.6393
2000-01-24,-0.4032
2000-01-25,-1.6194
2000-01-26,0.0
2000-01-27,0.4115
2000-01-28,-0.4098
2000-01-31,0.823
2000-02-01,-1.2245
2000-02-02,0.0
2000-02-03,0.4132
2000-02-04,2.0576
2000-02-07,-0.4032
2000-02-08,2.0243
2000-02-09,2.3810000000000002
2000-02-10,0.0
2000-02-11,-2.7132
2000-02-14,-0.3984
2000-02-15,-0.8
2000-02-16,-0.8065
2000-02-17,-2.0325
2000-02-18,-0.8299
2000-02-22,-0.8368
2000-02-23,1.2658
2000-02-24,0.0
2000-02-25,-2.9167
2000-02-28,-4.103
2000-02-29,-2.3148
2000-03-01,-0.4739
2000-03-02,0.4762
2000-03-03,-0.9479
2000-03-06,0.0
2000-03-07,0.4785
2000-03-08,-0.9524
2000-03-09,-0.4808
2000-03-10,0.9662
2000-03-13,-3.8278
2000-03-14,0.0
2000-03-15,2.4876
2000-03-16,-1.9417
2000-03-17,-2.4752
2000-03-20,-7.6142
2000-03-21,3.2967
2000-03-22,-2.6596
2000-03-23,-2.7321999999999997
2000-03-24,-0.5618
2000-03-27,10.1695
2000-03-28,1.5385
2000-03-29,3.5354
2000-03-30,-1.4634
2000-03-31,3.4653
2000-04-03,0.4785
2000-04-04,-2.8571
2000-04-05,0.9804
2000-04-06,1.9417
2000-04-07,-3.8095
2000-04-10,0.0
2000-04-11,1.9802
2000-04-12,-0.9709
2000-04-13,0.0
2000-04-14,-0.9804
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,1.4851
2000-04-24,-2.439
2000-04-25,1.5
2000-04-26,-0.9852
2000-04-27,1.4925
2000-04-28,-0.9804
2000-05-01,2.4752
2000-05-02,-1.4493
2000-05-03,-2.9412000000000003
2000-05-04,1.5152
2000-05-05,-0.4975
2000-05-08,-2.5
2000-05-09,-2.0513
2000-05-10,-5.2356
2000-05-11,-5.5249
2000-05-12,-0.5848
2000-05-15,-0.5882
2000-05-16,-1.1834
2000-05-17,-7.7844
2000-05-18,-1.9481000000000002
2000-05-19,-8.6093
2000-05-22,-2.1739
2000-05-23,2.2222
