ticker,BRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.2755
2000-01-04,-2.2099
2000-01-05,-1.1299
2000-01-06,5.1429
2000-01-07,1.6303999999999998
2000-01-10,2.6738
2000-01-11,0.5208
2000-01-12,-0.5181
2000-01-13,0.0
2000-01-14,-0.5208
2000-01-18,-0.2618
2000-01-19,-1.5748
2000-01-20,0.8
2000-01-21,-1.5873
2000-01-24,-0.8065
2000-01-25,-2.168
2000-01-26,1.108
2000-01-27,-0.8219
2000-01-28,-0.2762
2000-01-31,-2.4931
2000-02-01,2.8409
2000-02-02,0.8287
2000-02-03,0.274
2000-02-04,-1.3660999999999999
2000-02-07,0.277
2000-02-08,0.2762
2000-02-09,-1.1019
2000-02-10,-1.1142
2000-02-11,1.1268
2000-02-14,-1.3928
2000-02-15,0.8475
2000-02-16,0.0
2000-02-17,2.2409
2000-02-18,-0.8219
2000-02-22,0.8287
2000-02-23,1.3699
2000-02-24,-2.7027
2000-02-25,1.6667
2000-02-28,-2.1858
2000-02-29,5.5866
2000-03-01,-1.5873
2000-03-02,0.2688
2000-03-03,0.2681
2000-03-06,0.2674
2000-03-07,0.2667
2000-03-08,1.8085
2000-03-09,0.7979
2000-03-10,1.3193
2000-03-13,1.0417
2000-03-14,1.0309
2000-03-15,4.5918
2000-03-16,0.0
2000-03-17,1.4634
2000-03-20,0.9615
2000-03-21,0.4762
2000-03-22,2.1327
2000-03-23,1.1601
2000-03-24,-1.3761
2000-03-27,-1.1628
2000-03-28,-1.6471
2000-03-29,-0.7177
2000-03-30,-0.241
2000-03-31,-0.2415
2000-04-03,-0.7264
2000-04-04,0.4878
2000-04-05,-0.2427
2000-04-06,0.7299
2000-04-07,0.4831
2000-04-10,-0.4808
2000-04-11,0.2415
2000-04-12,1.4458
2000-04-13,0.2375
2000-04-14,-0.237
2000-04-17,0.9501
2000-04-18,0.7059
2000-04-19,0.7009
2000-04-20,0.232
2000-04-24,0.2315
2000-04-25,1.1547
2000-04-26,0.6849
2000-04-27,0.907
2000-04-28,0.4494
2000-05-01,1.7896999999999998
2000-05-02,0.8791
2000-05-03,0.4357
2000-05-04,-1.9523000000000001
2000-05-05,-0.6637
2000-05-08,0.6682
2000-05-09,-0.4425
2000-05-10,-3.1111
2000-05-11,1.3761
2000-05-12,-0.6787
2000-05-15,0.6834
2000-05-16,-0.4525
2000-05-17,-1.1364
2000-05-18,-1.6092
2000-05-19,1.1682
2000-05-22,0.0
2000-05-23,0.0
