ticker,DRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.5641
2000-01-04,-0.6579
2000-01-05,0.3311
2000-01-06,2.3102
2000-01-07,1.9355
2000-01-10,0.6329
2000-01-11,-0.9434
2000-01-12,-0.9524
2000-01-13,0.3205
2000-01-14,-0.3195
2000-01-18,0.641
2000-01-19,1.2739
2000-01-20,0.0
2000-01-21,3.1447
2000-01-24,-2.439
2000-01-25,0.3125
2000-01-26,-1.2461
2000-01-27,-0.9464
2000-01-28,0.3185
2000-01-31,0.6349
2000-02-01,0.9464
2000-02-02,0.3125
2000-02-03,0.9346
2000-02-04,-0.6173
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,0.0745
2000-02-10,-0.9494
2000-02-11,-0.3195
2000-02-14,-1.9231
2000-02-15,-0.9804
2000-02-16,1.3201
2000-02-17,0.6515
2000-02-18,-0.9709
2000-02-22,-1.634
2000-02-23,0.0
2000-02-24,-0.3322
2000-02-25,-1.0
2000-02-28,-1.0101
2000-02-29,0.0
2000-03-01,1.0204
2000-03-02,-0.3367
2000-03-03,-1.3514
2000-03-06,0.3425
2000-03-07,-1.7065000000000001
2000-03-08,-0.3472
2000-03-09,0.3484
2000-03-10,0.0
2000-03-13,-0.3472
2000-03-14,-0.3484
2000-03-15,0.6993
2000-03-16,1.3889
2000-03-17,-1.7123
2000-03-20,1.3937
2000-03-21,1.3746
2000-03-22,0.339
2000-03-23,0.3378
2000-03-24,0.0
2000-03-27,-1.6835
2000-03-28,-0.6849
2000-03-29,1.7241
2000-03-30,0.678
2000-03-31,3.0303
2000-04-03,-0.9804
2000-04-04,-0.33
2000-04-05,1.6556
2000-04-06,0.3257
2000-04-07,1.9481000000000002
2000-04-10,0.9554
2000-04-11,-1.2618
2000-04-12,1.278
2000-04-13,0.9464
2000-04-14,-0.3125
2000-04-17,-0.627
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,0.9464
2000-04-24,0.0
2000-04-25,3.125
2000-04-26,2.4242
2000-04-27,0.8876
2000-04-28,1.7595
2000-05-01,2.3055
2000-05-02,0.5634
2000-05-03,-0.5602
2000-05-04,-0.8451
2000-05-05,-0.2841
2000-05-08,-0.2849
2000-05-09,0.0
2000-05-10,0.5714
2000-05-11,-0.2159
2000-05-12,0.5797
2000-05-15,1.4409
2000-05-16,-0.2841
2000-05-17,-0.5698
2000-05-18,-0.2865
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,0.5747
2000-05-24,-1.1429
2000-05-25,-0.8671
