ticker,8766207Q US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.477
2000-01-04,-9.5327
2000-01-05,-2.2039
2000-01-06,-0.4225
2000-01-07,7.7793
2000-01-10,1.4436
2000-01-11,-7.6326
2000-01-12,-3.5014
2000-01-13,11.901299999999999
2000-01-14,-4.5396
2000-01-18,12.1603
2000-01-19,6.7838
2000-01-20,17.4135
2000-01-21,3.8647
2000-01-24,-4.4651
2000-01-25,-2.1422
2000-01-26,3.5323
2000-01-27,3.0274
2000-01-28,-9.3284
