ticker,CQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.9182
2000-01-04,1.6892
2000-01-05,0.3322
2000-01-06,3.3113
2000-01-07,1.6026
2000-01-10,-1.5773000000000001
2000-01-11,-6.0897
2000-01-12,5.802
2000-01-13,-0.6452
2000-01-14,-1.6234
2000-01-18,-0.6601
2000-01-19,1.6611
2000-01-20,-0.6536
2000-01-21,1.6447
2000-01-24,-4.8544
2000-01-25,-1.3605
2000-01-26,2.069
2000-01-27,-4.0541
2000-01-28,-3.5211
2000-01-31,0.0
2000-02-01,2.1898
2000-02-02,-0.3571
2000-02-03,2.509
2000-02-04,-0.3497
2000-02-07,0.3509
2000-02-08,-2.4476
2000-02-09,-1.147
2000-02-10,0.3636
2000-02-11,-3.6231999999999998
2000-02-14,1.1278
2000-02-15,1.1152
2000-02-16,-2.2059
2000-02-17,1.8797000000000001
2000-02-18,-2.214
2000-02-22,1.5093999999999999
2000-02-23,0.3717
2000-02-24,-2.2222
2000-02-25,1.5152
2000-02-28,-1.1194
2000-02-29,1.5093999999999999
2000-03-01,0.7435
2000-03-02,-4.059
2000-03-03,-1.1538
2000-03-06,6.6148
2000-03-07,-2.5547
2000-03-08,-1.1236
2000-03-09,-1.1364
2000-03-10,0.3831
2000-03-13,-1.145
2000-03-14,-3.0888
2000-03-15,3.9840999999999998
2000-03-16,6.1303
2000-03-17,0.722
2000-03-20,-2.1505
2000-03-21,-2.5641
2000-03-22,1.5038
2000-03-23,-4.0741
2000-03-24,3.4749
2000-03-27,4.1045
2000-03-28,3.9427
2000-03-29,2.069
2000-03-30,11.4865
2000-03-31,0.0
2000-04-03,-2.1212
2000-04-04,0.3096
2000-04-05,0.3086
2000-04-06,2.7692
2000-04-07,0.5988
2000-04-10,-2.3810000000000002
2000-04-11,0.0
2000-04-12,3.6585
2000-04-13,-1.7647
2000-04-14,-5.3892
2000-04-17,7.5949
2000-04-18,-4.1176
2000-04-19,-0.9202
2000-04-20,9.2879
2000-04-24,12.1813
2000-04-25,1.2626
2000-04-26,-6.7332
2000-04-27,0.8021
2000-04-28,3.7135
2000-05-01,10.4859
2000-05-02,-6.0185
2000-05-03,-2.4631
2000-05-04,3.0303
2000-05-05,-0.4902
2000-05-08,1.2315
2000-05-09,-0.4866
2000-05-10,0.6846
2000-05-11,0.7299
2000-05-12,-2.4154999999999998
2000-05-15,-0.2475
2000-05-16,-1.9851
2000-05-17,-2.5316
2000-05-18,1.5584
2000-05-19,-3.3247999999999998
2000-05-22,-1.8519
2000-05-23,5.6604
2000-05-24,0.5102
2000-05-25,-3.2995
2000-05-26,0.2625
2000-05-30,2.356
2000-05-31,0.2558
2000-06-01,0.7653
2000-06-02,3.2911
2000-06-05,-0.2451
2000-06-06,0.7371
2000-06-07,-3.4146
2000-06-08,-1.0101
2000-06-09,2.0408
2000-06-12,1.0
2000-06-13,-1.9802
2000-06-14,-1.0101
2000-06-15,1.2755
2000-06-16,-2.7708
2000-06-19,0.5181
2000-06-20,0.2577
2000-06-21,-2.3136
2000-06-22,-3.1579
2000-06-23,3.8043
2000-06-26,2.356
2000-06-27,-4.3478
2000-06-28,-2.1390000000000002
2000-06-29,7.6503
2000-06-30,-4.632
2000-07-03,1.6633
2000-07-05,4.9738
2000-07-06,-0.4988
2000-07-07,0.0
2000-07-10,-0.5013
2000-07-11,-2.0151
2000-07-12,3.0848
2000-07-13,2.2444
2000-07-14,1.4634
2000-07-17,-3.125
2000-07-18,-0.9926
2000-07-19,-0.5013
2000-07-20,7.0529
2000-07-21,-2.3529
2000-07-24,1.9277
2000-07-25,2.1277
2000-07-26,1.6204
2000-07-27,-2.0501
2000-07-28,2.7907
2000-07-31,1.81
2000-08-01,3.7778
2000-08-02,-2.7837
