ticker,JII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-3.7037
2000-01-05,7.6923
2000-01-06,0.0
2000-01-07,3.5714
2000-01-10,-3.4483
2000-01-11,3.5714
2000-01-12,6.8966
2000-01-13,-3.2258
2000-01-14,3.3333
2000-01-18,3.2258
2000-01-19,-3.125
2000-01-20,-3.2258
2000-01-21,3.3333
2000-01-24,0.0
2000-01-25,3.2258
2000-01-26,0.0
2000-01-27,3.125
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,3.0303
2000-02-02,-2.9412000000000003
2000-02-03,3.0303
2000-02-04,0.0
2000-02-07,-2.9412000000000003
2000-02-08,3.0303
2000-02-09,-2.9412000000000003
2000-02-10,-3.0303
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,-3.125
2000-02-16,-6.4516
2000-02-17,3.4483
2000-02-18,0.0
2000-02-22,-6.6667
2000-02-23,0.0
2000-02-24,3.5714
2000-02-25,-6.8966
2000-02-29,-7.4074
2000-03-01,12.0
2000-03-02,0.0
2000-03-03,3.5714
2000-03-06,0.0
2000-03-07,-3.4483
2000-03-08,3.5714
2000-03-09,0.0
2000-03-10,3.4483
2000-03-13,-3.3333
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,3.4483
2000-03-17,0.0
2000-03-20,-3.3333
2000-03-22,6.8966
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,-3.2258
2000-03-28,3.3333
2000-03-29,9.6774
2000-03-30,8.8235
2000-03-31,18.9189
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,2.2727
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,2.2222
2000-04-13,0.0
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,-2.1739
2000-04-20,2.2222
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,2.1739
2000-05-01,0.0
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,2.1277
2000-05-09,-2.0833
