ticker,VLCY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.7504999999999997
2000-01-04,-0.6061
2000-01-05,-2.439
2000-01-06,-1.25
2000-01-07,1.0549
2000-01-10,0.6263
2000-01-11,-0.2075
2000-01-12,15.8004
2000-01-13,3.7702
2000-01-14,4.4983
2000-01-18,-0.6623
2000-01-19,2.1667
2000-01-20,1.1419
2000-01-21,-5.8065
2000-01-24,-1.3699
2000-01-25,-2.2569
2000-01-26,-1.2433
2000-01-27,6.1151
2000-01-28,-2.2034
2000-01-31,-0.8666
2000-02-01,-1.049
2000-02-02,-2.4735
2000-02-03,1.6303999999999998
2000-02-04,2.852
2000-02-07,0.8666
2000-02-08,3.6082
2000-02-09,-1.6583999999999999
2000-02-10,0.5059
2000-02-11,-0.8389
2000-02-14,-1.0152
2000-02-15,0.8547
2000-02-16,0.8475
2000-02-17,-9.2437
2000-02-18,-2.037
2000-02-22,-0.5671
2000-02-23,2.2814
2000-02-24,-0.1859
2000-02-25,0.1862
2000-02-28,-2.2305
2000-02-29,-0.3802
2000-03-01,-2.6718
2000-03-02,-0.7843
2000-03-03,1.9763
2000-03-06,1.3566
2000-03-07,-1.5295999999999998
2000-03-08,-1.7476
2000-03-09,0.1976
2000-03-10,0.9862
2000-03-13,0.3906
2000-03-14,1.5564
2000-03-15,1.9157
2000-03-16,-0.188
2000-03-17,-0.565
2000-03-20,-2.4621
2000-03-21,-0.7767
2000-03-22,1.5655999999999999
2000-03-23,0.0
2000-03-24,4.817
2000-03-27,-2.5735
2000-03-28,-0.566
2000-03-29,0.5693
2000-03-30,-3.3962
2000-03-31,-2.3438
2000-04-03,-1.0
2000-04-04,-1.0101
2000-04-05,0.2041
2000-04-06,1.4257
2000-04-07,1.8072
2000-04-10,1.3807
2000-04-11,-0.9728
2000-04-12,-4.1257
2000-04-13,-1.4344000000000001
2000-04-14,-0.6237
2000-04-17,-4.3933
2000-04-18,6.3457
2000-04-19,-5.3498
2000-04-20,-0.8696
2000-04-24,-5.4825
2000-04-25,1.1601
2000-04-26,0.4587
2000-04-27,0.0
2000-04-28,-2.968
2000-05-01,1.1764999999999999
2000-05-02,-1.8605
2000-05-03,-4.5024
2000-05-04,-2.9777
2000-05-05,0.5115
2000-05-08,1.5267
2000-05-09,0.5013
2000-05-10,-2.4938000000000002
2000-05-11,-0.2558
2000-05-12,-1.7949000000000002
2000-05-15,1.0444
2000-05-16,-1.0336
2000-05-17,-3.3943
2000-05-18,-11.0811
