ticker,CPJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.6506
2000-01-04,0.495
2000-01-05,-0.7389
2000-01-06,1.9851
2000-01-07,2.1898
2000-01-10,1.1905000000000001
2000-01-11,-0.2353
2000-01-12,-0.7075
2000-01-13,1.4252
2000-01-14,-1.6393
2000-01-18,3.0952
2000-01-19,-0.9238
2000-01-20,0.2331
2000-01-21,-0.4651
2000-01-24,-0.7009
2000-01-25,-2.8235
2000-01-26,1.6949
2000-01-27,0.2381
2000-01-28,-0.2375
2000-01-31,0.0
2000-02-01,1.1905000000000001
2000-02-02,-0.4706
2000-02-03,-0.4728
2000-02-04,0.2375
2000-02-07,-0.237
2000-02-08,0.2375
2000-02-09,-1.4218
2000-02-10,-2.4038
2000-02-11,-2.4631
2000-02-14,-1.5152
2000-02-15,0.7692
2000-02-16,1.0178
2000-02-17,-0.2519
2000-02-18,-1.5152
2000-02-22,1.2821
2000-02-23,-2.0253
2000-02-24,0.0
2000-02-25,-0.2584
2000-02-28,-0.2591
2000-02-29,2.8571
2000-03-01,-5.0505
2000-03-02,5.0532
2000-03-03,1.2658
2000-03-06,0.5
2000-03-07,-0.995
2000-03-08,0.5025
2000-03-09,1.0
2000-03-10,-2.2277
2000-03-13,-2.5316
2000-03-14,2.8571
2000-03-15,-2.5253
2000-03-16,2.5907
2000-03-17,0.2525
2000-03-20,-2.267
2000-03-21,2.8350999999999997
2000-03-22,3.0075
2000-03-23,0.2433
2000-03-24,-0.2427
2000-03-27,-0.7299
2000-03-28,-1.9607999999999999
2000-03-29,2.31
2000-03-30,-0.4988
2000-03-31,2.2556
2000-04-03,-0.7353
2000-04-04,0.2469
2000-04-05,-0.9852
2000-04-06,0.7463
2000-04-07,-0.9877
2000-04-10,-0.2494
2000-04-11,-1.25
2000-04-12,-1.5190000000000001
2000-04-13,0.5141
2000-04-14,-0.2558
2000-04-17,1.2821
2000-04-18,0.7595
2000-04-19,1.005
2000-04-20,-0.2488
2000-04-24,0.0
2000-04-25,1.4963
2000-04-26,0.7371
2000-04-27,-0.4878
2000-04-28,1.9607999999999999
2000-05-01,2.4038
2000-05-02,4.6948
2000-05-03,0.2242
2000-05-04,-1.7896999999999998
2000-05-05,-0.2278
2000-05-08,-1.3699
2000-05-09,-0.6944
2000-05-10,-1.3986
2000-05-11,-0.9456
2000-05-12,-0.4773
2000-05-15,1.6787
2000-05-16,0.7075
2000-05-17,-0.7026
2000-05-18,0.0
2000-05-19,0.2358
