ticker,PNP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.2989
2000-01-04,-0.3745
2000-01-05,0.3759
2000-01-06,2.2472
2000-01-07,4.0293
2000-01-10,2.4648
2000-01-11,2.4055
2000-01-12,-0.6711
2000-01-13,0.6757
2000-01-14,0.3356
2000-01-18,-2.6756
2000-01-19,1.0309
2000-01-20,1.0204
2000-01-21,1.0101
2000-01-24,-1.3333
2000-01-25,-3.7161999999999997
2000-01-26,0.3509
2000-01-27,0.3497
2000-01-28,-0.3484
2000-01-31,0.3497
2000-02-01,3.1359
2000-02-02,-1.0135
2000-02-03,-0.3413
2000-02-04,1.0274
2000-02-07,1.3559
2000-02-08,-2.0067
2000-02-09,0.3413
2000-02-10,1.0204
2000-02-11,0.3367
2000-02-14,-2.349
2000-02-15,-0.3436
2000-02-16,0.3448
2000-02-17,0.0
2000-02-18,-0.3436
2000-02-22,0.0
2000-02-23,-0.3448
2000-02-24,0.692
2000-02-25,-1.0309
2000-02-28,0.0
2000-02-29,-0.3472
2000-03-01,0.6969
2000-03-02,-0.346
2000-03-03,0.6944
2000-03-06,0.0
2000-03-07,-0.6897
2000-03-08,0.6944
2000-03-09,-0.3448
2000-03-10,0.346
2000-03-13,-2.069
2000-03-14,1.7606000000000002
2000-03-15,3.0173
2000-03-16,4.4674
2000-03-17,-1.9737
2000-03-20,-0.6711
2000-03-21,3.3784
2000-03-22,-0.6536
2000-03-23,-1.3158
2000-03-24,-1.3333
2000-03-27,1.3514
2000-03-28,-1.0
2000-03-29,0.3367
2000-03-30,0.3356
2000-03-31,-1.3378
2000-04-03,3.0508
2000-04-04,-1.3158
2000-04-05,0.0
2000-04-06,1.0
2000-04-07,0.0
2000-04-10,-0.33
2000-04-11,0.3311
2000-04-12,-0.9901
2000-04-13,2.0
2000-04-14,-0.6536
2000-04-17,-0.9868
2000-04-18,-0.3322
2000-04-19,0.0
2000-04-20,2.0
2000-04-24,-0.9804
2000-04-25,0.33
2000-04-26,0.0
2000-04-27,0.9868
2000-04-28,-0.9772
2000-05-01,0.9868
2000-05-02,2.2801
2000-05-03,1.9108
2000-05-04,-0.3125
2000-05-05,0.3135
2000-05-08,-0.625
2000-05-09,-1.2579
2000-05-10,-1.2739
2000-05-11,0.0
2000-05-12,3.2258
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,0.625
2000-05-18,-1.2422
2000-05-19,0.6289
2000-05-22,0.0
2000-05-23,-1.875
2000-05-24,0.9554
2000-05-25,0.3155
