ticker,LDG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.3898
2000-01-04,-3.5088
2000-01-05,0.0
2000-01-06,0.7792
2000-01-07,3.0928
2000-01-10,-1.0
2000-01-11,0.0
2000-01-12,1.7677
2000-01-13,1.4888
2000-01-14,-0.489
2000-01-18,-1.2285
2000-01-19,-0.7463
2000-01-20,-4.01
2000-01-21,-3.6554
2000-01-24,-1.084
2000-01-25,-5.7534
2000-01-26,1.4535
2000-01-27,0.5731
2000-01-28,-1.9943
2000-01-31,0.0
2000-02-01,2.0349
2000-02-02,0.0
2000-02-03,0.5698
2000-02-04,0.0
2000-02-07,-4.2493
2000-02-08,1.4793
2000-02-09,0.0
2000-02-10,-1.1662
2000-02-11,-2.3599
2000-02-14,-0.9063
2000-02-15,-2.7439
2000-02-16,-0.3135
2000-02-17,-2.5157
2000-02-18,-1.9355
2000-02-22,1.3158
2000-02-23,-1.6234
2000-02-24,-2.3102
2000-02-25,-0.6757
2000-02-28,-0.3401
2000-02-29,1.3652
2000-03-01,-0.6734
2000-03-02,-2.7119
2000-03-03,0.7805
2000-03-06,-1.3937
2000-03-07,-2.1201
2000-03-08,0.0
2000-03-09,1.083
2000-03-10,-1.0714
2000-03-13,-2.5271
2000-03-14,-1.8519
2000-03-15,2.2641999999999998
2000-03-16,12.1771
2000-03-17,-4.9342
2000-03-20,1.0381
2000-03-21,2.7397
2000-03-22,3.3333
2000-03-23,1.9355
2000-03-24,2.5316
2000-03-27,-1.2346
2000-03-28,2.8125
2000-03-29,3.6474
2000-03-30,0.8798
2000-03-31,5.814
2000-04-03,1.6484
2000-04-04,0.0
2000-04-05,1.6216
2000-04-06,1.5957
2000-04-07,-1.3089
2000-04-10,-2.122
2000-04-11,1.084
2000-04-12,3.3346
2000-04-13,0.9241
2000-04-14,-5.3985
2000-04-17,1.087
2000-04-18,-0.2688
2000-04-19,-0.8086
2000-04-20,1.3587
2000-04-24,2.9491
2000-04-25,3.6458
2000-04-26,-3.5176
2000-04-27,-2.0833
2000-04-28,-1.0638
2000-05-01,2.1505
2000-05-02,0.0
2000-05-03,-1.0526
2000-05-04,2.1277
2000-05-05,0.7813
2000-05-08,1.5504
2000-05-09,-1.0178
2000-05-10,-1.5424
2000-05-11,2.3499
2000-05-12,-11.2245
2000-05-15,-2.0115
2000-05-16,-0.2933
2000-05-17,0.0
2000-05-18,0.8824
2000-05-19,-2.9154999999999998
2000-05-22,-1.8018
2000-05-23,-0.9174
2000-05-24,-1.2346
