ticker,LAQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.8278
2000-01-04,-6.4516
2000-01-05,-0.9852
2000-01-06,-1.4925
2000-01-07,3.5354
2000-01-10,2.439
2000-01-11,-1.4285999999999999
2000-01-12,-0.9662
2000-01-13,3.4146
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,-0.9434
2000-01-20,-0.9524
2000-01-21,-1.4423
2000-01-24,-0.9756
2000-01-25,0.4926
2000-01-26,2.451
2000-01-27,-2.3923
2000-01-28,-1.4706000000000001
2000-01-31,-1.99
2000-02-01,-0.5076
2000-02-02,2.0408
2000-02-03,4.0
2000-02-04,1.4423
2000-02-07,2.3697
2000-02-08,3.2407
2000-02-09,-0.8969
2000-02-10,0.905
2000-02-11,-0.4484
2000-02-14,-0.9009
2000-02-15,-1.3636
2000-02-16,1.3825
2000-02-17,0.9091
2000-02-18,-2.2523
2000-02-22,-1.3825
2000-02-23,0.4673
2000-02-24,0.4651
2000-02-25,-0.463
2000-02-28,-1.3953
2000-02-29,1.4151
2000-03-01,-0.4651
2000-03-02,1.4019
2000-03-03,2.765
2000-03-06,0.0
2000-03-07,-0.8969
2000-03-08,1.3575
2000-03-09,2.2321
2000-03-10,-2.1834
2000-03-13,-3.125
2000-03-14,-1.8433000000000002
2000-03-15,1.4085
2000-03-16,0.9259
2000-03-17,-0.4587
2000-03-20,1.3825
2000-03-21,0.9091
2000-03-22,0.9009
2000-03-23,0.4464
2000-03-24,-0.4444
2000-03-27,1.7856999999999998
2000-03-28,-0.8772
2000-03-29,-0.885
2000-03-30,-3.5714
2000-03-31,0.463
2000-04-03,-2.3041
2000-04-04,-1.8868
2000-04-05,-0.4808
2000-04-06,1.9324
2000-04-07,0.9479
2000-04-10,0.939
2000-04-11,-2.7907
2000-04-12,-1.9139
2000-04-13,-0.4878
2000-04-14,-4.902
2000-04-17,-1.5464
2000-04-18,4.1885
2000-04-19,0.0
2000-04-20,-0.5025
2000-04-24,0.0
2000-04-25,3.0303
2000-04-26,1.4706000000000001
2000-04-27,0.4831
2000-04-28,-0.4808
2000-05-01,0.4831
2000-05-02,0.9615
2000-05-03,-2.8571
2000-05-04,0.0
2000-05-05,-0.9804
2000-05-08,-0.9901
2000-05-09,-2.5
2000-05-10,-1.0256
2000-05-11,0.0
2000-05-12,3.6269
2000-05-15,-0.5
2000-05-16,1.005
2000-05-17,7.9602
2000-05-18,-1.8433000000000002
2000-05-19,-3.7559
2000-05-22,-0.4878
