ticker,NDC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.2099
2000-01-04,-2.6365
2000-01-05,0.3868
2000-01-06,-0.7707
2000-01-07,3.6893000000000002
2000-01-10,1.4981
2000-01-11,-3.321
2000-01-12,5.1527
2000-01-13,1.0889
2000-01-14,-3.2316
2000-01-18,0.0
2000-01-19,0.7421
2000-01-20,-2.7624
2000-01-21,0.0
2000-01-24,10.6061
2000-01-25,-3.9384
2000-01-26,0.1783
2000-01-27,-4.8043
2000-01-28,-2.8037
2000-01-31,-1.5385
2000-02-01,1.5625
2000-02-02,1.7308
2000-02-03,0.9452
2000-02-04,0.7491
2000-02-07,5.3903
2000-02-08,10.0529
2000-02-09,-2.0833
2000-02-10,-0.491
2000-02-11,-2.4342
2000-02-14,-3.2095
2000-02-15,-0.1745
2000-02-16,-2.4476
2000-02-17,-4.4803
2000-02-18,-5.8161000000000005
2000-02-22,-2.1912
2000-02-23,3.055
2000-02-24,1.581
2000-02-25,-2.7237
2000-02-28,-1.0
2000-02-29,0.202
2000-03-01,-0.2016
2000-03-02,-2.6263
2000-03-03,0.2075
2000-03-06,-2.2774
2000-03-07,2.1186
2000-03-08,-3.527
2000-03-09,0.2151
2000-03-10,0.4292
2000-03-13,-3.6325
2000-03-14,-1.5521
2000-03-15,-1.8018
2000-03-16,-0.4587
2000-03-17,0.6912
2000-03-20,-2.9748
2000-03-21,-0.9434
2000-03-22,1.9048
2000-03-23,-3.0374
2000-03-24,-0.7229
2000-03-27,-3.6408
2000-03-28,-0.2519
2000-03-29,-1.2626
2000-03-30,3.8363
2000-03-31,2.4631
2000-04-03,2.6442
2000-04-04,-4.2155
2000-04-05,3.423
2000-04-06,6.383
2000-04-07,1.7778
2000-04-10,-7.4236
2000-04-11,2.8302
2000-04-12,3.4404
2000-04-13,-0.8869
2000-04-14,-6.4877
2000-04-17,-4.5455
2000-04-18,14.0351
2000-04-19,-2.4176
2000-04-20,0.9009
2000-04-24,-1.1161
2000-04-25,8.1264
2000-04-26,-3.7578
2000-04-27,-3.2538
2000-04-28,-0.4484
2000-05-01,-0.6757
2000-05-02,-2.2676
2000-05-03,-0.464
2000-05-04,0.6993
2000-05-05,0.0
2000-05-08,-0.6944
2000-05-09,-3.9627
2000-05-10,-0.7282
2000-05-11,1.467
2000-05-12,-2.4096
2000-05-15,0.5432
2000-05-16,0.7389
2000-05-17,-1.2225
2000-05-18,-2.9703
2000-05-19,-5.3571
2000-05-22,1.0782
2000-05-23,-1.6
