ticker,WLVTQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.7699
2000-01-04,-0.8696
2000-01-05,-1.3158
2000-01-06,-0.8889
2000-01-07,0.8969
2000-01-10,2.2222
2000-01-11,-1.7391
2000-01-12,-1.3274
2000-01-13,0.0
2000-01-14,-0.4484
2000-01-18,3.6036
2000-01-19,-1.7391
2000-01-20,-3.0973
2000-01-21,-0.4566
2000-01-24,3.6696999999999997
2000-01-25,-0.885
2000-01-26,0.8929
2000-01-27,-1.7699
2000-01-28,-0.4505
2000-01-31,-4.0724
2000-02-01,-0.4717
2000-02-02,-0.4739
2000-02-03,0.9524
2000-02-04,-0.9434
2000-02-07,0.0
2000-02-08,-0.4762
2000-02-09,-0.4785
2000-02-10,-3.8462
2000-02-11,-3.0
2000-02-14,0.5155
2000-02-15,0.5128
2000-02-16,0.0
2000-02-17,0.5102
2000-02-18,2.0305
2000-02-22,1.4925
2000-02-23,-0.9804
2000-02-24,-0.9901
2000-02-25,-0.5
2000-02-28,1.005
2000-02-29,2.9851
2000-03-01,7.2464
2000-03-02,1.8018
2000-03-03,-2.2124
2000-03-06,-4.0724
2000-03-07,-1.8868
2000-03-08,-0.4808
2000-03-09,0.4831
2000-03-10,-0.4808
2000-03-13,-1.4493
2000-03-14,-9.8039
2000-03-15,1.087
2000-03-16,2.1505
2000-03-17,1.5789
2000-03-20,1.0363
2000-03-21,2.5641
2000-03-22,-2.0
2000-03-23,0.5102
2000-03-24,5.5838
2000-03-27,-0.4808
2000-03-28,-2.4154999999999998
2000-03-29,1.4851
2000-03-30,0.4878
2000-03-31,-0.4854
2000-04-03,0.4878
2000-04-04,-1.4563
2000-04-05,0.4926
2000-04-06,0.9804
2000-04-07,1.9417
2000-04-10,1.4285999999999999
2000-04-11,0.0
2000-04-12,1.4085
2000-04-13,12.037
2000-04-14,-2.8926
2000-04-17,-1.2766
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,0.431
2000-04-24,-1.2876
2000-04-25,-1.3043
2000-04-26,-1.7621
2000-04-27,0.4484
2000-04-28,7.1429
2000-05-01,1.25
2000-05-02,-4.9383
2000-05-03,2.5974
2000-05-04,1.6878
2000-05-05,6.639
2000-05-08,0.0
2000-05-09,0.3891
2000-05-10,-0.7752
2000-05-11,3.9063
2000-05-12,1.8797000000000001
2000-05-15,-1.107
2000-05-16,4.8507
2000-05-17,-2.1352
2000-05-18,-4.0
2000-05-19,3.4091
2000-05-22,-2.1978
2000-05-23,2.9962999999999997
