ticker,632749Q US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.7273
2000-01-04,2.8037
2000-01-05,-4.2424
2000-01-06,3.7975
2000-01-07,1.8293
2000-01-10,3.8922
2000-01-11,8.3573
2000-01-12,3.9894
2000-01-13,3.3247999999999998
2000-01-14,0.0
2000-01-18,7.9208
2000-01-19,-2.5229
2000-01-20,-5.4118
2000-01-21,2.7363
2000-01-24,-6.0533
2000-01-25,3.0928
2000-01-26,-1.25
2000-01-27,-5.0633
2000-01-28,-1.8667
2000-01-31,6.25
2000-02-01,3.3247999999999998
2000-02-02,2.7228
2000-02-03,-0.4819
2000-02-04,-2.6634
2000-02-07,-0.995
2000-02-08,-3.2663
2000-02-09,-3.1169000000000002
2000-02-10,5.63
2000-02-11,0.7614
2000-02-14,4.0302
2000-02-15,13.8015
2000-02-16,-2.766
2000-02-17,-1.9694
2000-02-18,-6.25
2000-02-22,-4.2857
2000-02-23,-1.2438
2000-02-24,0.0
2000-02-25,-3.5263999999999998
2000-02-28,8.3551
2000-02-29,8.1928
2000-03-01,-1.1136
2000-03-02,2.7027
2000-03-03,-3.9474
2000-03-06,0.9132
2000-03-07,13.1222
2000-03-08,1.4
2000-03-09,0.0
2000-03-10,-5.1282
2000-03-13,-1.2474
2000-03-14,5.4737
2000-03-15,-2.9939999999999998
2000-03-16,17.6955
2000-03-17,-4.021
2000-03-20,-2.5501
2000-03-21,7.6636
2000-03-22,-1.3889
2000-03-23,-2.2887
2000-03-24,1.4414
2000-03-27,-4.7957
2000-03-28,1.1194
2000-03-29,1.2915
2000-03-30,5.4645
2000-03-31,-3.1088
2000-04-03,2.852
2000-04-04,-5.7192
2000-04-05,-1.8382
2000-04-06,6.1798
2000-04-07,-2.2928
2000-04-10,-1.8051
2000-04-11,-2.2059
2000-04-12,2.2556
2000-04-13,-0.1838
2000-04-14,-6.814
2000-04-17,3.5573
2000-04-18,3.2443
2000-04-19,6.4695
2000-04-20,-2.2569
2000-04-24,0.3552
2000-04-25,1.9468999999999999
2000-04-26,4.1667
2000-04-27,-1.1667
2000-04-28,-1.6863000000000001
2000-05-01,2.4013999999999998
2000-05-02,-2.1776
2000-05-03,-0.5137
2000-05-04,-3.4423
2000-05-05,-1.0695000000000001
2000-05-08,3.2432
2000-05-09,-0.5236
2000-05-10,-3.3333
2000-05-11,1.0889
2000-05-12,-2.3339
2000-05-15,1.1029
2000-05-16,-1.4545
2000-05-17,-1.107
2000-05-18,1.1194
2000-05-19,-2.952
