ticker,IRF US Equity
2000-05-23,-7.425
2000-05-24,1.0239
2000-05-25,-2.5338000000000003
2000-05-26,-0.8666
2000-05-30,10.1399
2000-05-31,4.7619
2000-06-01,12.1212
2000-06-02,-2.7027
2000-06-05,1.5278
2000-06-06,-3.8304
2000-06-07,0.8535
2000-06-08,2.5388
2000-06-09,4.2641
2000-06-12,-5.0132
2000-06-13,-0.1389
2000-06-14,-1.9471
2000-06-15,-1.5603
2000-06-16,0.1441
2000-06-19,5.6115
2000-06-20,6.267
2000-06-21,1.5385
2000-06-22,11.1111
2000-06-23,-3.4091
2000-06-26,0.7059
2000-06-27,1.1682
2000-06-28,6.351
2000-06-29,-3.3659
2000-06-30,0.7022
2000-07-03,5.3278
2000-07-05,-6.5678
2000-07-06,0.3401
2000-07-07,2.8249
2000-07-10,-3.1868
2000-07-11,-0.227
2000-07-12,1.9340000000000002
2000-07-13,6.4732
2000-07-14,2.0964
2000-07-17,6.9815000000000005
2000-07-18,-4.7985
2000-07-19,-3.125
2000-07-20,6.9719
2000-07-21,-3.6965
2000-07-24,1.0101
2000-07-25,-0.3
2000-07-26,-2.5075
2000-07-27,-7.716
2000-07-28,-5.7971
2000-07-31,4.7337
2000-08-01,-1.2429000000000001
2000-08-02,-3.8902
2000-08-03,-4.4048
2000-08-04,-4.1096
2000-08-07,-4.8052
2000-08-08,8.8677
2000-08-09,1.5038
2000-08-10,-4.4444
2000-08-11,0.7752
2000-08-14,4.4872
2000-08-15,6.7485
2000-08-16,0.8046
2000-08-17,-0.2281
2000-08-18,4.3571
2000-08-21,-1.3279
2000-08-22,4.3285
2000-08-23,0.7447
2000-08-24,5.491
2000-08-25,-2.002
2000-08-28,2.7579000000000002
2000-08-29,1.5905
2000-08-30,-2.2505
2000-08-31,0.6695
2000-09-01,0.5282
2000-09-05,-1.867
2000-09-06,-3.1372
2000-09-07,8.1165
2000-09-08,-2.4062
2000-09-11,1.5779
2000-09-12,-3.6893000000000002
2000-09-13,0.0
2000-09-14,3.3266
2000-09-15,-7.122
2000-09-18,-7.563
2000-09-19,7.5
2000-09-20,0.8457
2000-09-21,-9.434
2000-09-22,0.463
2000-09-25,-1.1521
2000-09-26,0.0
2000-09-27,-2.2145
2000-09-28,4.2908
2000-09-29,-7.6571
2000-10-02,-8.6634
2000-10-03,-2.3035
2000-10-04,5.4092
2000-10-05,-0.2632
2000-10-06,-8.8391
2000-10-09,4.3415
2000-10-10,-11.9279
2000-10-11,0.7874
2000-10-12,-5.3125
2000-10-13,8.5809
2000-10-16,4.5593
2000-10-17,-10.0291
2000-10-18,-4.5234
2000-10-19,19.1201
2000-10-20,10.7955
2000-10-23,6.1538
2000-10-24,-3.5023999999999997
2000-10-25,-12.2653
2000-10-26,2.4251
2000-10-27,-1.9499
2000-10-30,-0.142
2000-10-31,1.5647
2000-11-01,-6.7227
2000-11-02,5.1051
2000-11-03,-3.7143
2000-11-06,0.4451
2000-11-07,-4.2836
2000-11-08,-7.4074
2000-11-09,0.3333
2000-11-10,-3.9867
2000-11-13,5.7093
2000-11-14,2.1277
2000-11-15,5.4487
2000-11-16,-5.3191
2000-11-17,-2.8891999999999998
2000-11-20,-1.6529
2000-11-21,-4.2017
2000-11-22,1.4035
2000-11-24,7.6125
2000-11-27,-8.1994
2000-11-28,-8.2312
2000-11-29,-0.7634
2000-11-30,-6.9231
2000-12-01,1.4463
2000-12-04,1.6293
2000-12-05,12.2244
2000-12-06,-2.6786
2000-12-07,-1.4679
2000-12-08,16.946
2000-12-11,3.3439
2000-12-12,-3.698
2000-12-13,-6.72
2000-12-14,-1.8868
2000-12-15,-2.7972
2000-12-18,-3.0576
2000-12-19,-0.9276
2000-12-20,-11.0487
2000-12-21,-5.6842
2000-12-22,10.0446
2000-12-26,-3.4483
2000-12-27,2.7311
2000-12-28,0.409
2000-12-29,-2.2403
2001-01-02,-3.75
2001-01-03,20.5628
2001-01-04,-0.7181
2001-01-05,-5.425
2001-01-08,3.0593
2001-01-09,4.4527
2001-01-10,4.6181
2001-01-11,11.545
2001-01-12,-1.3699
2001-01-16,-3.3951000000000002
2001-01-17,7.9872
2001-01-18,3.8462
2001-01-19,7.4074
2001-01-22,-2.3872999999999998
2001-01-23,1.6303999999999998
2001-01-24,4.6791
2001-01-25,3.7037
2001-01-26,-3.202
2001-01-29,1.5979999999999999
2001-01-30,5.0291
2001-01-31,2.9378
2001-02-01,1.5752000000000002
2001-02-02,-6.039
2001-02-05,-2.4854
2001-02-06,1.6526999999999998
2001-02-07,-6.5426
2001-02-08,2.4104
2001-02-09,-8.3095
2001-02-12,4.2411
2001-02-13,-0.2355
2001-02-14,3.4557
2001-02-15,3.3609999999999998
2001-02-16,-5.9012
2001-02-20,-6.4846
2001-02-21,-2.1442
2001-02-22,-3.2634
2001-02-23,-1.6867
2001-02-26,-1.201
2001-02-27,-7.2191
2001-02-28,-11.7647
2001-03-01,18.1818
2001-03-02,-7.5641
2001-03-05,2.3024
2001-03-06,11.8492
2001-03-07,-0.0242
2001-03-08,-1.1882
2001-03-09,-6.3804
2001-03-12,-6.1599
2001-03-13,1.0335
2001-03-14,4.8106
2001-03-15,-3.7457000000000003
2001-03-16,-1.7539
2001-03-19,7.6151
2001-03-20,-7.3613
2001-03-21,6.6032
2001-03-22,11.2861
2001-03-23,3.8443
2001-03-26,-2.0668
2001-03-27,5.5891
2001-03-28,-5.4030000000000005
2001-03-29,-6.1992
2001-03-30,0.2475
2001-04-02,-7.4074
2001-04-03,-1.8133
2001-04-04,-7.6589
2001-04-05,15.8824
2001-04-06,-6.0406
2001-04-09,1.2426
2001-04-10,7.1505
2001-04-11,5.6524
2001-04-12,4.6429
2001-04-16,-4.2342
2001-04-17,-1.223
2001-04-18,14.7619
2001-04-19,6.3485
2001-04-20,-2.5946
2001-04-23,-6.3889
2001-04-24,-0.5135
2001-04-25,5.3763
2001-04-26,-2.8571
2001-04-27,11.2185
2001-04-30,4.8357
2001-05-01,0.0
2001-05-02,3.4234
2001-05-03,-4.7735
2001-05-04,1.2989
2001-05-07,-1.7338
2001-05-08,3.4736000000000002
2001-05-09,-2.5755
2001-05-10,0.2735
2001-05-11,2.0909
2001-05-14,-3.4728
2001-05-15,1.1808
2001-05-16,8.0963
2001-05-17,6.8657
2001-05-18,-0.7261
2001-05-21,7.7755
2001-05-22,-1.0032
2001-05-23,-6.006
2001-05-24,-1.538
2001-05-25,1.9485000000000001
2001-05-29,-4.3121
2001-05-30,-4.2588
2001-05-31,3.5517
2001-06-01,2.2311
2001-06-04,-1.4984
2001-06-05,7.4735
2001-06-06,-4.6
2001-06-07,6.4828
2001-06-08,-4.7554
2001-06-11,-5.6289
2001-06-12,1.4996
2001-06-13,-3.5193
2001-06-14,-4.9381
2001-06-15,-32.6697
2001-06-18,-0.5108
2001-06-19,-1.3780000000000001
2001-06-20,-4.9041
2001-06-21,3.1403
2001-06-22,-2.5419
2001-06-25,-0.9745
2001-06-26,-0.5789
2001-06-27,0.0
2001-06-28,-0.5531
2001-06-29,-0.1756
2001-07-02,-0.2933
2001-07-03,-0.0294
2001-07-05,-2.4125
2001-07-06,-6.0898
2001-07-09,5.939
2001-07-10,-1.3636
2001-07-11,0.6144
2001-07-12,6.2901
2001-07-13,1.2927
2001-07-16,-1.4464000000000001
2001-07-17,-1.9567999999999999
2001-07-18,-2.6123
2001-07-19,3.6769
2001-07-20,1.1337
2001-07-23,-2.7307
2001-07-24,-2.9846
2001-07-25,0.6397
2001-07-26,5.0242
2001-07-27,4.8991
2001-07-30,0.8242
2001-07-31,1.7439
2001-08-01,3.1601
2001-08-02,1.2461
2001-08-03,-0.4103
2001-08-06,-2.137
2001-08-07,-0.1842
2001-08-08,-2.4512
2001-08-09,-2.3507
2001-08-10,1.0515
2001-08-13,1.4786000000000001
2001-08-14,-2.1317
2001-08-15,-3.0328
2001-08-16,-0.4834
2001-08-17,-5.2857
2001-08-20,1.5385
2001-08-21,-3.7433
2001-08-22,7.5617
2001-08-23,-2.4964
2001-08-24,7.1807
2001-08-27,1.5925
2001-08-28,-1.9459
2001-08-29,-0.4961
2001-08-30,-1.3296000000000001
2001-08-31,3.8181000000000003
2001-09-04,-4.4619
2001-09-05,-1.7549000000000001
2001-09-06,-3.6589
2001-09-07,4.7249
2001-09-10,-2.8841
2001-09-17,-8.1153
2001-09-18,-4.864
2001-09-19,-0.4709
2001-09-20,-7.7053
2001-09-21,0.7323
2001-09-24,10.687
2001-09-25,0.5583
2001-09-26,-11.0059
2001-09-27,-3.6696999999999997
2001-09-28,3.7333
2001-10-01,-6.6471
2001-10-02,-2.6357
2001-10-03,9.818200000000001
2001-10-04,2.9065
2001-10-05,1.6446
2001-10-08,2.3918
2001-10-09,-2.6108000000000002
2001-10-10,4.5855
2001-10-11,11.2985
2001-10-12,-0.697
2001-10-15,-3.8754999999999997
2001-10-16,3.3651
2001-10-17,-5.774
2001-10-18,-0.2608
2001-10-19,2.0915
2001-10-22,6.178
2001-10-23,-0.9346
2001-10-24,6.969
2001-10-25,6.6287
2001-10-26,-1.5474999999999999
2001-10-29,-6.3957
2001-10-30,-2.432
2001-10-31,4.184
2001-11-01,6.0382
2001-11-02,1.6653
2001-11-05,2.8005
2001-11-06,2.8013
2001-11-07,-2.025
2001-11-08,-4.3889
2001-11-09,2.5887000000000002
2001-11-12,-0.3642
2001-11-13,4.2036999999999995
2001-11-14,-1.2278
2001-11-15,-0.9386
2001-11-16,0.4866
2001-11-19,-2.9307
2001-11-20,-7.7186
2001-11-21,-0.9957
2001-11-23,3.6782
2001-11-26,1.1641
2001-11-27,-2.0822
2001-11-28,-6.2115
2001-11-29,-0.3878
2001-11-30,0.2096
2001-12-03,-1.1955
2001-12-04,4.6279
2001-12-05,9.5403
2001-12-06,-2.0322
2001-12-07,-2.0474
2001-12-10,-4.0429
2001-12-11,1.9776
2001-12-12,4.0472
2001-12-13,-6.2399000000000004
2001-12-14,1.8437999999999999
2001-12-17,0.8487
2001-12-18,4.0673
2001-12-19,-4.7709
2001-12-20,-4.0759
2001-12-21,0.1475
2001-12-24,0.0589
2001-12-26,1.8846
2001-12-27,2.2832
2001-12-28,1.215
2001-12-31,-2.6242
2002-01-02,3.469
2002-01-03,7.3982
2002-01-04,0.6192
2002-01-07,0.1026
2002-01-08,1.5880999999999998
2002-01-09,1.3616
2002-01-10,-2.3881
2002-01-11,-1.8094000000000001
2002-01-14,-2.3618
2002-01-15,-1.8075
2002-01-16,-3.7358000000000002
2002-01-17,1.2373
2002-01-18,-0.8056
2002-01-22,-5.6567
2002-01-23,5.4912
2002-01-24,0.9848
2002-01-25,9.1948
2002-01-28,3.062
2002-01-29,-2.2778
2002-01-30,2.5589
2002-01-31,2.8656
2002-02-01,-1.7290999999999999
2002-02-04,-1.7351
2002-02-05,-0.5471
2002-02-06,-1.1003
2002-02-07,-4.6523
2002-02-08,3.7391
2002-02-11,2.7607
2002-02-12,0.1493
2002-02-13,0.8693
2002-02-14,-0.5417
2002-02-15,-1.8569
2002-02-19,-4.7175
2002-02-20,1.4032
2002-02-21,-5.6919
2002-02-22,1.2458
2002-02-25,7.7386
2002-02-26,-0.6599
2002-02-27,-3.1426
2002-02-28,-3.1390000000000002
2002-03-01,10.4303
2002-03-04,10.3329
2002-03-05,0.0224
2002-03-06,2.324
2002-03-07,-1.1138
2002-03-08,2.6943
2002-03-11,-3.7204
2002-03-12,-2.9261
2002-03-13,-2.37
2002-03-14,-0.2357
2002-03-15,1.4411
2002-03-18,1.4439
2002-03-19,1.4233
2002-03-20,-3.3952
2002-03-21,5.1781
2002-03-22,0.245
2002-03-25,-4.0889
2002-03-26,2.5023
2002-03-27,0.5877
2002-03-28,2.0449
2002-04-01,2.2682
2002-04-02,-3.7468
2002-04-03,-3.4004
2002-04-04,1.8527
2002-04-05,-0.0682
2002-04-08,-0.0228
2002-04-09,-1.9117
2002-04-10,2.8306
2002-04-11,-1.0379
2002-04-12,2.3256
2002-04-15,4.8128
2002-04-16,2.7636
2002-04-17,-0.6206
2002-04-18,-1.0616
2002-04-19,-1.1360999999999999
2002-04-22,-1.4046
2002-04-23,-0.9065
2002-04-24,-1.5247000000000002
2002-04-25,0.177
2002-04-26,-1.0157
2002-04-29,-0.9592
2002-04-30,3.8739
2002-05-01,1.843
2002-05-02,-2.3632
2002-05-03,-3.6851000000000003
2002-05-06,-3.4186
2002-05-07,-2.0394
2002-05-08,12.0603
2002-05-09,-3.502
2002-05-10,-2.0358
2002-05-13,4.8114
2002-05-14,6.1207
2002-05-15,-0.7514
2002-05-16,-0.0205
2002-05-17,1.6987
2002-05-20,-0.6037
2002-05-21,-2.6726
2002-05-22,-1.061
2002-05-23,1.0303
2002-05-24,-1.0822
2002-05-28,1.0099
2002-05-29,-1.9163000000000001
2002-05-30,0.3185
2002-05-31,-0.5715
2002-06-03,-5.429
2002-06-04,2.5439
2002-06-05,1.5807
2002-06-06,0.6484
2002-06-07,-1.2884
2002-06-10,-0.7396
2002-06-11,-3.638
2002-06-12,-0.8415
2002-06-13,0.2523
2002-06-14,-1.0981
2002-06-17,6.4076
2002-06-18,-1.6957
2002-06-19,-7.4525
2002-06-20,-10.7527
2002-06-21,-26.3722
2002-06-24,-1.8182
2002-06-25,-3.037
2002-06-26,0.4584
2002-06-27,5.8175
2002-06-28,4.7431
2002-07-01,-8.7136
2002-07-02,-3.8707000000000003
2002-07-03,4.3784
2002-07-05,6.2172
2002-07-08,-2.0099
2002-07-09,-2.9507
2002-07-10,-6.4887
2002-07-11,6.5424
2002-07-12,0.856
2002-07-15,-0.369
2002-07-16,3.7037
2002-07-17,0.5357
2002-07-18,-4.1563
2002-07-19,-0.4448
2002-07-22,-3.5741
2002-07-23,-4.3243
2002-07-24,4.883
2002-07-25,-14.0823
2002-07-26,0.9404
2002-07-29,8.9175
2002-07-30,3.1365
2002-07-31,-8.9258
2002-08-01,-5.3339
2002-08-02,-1.0078
2002-08-05,-7.0338
2002-08-06,7.8148
2002-08-07,2.0776
2002-08-08,0.8593
2002-08-09,-1.0314
2002-08-12,-3.942
2002-08-13,-1.0849
2002-08-14,6.867
2002-08-15,6.9166
2002-08-16,4.0067
2002-08-19,5.7384
2002-08-20,-6.0721
2002-08-21,7.2727
2002-08-22,-1.7702
2002-08-23,-6.25
2002-08-26,0.4908
2002-08-27,-7.0411
2002-08-28,-4.8161000000000005
2002-08-29,-0.69
2002-08-30,0.7874
2002-09-03,-11.5349
2002-09-04,0.5714
2002-09-05,-7.0248
2002-09-06,5.4444
2002-09-09,1.9494
2002-09-10,4.1344
2002-09-11,2.5806
2002-09-12,-4.9347
2002-09-13,-4.0712
2002-09-16,-3.9788
2002-09-17,-3.6464
2002-09-18,-1.3761
2002-09-19,-3.8952999999999998
2002-09-20,-3.2063
2002-09-23,-3.125
2002-09-24,-1.0968
2002-09-25,7.1754999999999995
2002-09-26,-2.4346
2002-09-27,0.4367
2002-09-30,-2.9814
2002-10-01,8.1946
2002-10-02,1.1834
2002-10-03,-5.9064
2002-10-04,-3.9154999999999998
2002-10-07,-1.423
2002-10-08,-26.0499
2002-10-09,-1.331
2002-10-10,15.5576
2002-10-11,11.5175
2002-10-14,-1.1165
2002-10-15,12.4206
2002-10-16,-12.4294
2002-10-17,8.6022
2002-10-18,2.3102
2002-10-21,6.1935
2002-10-22,-2.1871
2002-10-23,5.9627
2002-10-24,-2.5791
2002-10-25,3.1889
2002-10-28,-0.2332
2002-10-29,-1.9870999999999999
2002-10-30,4.7704
2002-10-31,-1.7075
2002-11-01,10.1332
2002-11-04,3.8906
2002-11-05,-3.3907
2002-11-06,7.2813
2002-11-07,-9.082
2002-11-08,0.8056
2002-11-11,-6.0735
2002-11-12,7.3171
2002-11-13,3.0655
2002-11-14,7.6923
2002-11-15,2.2857
2002-11-18,-0.838
2002-11-19,-2.723
2002-11-20,8.3977
2002-11-21,9.6171
2002-11-22,0.3249
2002-11-25,2.6316
2002-11-26,-5.4043
2002-11-27,5.0459
2002-11-29,-0.9131
2002-12-02,2.9247
2002-12-03,-7.7073
2002-12-04,-9.7849
2002-12-05,1.309
2002-12-06,-1.1075
2002-12-09,-8.9594
2002-12-10,4.9718
2002-12-11,-0.5859
2002-12-12,-1.5226
2002-12-13,-3.6409000000000002
2002-12-16,5.2795
2002-12-17,-0.6883
2002-12-18,-5.9406
2002-12-19,-0.4737
2002-12-20,0.1586
2002-12-23,2.0591
2002-12-24,-1.9659
2002-12-26,-0.6332
2002-12-27,0.6373
2002-12-30,-1.847
2002-12-31,-0.7527
2003-01-02,7.909
2003-01-03,1.9076
2003-01-06,5.8128
2003-01-07,3.0726
2003-01-08,-4.6974
2003-01-09,4.1232
2003-01-10,1.8207
2003-01-13,-1.654
2003-01-14,2.2727
2003-01-15,-2.1333
2003-01-16,-2.5886
2003-01-17,-6.1538
2003-01-21,-0.9935
2003-01-22,-1.6558000000000002
2003-01-23,4.5918
2003-01-24,-2.8293
2003-01-27,-2.6104000000000003
2003-01-28,3.1443
2003-01-29,3.4483
2003-01-30,-5.0725
2003-01-31,1.0178
2003-02-03,-0.3023
2003-02-04,-0.9601
2003-02-05,1.3265
2003-02-06,-2.7694
2003-02-07,-1.8643
2003-02-10,2.6385
2003-02-11,-0.874
2003-02-12,-0.6224
2003-02-13,-0.1044
2003-02-14,6.5308
2003-02-18,3.384
2003-02-19,0.9013
2003-02-20,2.9619
2003-02-21,-0.137
2003-02-24,0.6859
2003-02-25,-1.7257
2003-02-26,-1.8022
2003-02-27,1.8353000000000002
2003-02-28,3.281
2003-03-03,-4.2506
2003-03-04,-3.7382999999999997
2003-03-05,0.4854
2003-03-06,-0.9662
2003-03-07,-0.439
2003-03-10,-2.9397
2003-03-11,-1.6153
2003-03-12,-0.7183
2003-03-13,10.8527
2003-03-14,-1.3519999999999999
2003-03-17,6.758
2003-03-18,1.7707000000000002
2003-03-19,-3.8712
2003-03-20,1.3575
2003-03-21,3.8393
2003-03-24,-6.0189
2003-03-25,2.6532
2003-03-26,-1.426
2003-03-27,-2.1248
2003-03-28,-5.0346
2003-03-31,-4.3288
2003-04-01,0.6101
2003-04-02,5.1036
2003-04-03,-1.7788
2003-04-04,-4.8948
2003-04-07,1.2867
2003-04-08,-5.2337
2003-04-09,-3.5925000000000002
2003-04-10,-4.9498999999999995
2003-04-11,2.8087
2003-04-14,3.1303
2003-04-15,1.2692999999999999
2003-04-16,3.1608
2003-04-17,4.5959
2003-04-21,-1.6667
2003-04-22,1.5922
2003-04-23,-0.455
2003-04-24,1.1173
2003-04-25,9.4425
2003-04-28,1.3768
2003-04-29,2.852
2003-04-30,-0.4401
2003-05-01,0.1768
2003-05-02,5.2957
2003-05-05,0.7963
2003-05-06,-0.7069
2003-05-07,-2.3869
2003-05-08,-2.4024
2003-05-09,5.0549
2003-05-12,2.4268
2003-05-13,-1.0621
2003-05-14,-2.4773
2003-05-15,0.2117
2003-05-16,-2.5770999999999997
2003-05-19,-4.1631
2003-05-20,0.4525
2003-05-21,0.2252
2003-05-22,1.7978
2003-05-23,-0.4857
2003-05-27,7.3647
2003-05-28,0.0
2003-05-29,4.7934
2003-05-30,3.2334
2003-06-02,-0.5348
2003-06-03,1.9969000000000001
2003-06-04,3.125
2003-06-05,4.1621
2003-06-06,-5.0473
2003-06-09,-2.9162
2003-06-10,1.635
2003-06-11,-0.4863
2003-06-12,-0.188
2003-06-13,-4.8588000000000005
2003-06-16,4.1568
2003-06-17,1.6724
2003-06-18,2.3925
2003-06-19,-1.6794
2003-06-20,-0.8169
2003-06-23,-1.2729
2003-06-24,-1.8203
2003-06-25,2.6265
2003-06-26,2.5968999999999998
2003-06-27,-1.504
2003-06-30,-0.1117
2003-07-01,2.0507
2003-07-02,2.1191
2003-07-03,0.1789
2003-07-07,6.0714
2003-07-08,-0.4714
2003-07-09,1.3194
2003-07-10,-3.9398999999999997
2003-07-11,-0.1043
2003-07-14,4.4189
2003-07-15,-2.7991
2003-07-16,-0.3428
2003-07-17,-5.7792
2003-07-18,2.2271
2003-07-21,-2.4286
2003-07-22,3.2211
2003-07-23,1.8794
2003-07-24,-3.0282
2003-07-25,1.9383
2003-07-28,1.8662
2003-07-29,-3.906
2003-07-30,-2.0504
2003-07-31,1.3588
2003-08-01,11.7754
2003-08-04,3.8898
2003-08-05,-2.6209
2003-08-06,-1.9224999999999999
2003-08-07,-0.49
2003-08-08,-1.2147000000000001
2003-08-11,3.3566
2003-08-12,1.7363
2003-08-13,4.2668
2003-08-14,1.4247
2003-08-15,1.1357
2003-08-18,4.2849
2003-08-19,2.9753
2003-08-20,-1.3209
2003-08-21,5.7167
2003-08-22,1.3980000000000001
2003-08-25,-1.1967
2003-08-26,0.8425
2003-08-27,4.6997
2003-08-28,1.2718
2003-08-29,2.4132
2003-09-02,0.9858
2003-09-03,0.5238
2003-09-04,2.0369
2003-09-05,-0.1161
2003-09-08,2.2078
2003-09-09,-0.5684
2003-09-10,-5.8084
2003-09-11,1.6266
2003-09-12,2.58
2003-09-15,-1.9562
2003-09-16,2.2565
2003-09-17,-0.1394
2003-09-18,-2.7681
2003-09-19,0.9091
2003-09-22,-0.4267
2003-09-23,2.3333
2003-09-24,-3.9553000000000003
2003-09-25,-2.0107
2003-09-26,-8.1582
2003-09-29,5.4643
2003-09-30,-4.441
2003-10-01,3.8996
2003-10-02,2.2365
2003-10-03,3.5705
2003-10-06,-0.4613
2003-10-07,2.3415
2003-10-08,0.1192
2003-10-09,1.6425
2003-10-10,1.8033000000000001
2003-10-13,1.3112
2003-10-14,3.2016
2003-10-15,-0.7261
2003-10-16,0.4211
2003-10-17,-4.0609
2003-10-20,2.4385
2003-10-21,3.638
2003-10-22,-4.6371
2003-10-23,-1.2724
2003-10-24,0.0921
2003-10-27,1.6326
2003-10-28,4.276
2003-10-29,4.0356
2003-10-30,2.2315
2003-10-31,-2.6316
2003-11-03,3.5408
2003-11-04,0.4452
2003-11-05,1.7325
2003-11-06,0.4356
2003-11-07,0.8478
2003-11-10,-3.6168
2003-11-11,-0.8519
2003-11-12,3.928
2003-11-13,-2.0079
2003-11-14,-1.5669
2003-11-17,-1.8776000000000002
2003-11-18,-1.4559
2003-11-19,3.6513
2003-11-20,-0.8349
2003-11-21,-0.2053
2003-11-24,7.5926
2003-11-25,1.6447
2003-11-26,0.9972
2003-11-28,1.7511
2003-12-01,2.7279
2003-12-02,0.2495
2003-12-03,-3.3956
2003-12-04,-2.1347
2003-12-05,-3.3283
2003-12-08,0.3696
2003-12-09,-4.031
2003-12-10,-1.353
2003-12-11,4.7288
2003-12-12,-0.0977
2003-12-15,-4.5979
2003-12-16,-2.4815
2003-12-17,-2.776
2003-12-18,4.9102
2003-12-19,-0.8247
2003-12-22,0.104
2003-12-23,1.6615
2003-12-24,-1.001
2003-12-26,-0.1238
2003-12-29,3.0992
2003-12-30,-0.7014
2003-12-31,-0.2825
2004-01-02,-0.6881
2004-01-05,3.2606
2004-01-06,2.2893
2004-01-07,0.0965
2004-01-08,3.643
2004-01-09,-1.432
2004-01-12,0.4717
2004-01-13,-2.1784
2004-01-14,0.9023
2004-01-15,2.0167
2004-01-16,1.6412
2004-01-20,-1.6147
2004-01-21,-3.0399
2004-01-22,-1.3656
2004-01-23,-2.6911
2004-01-26,1.3627
2004-01-27,-2.5702
2004-01-28,-2.151
2004-01-29,0.0622
2004-01-30,4.8705
2004-02-02,-2.1146
2004-02-03,-2.1805
2004-02-04,-4.4376
2004-02-05,4.73
2004-02-06,3.0109
2004-02-09,-1.5215
2004-02-10,-0.3659
2004-02-11,2.6321
2004-02-12,-3.4394
2004-02-13,-1.0294
2004-02-17,0.9985
2004-02-18,-0.3913
2004-02-19,-3.019
2004-02-20,-2.1109
2004-02-23,-3.9643
2004-02-24,-1.2248
2004-02-25,1.6762000000000001
2004-02-26,3.6134
2004-02-27,0.6103
2004-03-01,3.7262
2004-03-02,-0.5848
2004-03-03,-2.1429
2004-03-04,1.1593
2004-03-05,-1.5705
2004-03-08,-3.6438
2004-03-09,1.2530999999999999
2004-03-10,-2.8729
2004-03-11,0.0683
2004-03-12,2.6376
2004-03-15,-3.035
2004-03-16,1.5993
2004-03-17,2.4736000000000002
2004-03-18,-2.2164
2004-03-19,-4.0619
2004-03-22,-2.7135
2004-03-23,2.2361
2004-03-24,2.0696
2004-03-25,5.1382
2004-03-26,-0.6794
2004-03-29,1.2136
2004-03-30,0.7412
2004-03-31,-0.4761
2004-04-01,0.8045
2004-04-02,3.9689
2004-04-05,1.888
2004-04-06,-1.405
2004-04-07,-0.7848
2004-04-08,1.0616
2004-04-12,0.9269
2004-04-13,-0.5102
2004-04-14,-0.4308
2004-04-15,-4.4293
2004-04-16,-1.9832
2004-04-19,1.4515
2004-04-20,-3.5118
2004-04-21,1.4154
2004-04-22,0.864
2004-04-23,1.4057
2004-04-26,-3.1406
2004-04-27,-4.0698
2004-04-28,-1.7483
2004-04-29,-5.2432
2004-04-30,-0.7511
2004-05-03,-0.4289
2004-05-04,2.2295
2004-05-05,0.8178
2004-05-06,0.295
2004-05-07,0.7843
2004-05-10,-0.2675
2004-05-11,2.2434
2004-05-12,-1.8364
2004-05-13,-1.3362
2004-05-14,-2.9057
2004-05-17,-2.8151
2004-05-18,1.7484
