ticker,POS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.4795
2000-01-04,-0.8661
2000-01-05,2.1549
2000-01-06,-7.5257
2000-01-07,3.5758
2000-01-10,2.8571
2000-01-11,-0.8681
2000-01-12,-0.3503
2000-01-13,2.4605
2000-01-14,3.8308
2000-01-18,-1.2665
2000-01-19,-0.9481
2000-01-20,-0.9572
2000-01-21,-0.2274
2000-01-24,-9.7436
2000-01-25,-3.851
2000-01-26,4.3992
2000-01-27,2.0126
2000-01-28,-1.1097
2000-01-31,-0.4988
2000-02-01,2.005
2000-02-02,0.2457
2000-02-03,-1.2868
2000-02-04,1.1173
2000-02-07,-0.798
2000-02-08,-0.6807
2000-02-09,-0.81
2000-02-10,-1.3819
2000-02-11,-3.1847
2000-02-14,-1.4474
2000-02-15,-1.3351
2000-02-16,0.6089
2000-02-17,-2.152
2000-02-18,-2.0619
2000-02-22,1.8246
2000-02-23,-1.2405
2000-02-24,-3.7683
2000-02-25,-0.9427
2000-02-28,-1.0249
2000-02-29,0.7396
2000-03-01,-0.8811
2000-03-02,-3.6296
2000-03-03,8.5319
2000-03-06,-1.8414000000000001
2000-03-07,-3.2468
2000-03-08,-0.6711
2000-03-09,0.8258
2000-03-10,0.0
2000-03-13,4.8399
2000-03-14,5.8239
2000-03-15,-0.9396
2000-03-16,2.71
2000-03-17,5.6728
2000-03-20,0.4994
2000-03-21,0.3106
2000-03-22,4.0867
2000-03-23,-0.2974
2000-03-24,0.716
2000-03-27,1.3033000000000001
2000-03-28,-1.2865
2000-03-29,-2.8436
2000-03-30,-0.6098
2000-03-31,-0.6135
2000-04-03,0.5556
2000-04-04,-3.9288
2000-04-05,1.7252
2000-04-06,4.0201
2000-04-07,-0.4831
2000-04-10,-4.3689
2000-04-11,-1.2690000000000001
2000-04-12,-0.5784
2000-04-13,1.9392
2000-04-14,-5.0095
2000-04-17,0.2003
2000-04-18,6.6622
2000-04-19,1.1868
2000-04-20,6.9753
2000-04-24,-4.6163
2000-04-25,4.3557
2000-04-26,-5.3913
2000-04-27,-3.7377000000000002
2000-04-28,3.1189999999999998
2000-05-01,1.2346
2000-05-02,-3.1098
2000-05-03,-2.9577999999999998
2000-05-04,0.6485
2000-05-05,-0.6443
2000-05-08,-1.6861000000000002
2000-05-09,-1.9129
2000-05-10,-1.5467
2000-05-11,2.0492
2000-05-12,0.1339
2000-05-15,1.3369
2000-05-16,1.3193
2000-05-17,-2.7995
2000-05-18,-1.8084
2000-05-19,-0.6821
