ticker,GON US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.9231
2000-01-04,-2.3529
2000-01-05,1.4056
2000-01-06,4.1584
2000-01-07,2.8517
2000-01-10,-0.7394
2000-01-11,-2.7933
2000-01-12,1.5326
2000-01-13,-1.8868
2000-01-14,-0.5769
2000-01-18,-1.5474
2000-01-19,2.7504999999999997
2000-01-20,-0.5736
2000-01-21,-4.4231
2000-01-24,-1.2072
2000-01-25,0.2037
2000-01-26,0.6098
2000-01-27,-2.2222
2000-01-28,-1.6529
2000-01-31,-2.3109
2000-02-01,1.7204000000000002
2000-02-02,0.8457
2000-02-03,0.6289
2000-02-04,-0.8333
2000-02-07,-2.521
2000-02-08,1.7241
2000-02-09,-1.9068
2000-02-10,-6.0475
2000-02-11,-4.3678
2000-02-14,-1.9231
2000-02-15,-0.7353
2000-02-16,-2.963
2000-02-17,-3.5623
2000-02-18,-2.1108
2000-02-22,-1.8868
2000-02-23,0.2747
2000-02-24,3.5616
2000-02-25,-2.6455
2000-02-28,-8.1522
2000-02-29,-0.5952
2000-03-01,-6.5868
2000-03-02,3.8462
2000-03-03,4.321
2000-03-06,-2.071
2000-03-07,-3.3233
2000-03-08,-2.1875
2000-03-09,-4.7923
2000-03-10,0.0
2000-03-13,-6.0403
2000-03-14,2.8571
2000-03-15,8.3333
2000-03-16,6.4103
2000-03-17,-3.6145
2000-03-20,-0.625
2000-03-21,3.1447
2000-03-22,-0.3049
2000-03-23,2.1407
2000-03-24,-1.4969999999999999
2000-03-27,-1.2158
2000-03-28,0.9231
2000-03-29,0.3049
2000-03-30,-0.304
2000-03-31,4.878
2000-04-03,6.9767
2000-04-04,-5.163
2000-04-05,8.3095
2000-04-06,4.7619
2000-04-07,-5.303
2000-04-10,-4.8
2000-04-11,7.0028
2000-04-12,5.2356
2000-04-13,-0.7463
2000-04-14,-4.7619
2000-04-17,-2.8947000000000003
2000-04-18,-4.607
2000-04-19,0.5682
2000-04-20,1.9774
2000-04-24,-0.554
2000-04-25,1.6713
2000-04-26,-3.8356
2000-04-27,-2.2792
2000-04-28,2.0408
2000-05-01,5.7143
2000-05-02,-2.1622
2000-05-03,-5.5249
2000-05-04,5.5556
2000-05-05,6.3712
2000-05-08,1.0417
2000-05-09,-1.5464
2000-05-10,-3.9267
2000-05-11,1.9074
2000-05-12,1.6042999999999998
2000-05-15,1.0526
2000-05-16,0.0
2000-05-17,0.2604
2000-05-18,-2.3377
2000-05-19,2.9255
2000-05-22,-0.2584
2000-05-23,1.8135
2000-05-24,5.8524
2000-05-25,-4.8077
2000-05-26,-1.2626
2000-05-30,-3.3247999999999998
2000-05-31,-8.5106
2000-06-01,-0.8721
2000-06-02,2.6393
2000-06-05,-2.2857
2000-06-06,-1.462
2000-06-07,-2.9674
2000-06-08,-0.9174
2000-06-09,-0.6173
2000-06-12,-0.9317
2000-06-13,2.8213
2000-06-14,-2.439
2000-06-15,-2.5
2000-06-16,-2.5641
2000-06-19,2.6316
2000-06-20,-3.5256
2000-06-21,-4.6512
2000-06-22,-2.439
2000-06-23,0.3571
2000-06-26,4.6263
2000-06-27,0.6803
2000-06-28,2.7027
2000-06-29,-5.2632
2000-06-30,2.7778
2000-07-03,0.6757
2000-07-05,2.0134
2000-07-06,0.6579
2000-07-07,-1.3072
2000-07-10,-11.2583
2000-07-11,3.7313
2000-07-12,0.0
2000-07-13,0.0
2000-07-14,0.0
2000-07-17,2.1583
2000-07-18,0.0
2000-07-19,-0.7042
2000-07-20,-1.4184
2000-07-21,-1.4388
2000-07-24,-1.8248
2000-07-25,4.0892
2000-07-26,-2.8571
2000-07-27,-2.5735
2000-07-28,-6.4151
2000-07-31,6.0484
2000-08-01,-3.4221
2000-08-02,-1.9685000000000001
2000-08-03,1.6064
2000-08-04,0.7905
2000-08-07,0.3922
2000-08-08,-1.5625
2000-08-09,1.5873
2000-08-10,-1.1719
2000-08-11,0.7905
2000-08-14,-0.3922
2000-08-15,-0.3937
2000-08-16,1.9763
2000-08-17,3.1008
2000-08-18,-0.7519
2000-08-21,0.0
2000-08-22,0.7576
2000-08-23,0.0
2000-08-24,1.8797000000000001
2000-08-25,-0.7435
2000-08-28,-1.8727
2000-08-29,2.2901
2000-08-30,1.8657
2000-08-31,2.1978
