ticker,BID US Equity
2000-05-19,1.9157
2000-05-22,-3.0075
2000-05-23,-0.7752
2000-05-24,-0.3906
2000-05-25,-0.3922
2000-05-26,-0.3937
2000-05-30,2.7668
2000-05-31,0.3846
2000-06-01,3.4483
2000-06-02,4.4444
2000-06-05,-2.1277
2000-06-06,-0.7246
2000-06-07,0.7299
2000-06-08,-2.5362
2000-06-09,2.2305
2000-06-12,-0.7273
2000-06-13,0.0
2000-06-14,-0.7326
2000-06-15,0.369
2000-06-16,3.3088
2000-06-19,1.7793999999999999
2000-06-20,2.0979
2000-06-21,-1.3699
2000-06-22,-0.6944
2000-06-23,-1.7483
2000-06-26,0.7117
2000-06-27,-1.0601
2000-06-28,1.0714
2000-06-29,9.894
2000-06-30,-9.9678
2000-07-03,3.5714
2000-07-05,-1.0345
2000-07-06,6.2718
2000-07-07,0.6557
2000-07-10,0.0
2000-07-11,2.2801
2000-07-12,3.1847
2000-07-13,-1.2346
2000-07-14,0.3125
2000-07-17,0.3115
2000-07-18,-1.8634
2000-07-19,0.9494
2000-07-20,0.9404
2000-07-21,-0.9317
2000-07-24,-3.7618
2000-07-25,-1.3029
2000-07-26,0.0
2000-07-27,0.9901
2000-07-28,-1.9607999999999999
2000-07-31,0.0
2000-08-01,1.0
2000-08-02,-0.33
2000-08-03,1.3245
2000-08-04,3.9215999999999998
2000-08-07,-0.3145
2000-08-08,0.9464
2000-08-09,-1.875
2000-08-10,0.3185
2000-08-11,0.3175
2000-08-14,0.0
2000-08-15,-1.8987
2000-08-16,0.6452
2000-08-17,-0.3205
2000-08-18,-0.3215
2000-08-21,0.6452
2000-08-22,-0.641
2000-08-23,1.6129
2000-08-24,-0.3175
2000-08-25,2.5478
2000-08-28,0.0
2000-08-29,1.8634
2000-08-30,-0.9146
2000-08-31,1.8462
2000-09-01,2.4169
2000-09-05,-0.59
2000-09-06,0.5935
2000-09-07,0.295
2000-09-08,0.8824
2000-09-11,-1.7492999999999999
2000-09-12,-0.2967
2000-09-13,-3.2738
2000-09-14,0.3077
2000-09-15,-0.3067
2000-09-18,-0.9231
2000-09-19,-0.6211
2000-09-20,0.3125
2000-09-21,-0.6231
2000-09-22,1.8809
2000-09-25,15.3846
2000-09-26,0.8
2000-09-27,-0.9259
2000-09-28,3.4713
2000-09-29,2.5806
2000-10-02,4.1509
2000-10-03,-0.4831
2000-10-04,2.1845
2000-10-05,-4.9881
2000-10-06,0.0
2000-10-09,2.75
2000-10-10,0.7299
2000-10-11,1.9324
2000-10-12,-4.9763
2000-10-13,3.99
2000-10-16,1.199
2000-10-17,-2.6066000000000003
2000-10-18,-1.2165
2000-10-19,4.6798
2000-10-20,3.7647
2000-10-23,-2.7211
2000-10-24,-0.4662
2000-10-25,-2.3419
2000-10-26,1.199
2000-10-27,0.7109
2000-10-30,3.2941
2000-10-31,-0.9112
2000-11-01,0.0
2000-11-02,0.4598
2000-11-03,0.2288
2000-11-06,-0.9132
2000-11-07,0.2304
2000-11-08,0.0
2000-11-09,-4.3678
2000-11-10,-4.5673
2000-11-13,-1.7631999999999999
2000-11-14,-0.2564
2000-11-15,-8.7404
2000-11-16,-0.2817
2000-11-17,-0.2825
2000-11-20,-1.4163999999999999
2000-11-21,-1.1494
2000-11-22,-1.4535
2000-11-24,3.2448
2000-11-27,2.2857
2000-11-28,-0.2793
2000-11-29,-2.2409
2000-11-30,-1.1461000000000001
2000-12-01,3.7681
2000-12-04,-0.838
2000-12-05,-1.1268
2000-12-06,0.5698
2000-12-07,-1.6997
2000-12-08,4.8991
2000-12-11,8.2418
2000-12-12,-3.2995
2000-12-13,1.0499
2000-12-14,0.5195
2000-12-15,-6.4599
2000-12-18,1.6575
2000-12-19,-2.4457
2000-12-20,-2.7855
2000-12-21,5.4441
2000-12-22,0.2717
2000-12-26,-4.878
2000-12-27,0.5698
2000-12-28,3.6827
2000-12-29,1.3660999999999999
2001-01-02,-7.0081
2001-01-03,3.1884
2001-01-04,8.427
2001-01-05,-3.886
2001-01-08,-1.3477000000000001
2001-01-09,2.7321999999999997
2001-01-10,2.3936
2001-01-11,4.6753
2001-01-12,-1.737
2001-01-16,-0.5051
2001-01-17,-0.2538
2001-01-18,1.2723
2001-01-19,0.0
2001-01-22,-2.0101
2001-01-23,11.538499999999999
2001-01-24,0.4598
2001-01-25,-2.5172
2001-01-26,0.0
2001-01-29,1.7088999999999999
2001-01-30,-3.3973
2001-01-31,1.4526
2001-02-01,-2.4115
2001-02-02,-0.1931
2001-02-05,-1.1219
2001-02-06,1.9171
2001-02-07,-2.4952
2001-02-08,-0.9449
2001-02-09,-0.159
2001-02-12,-0.9952
2001-02-13,0.8444
2001-02-14,-1.3158
2001-02-15,3.0303
2001-02-16,-2.1569
2001-02-20,-1.6032
2001-02-21,-0.8147
2001-02-22,-2.0123
2001-02-23,3.3948
2001-02-26,2.3105
2001-02-27,-1.2678
2001-02-28,1.4445999999999999
2001-03-01,-1.1472
2001-03-02,1.0404
2001-03-05,-1.1089
2001-03-06,2.7233
2001-03-07,-0.039
2001-03-08,-1.4821
2001-03-09,-2.4545
2001-03-12,-4.7484
2001-03-13,1.1504
2001-03-14,-2.6116
2001-03-15,-1.1678
2001-03-16,-2.4945
2001-03-19,-0.8079
2001-03-20,-1.991
2001-03-21,-7.9871
2001-03-22,-6.6734
2001-03-23,5.0
2001-03-26,-0.3584
2001-03-27,-0.3083
2001-03-28,-5.6701
2001-03-29,-1.6393
2001-03-30,2.0556
2001-04-02,-3.6473
2001-04-03,-4.1243
2001-04-04,3.8891999999999998
2001-04-05,5.502
2001-04-06,-3.6022
2001-04-09,1.5059
2001-04-10,3.5164999999999997
2001-04-11,-5.1486
2001-04-12,1.7907
2001-04-16,-2.144
2001-04-17,1.4045
2001-04-18,-1.108
2001-04-19,1.2325
2001-04-20,-0.7748
2001-04-23,-1.2828
2001-04-24,-1.2993999999999999
2001-04-25,2.9765
2001-04-26,2.1123
2001-04-27,2.1775
2001-04-30,-3.5695
2001-05-01,1.1602000000000001
2001-05-02,-0.5461
2001-05-03,-0.659
2001-05-04,4.0907
2001-05-07,-4.4079
2001-05-08,0.1111
2001-05-09,0.3885
2001-05-10,1.8795
2001-05-11,0.217
2001-05-14,-0.6497
2001-05-15,1.7439
2001-05-16,3.91
2001-05-17,-2.4227
2001-05-18,0.898
2001-05-21,4.2408
2001-05-22,-2.4611
2001-05-23,1.1843
2001-05-24,0.3562
2001-05-25,0.9128
2001-05-29,-0.3015
2001-05-30,-3.4778000000000002
2001-05-31,0.3133
2001-06-01,-4.7371
2001-06-04,2.7869
2001-06-05,2.286
2001-06-06,-0.8316
2001-06-07,-0.7862
2001-06-08,-1.0037
2001-06-11,-3.095
2001-06-12,0.3855
2001-06-13,1.6456
2001-06-14,-2.8602
2001-06-15,1.2778
2001-06-18,-2.7976
2001-06-19,-0.395
2001-06-20,0.3399
2001-06-21,-0.2259
2001-06-22,-3.8483
2001-06-25,-2.8252
2001-06-26,0.6663
2001-06-27,-0.2407
2001-06-28,2.2316
2001-06-29,-4.8378
2001-07-02,-0.496
2001-07-03,-0.3738
2001-07-05,0.1876
2001-07-06,-0.3745
2001-07-09,1.0025
2001-07-10,-0.7444
2001-07-11,-1.5625
2001-07-12,1.6508
2001-07-13,2.9981
2001-07-16,-1.2735
2001-07-17,3.6241
2001-07-18,-2.1932
2001-07-19,-0.1818
2001-07-20,2.793
2001-07-23,0.2363
2001-07-24,-0.2357
2001-07-25,1.1223
2001-07-26,2.9206
2001-07-27,2.6107
2001-07-30,-0.4978
2001-07-31,0.3335
2001-08-01,-2.6593
2001-08-02,-1.6505
2001-08-03,1.0417
2001-08-06,-2.2337
2001-08-07,0.7616
2001-08-08,-3.9535
2001-08-09,0.7869
2001-08-10,2.1622
2001-08-13,-0.8818
2001-08-14,0.7117
2001-08-15,0.0589
2001-08-16,0.2354
2001-08-17,-2.5837
2001-08-20,-0.0603
2001-08-21,-2.8951000000000002
2001-08-22,0.3106
2001-08-23,0.9288
2001-08-24,2.2086
2001-08-27,-0.06
2001-08-28,-2.2222
2001-08-29,-1.1057
2001-08-30,-2.7329
2001-08-31,1.5326
2001-09-04,2.2641999999999998
2001-09-05,-2.5215
2001-09-06,-2.9653
2001-09-07,-3.7711
2001-09-10,-3.9865
2001-09-17,-13.4412
2001-09-18,1.0569
2001-09-19,-7.0796
2001-09-20,-3.0303
2001-09-21,-3.9286
2001-09-24,9.1078
2001-09-25,-2.8109
2001-09-26,-3.681
2001-09-27,2.2748
2001-09-28,6.6726
2001-10-01,-1.0842
2001-10-02,3.7099
2001-10-03,6.0976
2001-10-04,-1.9157
2001-10-05,-5.1563
2001-10-08,0.4942
2001-10-09,1.8033000000000001
2001-10-10,4.9114
2001-10-11,3.1466
2001-10-12,-2.1577
2001-10-15,1.597
2001-10-16,5.3144
2001-10-17,-1.919
2001-10-18,-2.5362
2001-10-19,3.1227
2001-10-22,-1.0815
2001-10-23,-0.1458
2001-10-24,-1.4599
2001-10-25,2.6667
2001-10-26,1.8037999999999998
2001-10-29,-4.394
2001-10-30,-2.1497
2001-10-31,1.2121
2001-11-01,2.1707
2001-11-02,-1.8315000000000001
2001-11-05,0.597
2001-11-06,0.9644
2001-11-07,1.6165
2001-11-08,-1.9523000000000001
2001-11-09,-0.1475
2001-11-12,-1.034
2001-11-13,2.8358
2001-11-14,2.8302
2001-11-15,1.6937
2001-11-16,0.7634
2001-11-19,0.7576
2001-11-20,0.8886
2001-11-21,1.084
2001-11-23,2.882
2001-11-26,-3.127
2001-11-27,-1.883
2001-11-28,-2.6731
2001-11-29,-0.1408
2001-11-30,-7.969
2001-12-03,2.2989
2001-12-04,3.6704
2001-12-05,13.2225
2001-12-06,3.6375
2001-12-07,-2.8325
2001-12-10,-2.0279
2001-12-11,0.2587
2001-12-12,-0.0645
2001-12-13,4.1317
2001-12-14,-4.5877
2001-12-17,2.2092
2001-12-18,5.7216000000000005
2001-12-19,2.2249
2001-12-20,-0.4706
2001-12-21,0.2364
2001-12-24,-2.4175
2001-12-26,-2.1148
2001-12-27,0.679
2001-12-28,0.9197
2001-12-31,0.9113
2002-01-02,-1.4449
2002-01-03,0.7941
2002-01-04,2.4242
2002-01-07,0.5917
2002-01-08,-1.4706000000000001
2002-01-09,-0.8955
2002-01-10,1.3855
2002-01-11,-3.4462
2002-01-14,2.6462
2002-01-15,-0.9592
2002-01-16,-3.1477
2002-01-17,1.4375
2002-01-18,-2.9575
2002-01-22,-2.1587
2002-01-23,-0.0649
2002-01-24,-0.8442
2002-01-25,-3.9293
2002-01-28,1.1588
2002-01-29,-7.7493
2002-01-30,1.8992
2002-01-31,-2.3656
2002-02-01,-2.8634
2002-02-04,-1.8141
2002-02-05,0.7698
2002-02-06,0.1528
2002-02-07,-0.7628
2002-02-08,2.6902
2002-02-11,0.7485
2002-02-12,-0.0743
2002-02-13,2.2305
2002-02-14,2.6182
2002-02-15,-2.197
2002-02-19,1.2319
2002-02-20,1.5748
2002-02-21,-1.5504
2002-02-22,1.6463999999999999
2002-02-25,0.3521
2002-02-26,2.9474
2002-02-27,2.2495
2002-02-28,-0.3333
2002-03-01,4.5485
2002-03-04,-0.1919
2002-03-05,1.9231
2002-03-06,-1.0063
2002-03-07,0.5718
2002-03-08,-1.1371
2002-03-11,-0.639
2002-03-12,0.9646
2002-03-13,-3.5669
2002-03-14,-1.321
2002-03-15,2.6774
2002-03-18,-1.8253
2002-03-19,1.4607999999999999
2002-03-20,1.5051999999999999
2002-03-21,1.5474
2002-03-22,0.9524
2002-03-25,-2.8302
2002-03-26,2.0712
2002-03-27,0.6341
2002-03-28,1.1342
2002-04-01,-4.6729
2002-04-02,-0.3268
2002-04-03,-0.6557
2002-04-04,-0.5941
2002-04-05,0.8632
2002-04-08,-0.1317
2002-04-09,-0.1978
2002-04-10,1.7173
2002-04-11,-1.6234
2002-04-12,-0.198
2002-04-15,-0.1984
2002-04-16,0.6627
2002-04-17,-1.6458
2002-04-18,0.6693
2002-04-19,-0.133
2002-04-22,-2.2636
2002-04-23,0.4768
2002-04-24,-1.9661
2002-04-25,1.6598000000000002
2002-04-26,0.3401
2002-04-29,-1.0847
2002-04-30,1.0281
2002-05-01,0.2035
2002-05-02,0.5416
2002-05-03,0.0673
2002-05-06,-3.2974
2002-05-07,2.2965
2002-05-08,1.0204
2002-05-09,-0.6734
2002-05-10,-1.0169
2002-05-13,0.2055
2002-05-14,1.5038
2002-05-15,-2.6936
2002-05-16,-1.7301
2002-05-17,0.3521
2002-05-20,2.1053
2002-05-21,-2.7491
2002-05-22,0.7067
2002-05-23,2.4561
2002-05-24,-1.0274
2002-05-28,0.346
2002-05-29,-1.5171999999999999
2002-05-30,-0.9804
2002-05-31,-0.9194
2002-06-03,-1.4276
2002-06-04,1.7379
2002-06-05,1.4235
2002-06-06,-3.0877
2002-06-07,0.6517
2002-06-10,-0.0719
2002-06-11,-1.2959
2002-06-12,1.3858
2002-06-13,0.2158
2002-06-14,-0.5743
2002-06-17,2.5993
2002-06-18,-1.5482
2002-06-19,-0.3574
2002-06-20,0.5739
2002-06-21,-2.6391
2002-06-24,-0.2198
2002-06-25,-0.514
2002-06-26,3.69
2002-06-27,-2.6334999999999997
2002-06-28,4.1667
2002-07-01,-0.7719
2002-07-02,-1.8388
2002-07-03,-4.5389
2002-07-05,8.9057
2002-07-08,-3.8115
2002-07-09,-2.3775
2002-07-10,-2.1402
2002-07-11,0.2262
2002-07-12,-1.2039
2002-07-15,-0.6093
2002-07-16,-2.682
2002-07-17,1.1024
2002-07-18,-3.5047
2002-07-19,-3.3091
2002-07-22,-3.172
2002-07-23,-4.8276
2002-07-24,0.7246
2002-07-25,-0.4496
2002-07-26,1.084
2002-07-29,5.0045
2002-07-30,-1.4468
2002-07-31,-1.9862
2002-08-01,-1.674
2002-08-02,-6.6308
2002-08-05,-4.0307
2002-08-06,7.0
2002-08-07,0.4673
2002-08-08,-1.3953
2002-08-09,1.1320999999999999
2002-08-12,-0.653
2002-08-13,-2.3474
2002-08-14,0.8654
2002-08-15,2.0019
2002-08-16,2.7103
2002-08-19,-0.6369
2002-08-20,-2.2894
2002-08-21,2.0619
2002-08-22,-0.3673
2002-08-23,-3.1336
2002-08-26,4.1865
2002-08-27,-4.1096
2002-08-28,-1.4285999999999999
2002-08-29,-0.0966
2002-08-30,-1.8375
2002-09-03,-7.8818
2002-09-04,0.5348
2002-09-05,-1.5957
2002-09-06,1.5135
2002-09-09,0.1065
2002-09-10,-0.3191
2002-09-11,-0.7471
2002-09-12,-6.3441
2002-09-13,1.0333
2002-09-16,-4.8864
2002-09-17,-7.6464
2002-09-18,-3.8810000000000002
2002-09-19,-5.5182
2002-09-20,6.8376
2002-09-23,-3.2
2002-09-24,-3.5813
2002-09-25,6.7143
2002-09-26,5.087
2002-09-27,-6.3694
2002-09-30,-4.7619
2002-10-01,2.8571
2002-10-02,-2.9167
2002-10-03,2.289
2002-10-04,-1.6783000000000001
2002-10-07,-0.4267
2002-10-08,1.4285999999999999
2002-10-09,-7.4648
2002-10-10,6.5449
2002-10-11,0.4286
2002-10-14,4.4097
2002-10-15,10.3542
2002-10-16,-8.642
2002-10-17,3.6486
2002-10-18,0.3911
2002-10-21,-1.1688
2002-10-22,-4.0736
2002-10-23,7.3972999999999995
2002-10-24,-3.3163
2002-10-25,2.2427
2002-10-28,-3.2258
2002-10-29,2.5333
2002-10-30,-0.3901
2002-10-31,-0.9138
2002-11-01,7.9051
2002-11-04,-0.7326
2002-11-05,2.583
2002-11-06,-0.8393
2002-11-07,-7.1342
2002-11-08,1.5625
2002-11-11,-3.8462
2002-11-12,3.8667
2002-11-13,-0.5135
2002-11-14,0.6452
2002-11-15,7.0513
2002-11-18,-4.6707
2002-11-19,-0.7538
2002-11-20,3.7975
2002-11-21,7.9268
2002-11-22,-1.2429000000000001
2002-11-25,-1.9451
2002-11-26,-1.2835
2002-11-27,4.7280999999999995
2002-11-29,-1.9186999999999999
2002-12-02,0.3452
2002-12-03,0.2294
2002-12-04,1.7162
2002-12-05,-2.1372
2002-12-06,3.1034
2002-12-09,-3.6789
2002-12-10,3.0093
2002-12-11,3.9326
2002-12-12,1.2973
2002-12-13,-3.7353
2002-12-16,6.0976
2002-12-17,-2.2989
2002-12-18,-1.4973
2002-12-19,-1.4115
2002-12-20,5.7269
2002-12-23,-1.0417
2002-12-24,-2.6316
2002-12-26,1.0811
2002-12-27,-3.7433
2002-12-30,-0.3333
2002-12-31,0.3344
2003-01-02,4.4444
2003-01-03,-1.1702
2003-01-06,-0.1076
2003-01-07,-2.2629
2003-01-08,-0.7718
2003-01-09,2.7778
2003-01-10,0.7568
2003-01-13,-1.2876
2003-01-14,1.6303999999999998
2003-01-15,-1.2833999999999999
2003-01-16,-0.5417
2003-01-17,-3.3769
2003-01-21,-0.9019
2003-01-22,-2.6166
2003-01-23,1.6355
2003-01-24,-4.9425
2003-01-27,1.5718999999999999
2003-01-28,2.7381
2003-01-29,0.1159
2003-01-30,-6.0185
2003-01-31,2.8325
2003-02-03,2.9939999999999998
2003-02-04,-0.4651
2003-02-05,-0.2336
2003-02-06,-2.8103
2003-02-07,-5.1807
2003-02-10,5.0826
2003-02-11,-1.9346999999999999
2003-02-12,-1.8496000000000001
2003-02-13,0.5025
2003-02-14,1.875
2003-02-18,4.7853
2003-02-19,-1.9906000000000001
2003-02-20,-0.5974
2003-02-21,-0.8413
2003-02-24,-2.6667
2003-02-25,3.3624
2003-02-26,1.8072
2003-02-27,1.0651
2003-02-28,-2.459
2003-03-03,1.5606
2003-03-04,-3.4279
2003-03-05,1.9584000000000001
2003-03-06,-0.6002
2003-03-07,0.2415
2003-03-10,-2.4096
2003-03-11,3.9506
2003-03-12,-0.2375
2003-03-13,4.1667
2003-03-14,-2.0571
2003-03-17,6.8845
2003-03-18,-2.4017
2003-03-19,4.698
2003-03-20,-1.7094
2003-03-21,0.6522
2003-03-24,-1.0799
2003-03-25,0.2183
2003-03-26,0.4357
2003-03-27,-0.7592
2003-03-28,-0.5464
2003-03-31,0.8791
2003-04-01,2.2876
2003-04-02,0.426
2003-04-03,-0.2121
2003-04-04,-1.2752
2003-04-07,-0.6459
2003-04-08,0.0
2003-04-09,-0.8667
2003-04-10,0.1093
2003-04-11,-0.655
2003-04-14,0.4396
2003-04-15,-0.547
2003-04-16,0.11
2003-04-17,0.989
2003-04-21,0.1088
2003-04-22,-0.2174
2003-04-23,0.9804
2003-04-24,-0.2157
2003-04-25,-1.5135
2003-04-28,1.0977
2003-04-29,-2.4973
2003-04-30,-2.1158
2003-05-01,-1.1377
2003-05-02,0.1151
2003-05-05,-1.1494
2003-05-06,-2.3256
2003-05-07,-2.8571
2003-05-08,0.0
2003-05-09,1.8382
2003-05-12,-0.1203
2003-05-13,-3.1325
2003-05-14,-5.9701
2003-05-15,0.0
2003-05-16,-10.8466
2003-05-19,-2.0772
2003-05-20,-1.5152
2003-05-21,-0.1538
2003-05-22,6.6256
2003-05-23,4.3353
2003-05-27,-1.662
2003-05-28,3.8028
2003-05-29,5.6988
2003-05-30,4.1078
2003-06-02,1.4797
2003-06-03,-0.3645
2003-06-04,0.4878
2003-06-05,5.2184
2003-06-06,1.4994
2003-06-09,-5.6818
2003-06-10,1.3253
2003-06-11,0.7134
2003-06-12,-0.2361
2003-06-13,-4.7337
2003-06-16,5.0932
2003-06-17,-1.8913
2003-06-18,-0.6024
2003-06-19,-2.7879
2003-06-20,-0.6234
2003-06-23,-4.0151
2003-06-24,0.6536
2003-06-25,-1.2987
2003-06-26,3.0263
2003-06-27,-2.682
2003-06-30,-2.3622
2003-07-01,4.0323
2003-07-02,2.7132
2003-07-03,-4.1509
2003-07-07,6.8241
2003-07-08,0.7371
2003-07-09,-1.4634
2003-07-10,-4.0842
2003-07-11,6.8387
2003-07-14,5.4348
2003-07-15,6.071
2003-07-16,1.1879
2003-07-17,-3.842
2003-07-18,-0.111
2003-07-21,0.0
2003-07-22,0.1111
2003-07-23,-0.222
2003-07-24,-1.5573000000000001
2003-07-25,0.452
2003-07-28,1.9123
2003-07-29,-3.532
2003-07-30,2.4027
2003-07-31,-1.0056
2003-08-01,-1.8058999999999998
2003-08-04,-0.5747
2003-08-05,-5.7803
2003-08-06,0.6135
2003-08-07,-1.3415
2003-08-08,1.4833
2003-08-11,1.0962
2003-08-12,-2.4096
2003-08-13,1.358
2003-08-14,-0.1218
2003-08-15,-1.2195
2003-08-18,1.2346
2003-08-19,3.4146
2003-08-20,-1.1792
2003-08-21,3.222
2003-08-22,-4.0462
2003-08-25,3.9759
2003-08-26,1.1587
2003-08-27,1.3746
2003-08-28,0.0
2003-08-29,0.339
2003-09-02,3.6036
2003-09-03,0.6522
2003-09-04,-0.9719
2003-09-05,-3.3806
2003-09-08,3.7246
2003-09-09,-1.4146
2003-09-10,0.7726
2003-09-11,10.6243
2003-09-12,-1.0891
2003-09-15,4.8048
2003-09-16,10.8883
2003-09-17,-1.4643
2003-09-18,4.8077
2003-09-19,-0.3336
2003-09-22,-2.8452
2003-09-23,0.1723
2003-09-24,-0.6879
2003-09-25,-3.7229
2003-09-26,-3.5971
2003-09-29,2.5187
2003-09-30,-1.5469
2003-10-01,5.0832
2003-10-02,-2.0229
2003-10-03,0.6284
2003-10-06,1.0705
2003-10-07,2.3830999999999998
2003-10-08,-1.7241
2003-10-09,0.8772
2003-10-10,0.6957
2003-10-13,1.0363
2003-10-14,1.7094
2003-10-15,-0.5882
2003-10-16,-2.0287
2003-10-17,-2.8473
2003-10-20,1.2433
2003-10-21,-1.3158
2003-10-22,-4.8889
2003-10-23,-1.028
2003-10-24,-2.4551
2003-10-27,6.0987
2003-10-28,-0.0912
2003-10-29,-0.6393
2003-10-30,0.0919
2003-10-31,-2.2039
2003-11-03,1.4085
2003-11-04,-1.2037
2003-11-05,1.2184
2003-11-06,4.6296
2003-11-07,0.4425
2003-11-10,1.3216
2003-11-11,-1.3043
2003-11-12,1.5859
2003-11-13,-1.2142
2003-11-14,0.9658
2003-11-17,-1.3913
2003-11-18,-2.1164
2003-11-19,0.8108
2003-11-20,-2.9491
2003-11-21,-3.4991
2003-11-24,7.3473
2003-11-25,2.6667
2003-11-26,2.8571
2003-11-28,-2.3569
2003-12-01,4.8276
2003-12-02,6.9901
2003-12-03,-3.382
2003-12-04,-0.5569
2003-12-05,0.08
2003-12-08,0.3997
2003-12-09,-3.9809
2003-12-10,2.4046
2003-12-11,4.5344
2003-12-12,1.4717
2003-12-15,2.3664
2003-12-16,-2.9828
2003-12-17,0.9224
2003-12-18,1.1424
2003-12-19,0.2259
2003-12-22,0.0
2003-12-23,2.0285
2003-12-24,-1.1046
2003-12-26,1.2658
2003-12-29,2.2059
2003-12-30,1.4388
2003-12-31,-3.1206
2004-01-02,1.4641
2004-01-05,1.8037999999999998
2004-01-06,-0.6378
2004-01-07,-1.3552
2004-01-08,4.8445
2004-01-09,-2.3448
2004-01-12,1.3418
2004-01-13,-1.0453
2004-01-14,2.3944
2004-01-15,-1.1692
2004-01-16,-0.1392
2004-01-20,3.1359
2004-01-21,-1.6216
2004-01-22,-0.0687
2004-01-23,2.0619
2004-01-26,-0.404
2004-01-27,-1.4199
2004-01-28,-3.2922000000000002
2004-01-29,0.7801
2004-01-30,-1.3371
2004-02-02,0.0
2004-02-03,0.0
2004-02-04,-3.6377
2004-02-05,0.2221
2004-02-06,5.6129999999999995
2004-02-09,-1.3986
2004-02-10,1.5603
2004-02-11,0.5587
2004-02-12,-1.5278
2004-02-13,-0.9168
2004-02-17,3.0605
2004-02-18,5.1796
2004-02-19,-5.5811
2004-02-20,-0.5563
2004-02-23,-2.0979
2004-02-24,0.3571
2004-02-25,1.637
2004-02-26,-0.6303
2004-02-27,1.6209
2004-03-01,2.1498
2004-03-02,-1.3578000000000001
2004-03-03,-1.17
2004-03-04,3.2033
2004-03-05,-0.135
2004-03-08,-3.1757
2004-03-09,-2.1633
2004-03-10,-3.6377
2004-03-11,-1.7024
2004-03-12,3.238
2004-03-15,-3.7929
2004-03-16,1.213
2004-03-17,2.2472
2004-03-18,-1.9048
2004-03-19,-3.5101
2004-03-22,-1.3158
2004-03-23,0.6275
2004-03-24,-1.403
2004-03-25,-1.1858
2004-03-26,-2.32
2004-03-29,3.4398
2004-03-30,0.0792
2004-03-31,1.6614
2004-04-01,1.2451
2004-04-02,0.4612
2004-04-05,1.1477
2004-04-06,-2.1936
2004-04-07,6.8059
2004-04-08,-0.4345
2004-04-12,0.6545
2004-04-13,-0.6503
2004-04-14,-3.6364
2004-04-15,-0.4528
2004-04-16,1.3647
2004-04-19,-0.5236
2004-04-20,-3.0075
2004-04-21,1.7054
2004-04-22,4.4207
2004-04-23,-1.7518
2004-04-26,-0.0743
2004-04-27,1.2639
2004-04-28,-1.1747
2004-04-29,-1.8574000000000002
2004-04-30,-1.6654
2004-05-03,3.5412
2004-05-04,2.4535
2004-05-05,-2.5399000000000003
2004-05-06,0.5212
2004-05-07,-2.963
2004-05-10,-1.9847000000000001
2004-05-11,6.6199
2004-05-12,-0.9496
2004-05-13,0.295
2004-05-14,-1.6176
2004-05-17,-3.5874
2004-05-18,2.7132
2004-05-19,0.7547
2004-05-20,1.3483
2004-05-21,3.3999
