ticker,ARJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-9.8507
2000-01-04,-6.2914
2000-01-05,-0.7067
2000-01-06,3.9146
2000-01-07,3.7671
2000-01-10,0.9901
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,-1.3072
2000-01-14,0.6623
2000-01-18,0.0
2000-01-19,0.9868
2000-01-20,-3.9088000000000003
2000-01-21,2.0339
2000-01-24,-1.6611
2000-01-25,-5.7432
2000-01-26,0.0
2000-01-27,-0.7168
2000-01-28,-2.8881
2000-01-31,-4.461
2000-02-01,-0.7782
2000-02-02,10.5882
2000-02-03,2.1277
2000-02-04,0.0
2000-02-07,5.2083
2000-02-08,0.7261
2000-02-09,5.9603
2000-02-10,0.0
2000-02-11,0.625
2000-02-14,-2.4845
2000-02-15,0.6369
2000-02-16,0.3165
2000-02-17,0.6309
2000-02-18,-0.3135
2000-02-22,0.9434
2000-02-23,-0.6231
2000-02-24,0.3135
2000-02-25,-0.9375
2000-02-28,-2.2082
2000-02-29,-1.6129
2000-03-01,-2.9508
2000-03-02,-2.7027
2000-03-03,-1.7361
2000-03-06,-1.4134
2000-03-07,-1.0753
2000-03-08,-1.4493
2000-03-09,0.7353
2000-03-10,1.0949
2000-03-13,-1.8051
2000-03-14,1.4706000000000001
2000-03-15,0.3623
2000-03-16,1.083
2000-03-17,4.2857
2000-03-20,1.3699
2000-03-21,-0.3378
2000-03-22,0.0
2000-03-23,-2.3729
2000-03-24,1.0417
2000-03-27,1.0309
2000-03-28,0.6803
2000-03-29,1.0135
2000-03-30,6.689
2000-03-31,0.3135
2000-04-03,-2.5
2000-04-04,-4.8077
2000-04-05,-1.3468
2000-04-06,0.6826
2000-04-07,1.0169
2000-04-10,-0.6711
2000-04-11,3.3784
2000-04-12,5.2288
2000-04-13,0.6211
2000-04-14,-6.7901
2000-04-17,16.2252
2000-04-18,-5.4131
2000-04-19,-0.9036
2000-04-20,-1.5198
2000-04-24,0.3086
2000-04-25,-4.0
2000-04-26,-2.5641
2000-04-27,7.5658
2000-04-28,-3.3639
2000-05-01,0.9494
2000-05-02,-1.2539
2000-05-03,-3.1746
2000-05-04,-1.3115
2000-05-05,0.9967
2000-05-08,-0.5921
2000-05-09,-0.3344
2000-05-10,-0.6711
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,-0.6757
2000-05-16,1.3605
2000-05-17,-3.0201
2000-05-18,1.7301
2000-05-19,-0.3401
2000-05-22,0.6826
2000-05-23,-1.0169
