ticker,RML US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.9851
2000-01-04,-3.4615
2000-01-05,0.0
2000-01-06,0.3984
2000-01-07,1.1905000000000001
2000-01-10,-1.9607999999999999
2000-01-11,-2.0
2000-01-12,0.4082
2000-01-13,0.813
2000-01-14,-3.2258
2000-01-18,0.4167
2000-01-19,-0.8299
2000-01-20,1.6736
2000-01-21,-0.4115
2000-01-24,-2.4793
2000-01-25,1.6949
2000-01-26,2.0833
2000-01-27,0.4082
2000-01-28,-2.8455
2000-01-31,0.0
2000-02-01,0.8368
2000-02-02,4.5643
2000-02-03,0.0952
2000-02-04,-1.2
2000-02-07,0.4049
2000-02-08,-0.4032
2000-02-09,-4.0486
2000-02-10,2.1097
2000-02-11,-0.4132
2000-02-14,-2.9046
2000-02-15,-1.7094
2000-02-16,0.8696
2000-02-17,3.0172
2000-02-18,-3.3473
2000-02-22,-0.4329
2000-02-23,-1.3043
2000-02-24,-0.8811
2000-02-25,-4.8889
2000-02-28,1.4019
2000-02-29,1.8433000000000002
2000-03-01,3.6199
2000-03-02,-0.8734
2000-03-03,2.2026
2000-03-06,-5.6034
2000-03-07,-1.3699
2000-03-08,4.6296
2000-03-09,-0.885
2000-03-10,-1.7856999999999998
2000-03-13,0.4545
2000-03-14,-4.5249
2000-03-15,-1.8957000000000002
2000-03-16,7.7295
2000-03-17,-1.7936999999999999
2000-03-20,5.9361
2000-03-21,0.431
2000-03-22,-2.5751
2000-03-23,-0.4405
2000-03-24,3.5398
2000-03-27,-0.8547
2000-03-28,-0.431
2000-03-29,5.1948
2000-03-30,-4.5267
2000-03-31,-1.2931
2000-04-03,3.0568
2000-04-04,1.6949
2000-04-05,1.25
2000-04-06,3.2922000000000002
2000-04-07,0.0
2000-04-10,-0.7968
2000-04-11,5.6225000000000005
2000-04-12,-1.5209000000000001
2000-04-13,2.3166
2000-04-14,-3.0189
2000-04-17,5.4475
2000-04-18,-2.214
2000-04-19,-1.1320999999999999
2000-04-20,0.3817
2000-04-24,1.5209000000000001
2000-04-25,1.4981
2000-04-26,0.0
2000-04-27,-0.738
2000-04-28,16.7286
2000-05-01,2.9427
2000-05-02,4.6729
2000-05-03,-5.3571
2000-05-04,0.3145
2000-05-05,1.5674000000000001
2000-05-08,1.5432000000000001
2000-05-09,-3.3435
2000-05-10,-1.8868
2000-05-11,-0.3205
2000-05-12,2.5723000000000003
2000-05-15,1.5674000000000001
2000-05-16,0.0
2000-05-17,-0.6173
