ticker,WIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.0707
2000-01-04,0.2165
2000-01-05,0.8639
2000-01-06,-0.8565
2000-01-07,0.216
2000-01-10,0.431
2000-01-11,-0.4292
2000-01-12,0.0
2000-01-13,2.1552
2000-01-14,-1.6878
2000-01-18,-0.4292
2000-01-19,0.0
2000-01-20,0.6466
2000-01-21,2.1413
2000-01-24,-1.2579
2000-01-25,-0.2123
2000-01-26,0.0
2000-01-27,0.8511
2000-01-28,0.6329
2000-01-31,-0.8386
2000-02-01,0.8457
2000-02-02,-0.4193
2000-02-03,1.4737
2000-02-04,-0.9129
2000-02-07,-0.211
2000-02-08,0.6342
2000-02-09,-0.8403
2000-02-10,-0.2119
2000-02-11,0.4246
2000-02-14,0.2114
2000-02-15,0.4219
2000-02-16,-0.8403
2000-02-17,0.6356
2000-02-18,-0.6316
2000-02-22,0.6356
2000-02-23,0.4211
2000-02-24,-0.2096
2000-02-25,0.4202
2000-02-28,0.0
2000-02-29,0.6276
2000-03-01,-0.4158
2000-03-02,0.6263
2000-03-03,0.2075
2000-03-06,1.6562999999999999
2000-03-07,-0.2037
2000-03-08,0.4082
2000-03-09,0.2033
2000-03-10,-0.2028
2000-03-13,-0.4065
2000-03-14,0.2041
2000-03-15,0.2037
2000-03-16,0.4065
2000-03-17,-0.2024
2000-03-20,0.0
2000-03-21,-0.6085
2000-03-22,0.4082
2000-03-23,-0.2033
2000-03-24,0.4073
2000-03-27,0.6085
2000-03-28,-1.0081
2000-03-29,1.0183
2000-03-30,-0.2016
2000-03-31,0.202
2000-04-03,0.4032
2000-04-04,-0.2008
2000-04-05,0.0
2000-04-06,0.2012
2000-04-07,0.0
2000-04-10,0.2008
2000-04-11,0.0
2000-04-12,0.4008
2000-04-13,0.1996
2000-04-14,-0.1992
2000-04-17,-0.1996
2000-04-18,0.2
2000-04-19,0.3992
2000-04-20,-0.1988
2000-04-24,0.0
2000-04-25,0.3984
2000-04-26,-0.1984
