ticker,NCE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.6749
2000-01-04,0.8457
2000-01-05,3.3543
2000-01-06,-0.2028
2000-01-07,-1.2195
2000-01-10,-0.2058
2000-01-11,-1.2371
2000-01-12,2.5052
2000-01-13,-1.222
2000-01-14,-0.8247
2000-01-18,-1.5072999999999999
2000-01-19,-0.1583
2000-01-20,-0.2114
2000-01-21,0.4237
2000-01-24,0.0
2000-01-25,-0.6329
2000-01-26,-0.1529
2000-01-27,-1.9523000000000001
2000-01-28,2.2124
2000-01-31,0.4329
2000-02-01,1.5086
2000-02-02,-1.9108
2000-02-03,2.1645
2000-02-04,-1.9068
2000-02-07,-1.7279
2000-02-08,1.5385
2000-02-09,-0.8117
2000-02-10,-1.5821
2000-02-11,-0.6652
2000-02-14,0.2232
2000-02-15,-0.4454
2000-02-16,0.6711
2000-02-17,0.0
2000-02-18,-0.8889
2000-02-22,-0.4484
2000-02-23,-1.1261
2000-02-24,-2.5057
2000-02-25,-1.6355
2000-02-28,3.5629
2000-02-29,-0.6881
2000-03-01,-3.0023
2000-03-02,-2.6189999999999998
2000-03-03,1.956
2000-03-06,-2.8777
2000-03-07,-3.9506
2000-03-08,2.0566
2000-03-09,0.5038
2000-03-10,0.2506
2000-03-13,2.0
2000-03-14,1.4706000000000001
2000-03-15,5.314
2000-03-16,7.7982
2000-03-17,1.2766
2000-03-20,-1.2605
2000-03-21,-2.5532
2000-03-22,-4.3668
2000-03-23,2.7397
2000-03-24,1.3333
2000-03-27,0.8772
2000-03-28,0.4348
2000-03-29,0.4329
2000-03-30,1.9397
2000-03-31,1.6913
2000-04-03,-0.6237
2000-04-04,2.3013
2000-04-05,0.818
2000-04-06,-0.4057
2000-04-07,-0.611
2000-04-10,2.8689
2000-04-11,2.1912
2000-04-12,-1.1696
2000-04-13,2.5641
2000-04-14,-0.3846
2000-04-17,-2.1236
2000-04-18,-0.3945
2000-04-19,-1.5842
2000-04-20,0.6036
2000-04-24,3.2
2000-04-25,5.2326
2000-04-26,0.2357
2000-04-27,-1.3084
2000-04-28,-1.1364
2000-05-01,2.1073
2000-05-02,-0.1876
2000-05-03,1.1278
2000-05-04,0.7435
2000-05-05,-2.214
2000-05-08,0.7547
2000-05-09,0.3745
2000-05-10,1.306
2000-05-11,0.7366
2000-05-12,0.0
2000-05-15,2.011
2000-05-16,-0.1792
2000-05-17,-2.3339
2000-05-18,1.6543999999999999
2000-05-19,-1.4466999999999999
2000-05-22,3.4862
2000-05-23,-0.7092
2000-05-24,3.3929
2000-05-25,-4.4905
2000-05-26,0.3617
2000-05-30,-1.4414
2000-05-31,-1.4854
2000-06-01,-0.1624
2000-06-02,-1.6729
2000-06-05,-3.4026
2000-06-06,1.7612999999999999
2000-06-07,0.1923
2000-06-08,-0.7678
2000-06-09,0.7737
2000-06-12,1.3436
2000-06-13,0.3788
2000-06-14,-0.9434
2000-06-15,0.7619
2000-06-16,0.0828
2000-06-19,0.4839
2000-06-20,-1.3158
2000-06-21,-0.7619
2000-06-22,-1.7274
2000-06-23,1.5625
2000-06-26,0.5769
2000-06-27,-4.3977
2000-06-28,3.0
2000-06-29,-1.9417
2000-06-30,-4.9505
2000-07-03,4.5833
2000-07-05,-0.5976
2000-07-06,3.2064
2000-07-07,0.5825
2000-07-10,1.1583
2000-07-11,0.0
2000-07-12,-0.1908
2000-07-13,0.0
2000-07-14,-0.7648
2000-07-17,-0.1927
2000-07-18,-1.9304999999999999
2000-07-19,5.9055
2000-07-20,2.0446
2000-07-21,-0.1821
2000-07-24,-1.0949
2000-07-25,2.214
2000-07-26,-1.5794000000000001
2000-07-27,1.4214
2000-07-28,0.3617
2000-07-31,0.2306
2000-08-01,3.1079
2000-08-02,3.3688000000000002
2000-08-03,1.5331000000000001
2000-08-04,0.3483
2000-08-07,2.7357
2000-08-08,2.5808999999999997
2000-08-09,-0.4792
2000-08-10,1.8058
2000-08-11,1.7343
2000-08-14,0.4262
2000-08-15,0.6173
2000-08-16,0.6135
2000-08-17,-1.0671
2000-08-18,-0.1541
