ticker,VPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.6632
2000-01-04,-0.5435
2000-01-05,4.3716
2000-01-06,1.5707
2000-01-07,1.5464
2000-01-10,-2.5381
2000-01-11,1.0417
2000-01-12,0.5155
2000-01-13,7.1795
2000-01-14,0.9569
2000-01-18,7.109
2000-01-19,4.4248
2000-01-20,-0.4237
2000-01-21,1.0213
2000-01-24,-7.173
2000-01-25,4.5455
2000-01-26,1.3043
2000-01-27,-5.1502
2000-01-28,-4.5249
2000-01-31,-2.8436
2000-02-01,3.4146
2000-02-02,-2.3585
2000-02-03,-1.4493
2000-02-04,-0.4902
2000-02-07,-0.4926
2000-02-08,-2.4752
2000-02-09,-3.5533
2000-02-10,15.7895
2000-02-11,-4.5455
2000-02-14,2.3810000000000002
2000-02-15,0.9302
2000-02-16,-1.8433000000000002
2000-02-17,1.4085
2000-02-18,3.7037
2000-02-22,0.0
2000-02-23,-6.25
2000-02-24,3.3333
2000-02-25,-0.4608
2000-02-28,0.0
2000-02-29,7.4074
2000-03-01,2.5862
2000-03-02,8.8235
2000-03-03,-0.7722
2000-03-06,2.3346
2000-03-07,2.6616
2000-03-08,-0.7407
2000-03-09,-2.2388
2000-03-10,0.0
2000-03-13,-0.7634
2000-03-14,5.3846
2000-03-15,-2.1898
2000-03-16,0.0
2000-03-17,-0.7463
2000-03-20,-3.0075
2000-03-21,3.876
2000-03-22,5.5969999999999995
2000-03-23,0.8481
2000-03-24,-0.3509
2000-03-27,-2.8169
2000-03-28,1.087
2000-03-29,0.3584
2000-03-30,8.2143
2000-03-31,6.2706
2000-04-03,6.5217
2000-04-04,-10.7872
2000-04-05,3.9215999999999998
2000-04-06,1.2579
2000-04-07,-0.9317
2000-04-10,-4.7022
2000-04-11,4.6053
2000-04-12,2.2013
2000-04-13,-1.2308
2000-04-14,-0.9346
2000-04-17,-3.1447
2000-04-18,2.2727
2000-04-19,-2.2222
2000-04-20,1.6234
2000-04-24,-0.639
2000-04-25,2.8939
2000-04-26,0.0
2000-04-27,1.5625
2000-04-28,-2.1538
2000-05-01,5.3459
2000-05-02,-1.791
2000-05-03,-1.5198
2000-05-04,0.3086
2000-05-05,8.3077
2000-05-08,5.1136
2000-05-09,-2.4324
2000-05-10,-2.4931
2000-05-11,3.9773
2000-05-12,-1.6393
2000-05-15,10.8333
2000-05-16,-4.01
2000-05-17,-0.2611
2000-05-18,3.9267
2000-05-19,-3.7782999999999998
2000-05-22,-3.1414
