ticker,MFL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.0619
2000-01-04,-1.0101
2000-01-05,-0.5102
2000-01-06,1.0256
2000-01-07,0.5076
2000-01-10,0.5051
2000-01-11,-1.5074999999999998
2000-01-12,0.0
2000-01-13,-1.4816
2000-01-14,0.0
2000-01-18,0.5208
2000-01-19,-0.5181
2000-01-20,0.0
2000-01-21,0.0
2000-01-24,1.0417
2000-01-25,-0.5155
2000-01-26,0.5181
2000-01-27,0.5155
2000-01-28,0.0
2000-01-31,-0.5128
2000-02-01,0.5155
2000-02-02,0.158
2000-02-03,1.5464
2000-02-04,0.0
2000-02-07,-0.5076
2000-02-08,-1.0204
2000-02-09,-1.0309
2000-02-10,-4.1667
2000-02-11,3.2609
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,1.0526
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,0.5208
2000-02-23,-1.5544
2000-02-24,-0.5263
2000-02-25,-1.0582
2000-02-28,0.5348
2000-02-29,-1.0638
2000-03-01,0.5376
2000-03-02,1.6042999999999998
2000-03-03,-1.0526
2000-03-06,-1.5957
2000-03-07,-1.6216
2000-03-08,-3.2967
2000-03-09,-1.1364
2000-03-10,-1.1494
2000-03-13,-0.5814
2000-03-14,-0.5848
2000-03-15,-0.1271
2000-03-16,0.5917
2000-03-17,1.1764999999999999
2000-03-20,-1.1628
2000-03-21,0.0
2000-03-22,0.5882
2000-03-23,1.1696
2000-03-24,-0.578
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,1.1628
2000-03-30,0.5747
2000-03-31,0.5714
2000-04-03,0.0
2000-04-04,0.5682
2000-04-05,0.0
2000-04-06,1.6949
2000-04-07,-0.5556
2000-04-10,-0.5587
2000-04-11,1.1236
2000-04-12,-0.5556
2000-04-13,-1.088
2000-04-14,0.0
2000-04-17,-1.7045
2000-04-18,-0.578
2000-04-19,0.0
2000-04-20,0.5814
2000-04-24,0.0
2000-04-25,-0.578
2000-04-26,0.5814
2000-04-27,-1.1561
2000-04-28,2.3392
2000-05-01,0.0
2000-05-02,-0.5714
2000-05-03,-0.5747
2000-05-04,-1.1561
2000-05-05,0.0
2000-05-08,-1.1696
2000-05-09,0.5917
2000-05-10,-1.1764999999999999
2000-05-11,0.0
2000-05-12,0.6081
2000-05-15,-0.5952
2000-05-16,0.0
2000-05-17,-0.5988
2000-05-18,0.0
2000-05-19,-0.6024
2000-05-22,-0.6061
2000-05-23,0.6098
2000-05-24,0.0
