ticker,RAL US Equity
2000-05-23,0.3425
2000-05-24,3.413
2000-05-25,-2.9703
2000-05-26,1.3605
2000-05-30,-2.6846
2000-05-31,2.4138
2000-06-01,-1.6835
2000-06-02,-0.3425
2000-06-05,0.0
2000-06-06,1.3746
2000-06-07,5.0847
2000-06-08,5.1613
2000-06-09,0.0
2000-06-12,-2.339
2000-06-13,-1.3742
2000-06-14,-0.3185
2000-06-15,1.5974
2000-06-16,-1.2579
2000-06-19,1.2739
2000-06-20,-0.3145
2000-06-21,0.0
2000-06-22,0.0
2000-06-23,-0.9464
2000-06-26,1.2739
2000-06-27,4.4025
2000-06-28,-2.6355
2000-06-29,-1.6240999999999999
2000-06-30,0.3145
2000-07-03,0.627
2000-07-05,-1.2461
2000-07-06,-1.8927
2000-07-07,0.6431
2000-07-10,-2.5559
2000-07-11,1.6393
2000-07-12,-0.3226
2000-07-13,-0.3236
2000-07-14,1.2987
2000-07-17,0.1603
2000-07-18,-1.76
2000-07-19,2.9316
2000-07-20,0.9494
2000-07-21,0.3135
2000-07-24,-1.5625
2000-07-25,1.9048
2000-07-26,-1.5575999999999999
2000-07-27,2.5316
2000-07-28,5.8642
2000-07-31,-5.8309
2000-08-01,1.548
2000-08-02,0.3049
2000-08-03,0.304
2000-08-04,1.2121
2000-08-07,-1.4969999999999999
2000-08-08,1.8237
2000-08-09,0.2985
2000-08-10,1.7856999999999998
2000-08-11,1.462
2000-08-14,0.0
2000-08-15,2.3055
2000-08-16,-0.2817
2000-08-17,0.3164
2000-08-18,1.1299
2000-08-21,1.3966
2000-08-22,-1.1019
2000-08-23,-0.2786
2000-08-24,-1.1173
2000-08-25,-0.2825
2000-08-28,1.4163999999999999
2000-08-29,0.5587
2000-08-30,-0.5556
2000-08-31,1.2046999999999999
2000-09-01,-0.9144
2000-09-05,1.6713
2000-09-06,0.8219
2000-09-07,0.0
2000-09-08,0.0
2000-09-11,-0.5435
2000-09-12,0.8197
2000-09-13,-0.271
2000-09-14,-0.5435
2000-09-15,-1.9125999999999999
2000-09-18,0.0
2000-09-19,-0.8357
2000-09-20,-1.9663
2000-09-21,2.0057
2000-09-22,0.8427
2000-09-25,0.5571
2000-09-26,1.108
2000-09-27,0.5479
2000-09-28,1.0899
2000-09-29,2.1563
2000-10-02,-1.0554
2000-10-03,0.5333
2000-10-04,-1.061
2000-10-05,6.4343
2000-10-06,1.2594
2000-10-09,0.4975
2000-10-10,0.2475
2000-10-11,0.0
2000-10-12,-1.2346
2000-10-13,-3.0
2000-10-16,2.8350999999999997
2000-10-17,-0.7519
2000-10-18,-1.0101
2000-10-19,0.5102
2000-10-20,-0.2538
2000-10-23,-0.5089
2000-10-24,0.7673
2000-10-25,1.2690000000000001
2000-10-26,-2.5063
2000-10-27,0.0
2000-10-30,1.5424
2000-10-31,-1.7722
2000-11-01,3.3505
2000-11-02,2.4938000000000002
2000-11-03,2.4331
2000-11-06,-3.0879
2000-11-07,-0.9804
2000-11-08,1.2376
2000-11-09,2.934
2000-11-10,5.2257
2000-11-13,-0.2257
2000-11-14,-2.4887
2000-11-15,-0.6961
2000-11-16,1.1963
2000-11-17,-1.1574
2000-11-20,0.2342
2000-11-21,0.7009
2000-11-22,-0.464
2000-11-24,-0.4662
2000-11-27,-4.4496
2000-11-28,1.4706000000000001
2000-11-29,1.6907999999999999
2000-11-30,0.0
2000-12-01,0.4751
2000-12-04,2.3641
2000-12-05,-1.1547
2000-12-06,-1.4019
2000-12-07,0.237
2000-12-08,-1.4184
2000-12-11,-5.7554
2000-12-12,2.0356
2000-12-13,1.2469000000000001
2000-12-14,0.4926
2000-12-15,-0.4902
2000-12-18,1.2315
2000-12-19,-1.7032
2000-12-20,0.0
2000-12-21,0.2475
2000-12-22,-1.2346
2000-12-26,0.0
2000-12-27,1.25
2000-12-28,-0.4938
2000-12-29,3.7221
2001-01-02,-0.4785
2001-01-03,-3.3654
2001-01-04,-7.7114
2001-01-05,4.0431
2001-01-08,0.0
2001-01-09,0.7772
2001-01-10,3.3419
2001-01-11,-4.4776
2001-01-12,2.6042
2001-01-16,27.9188
2001-01-17,0.1984
2001-01-18,-0.198
2001-01-19,-0.7937
2001-01-22,-0.2
2001-01-23,0.0
2001-01-24,-0.4008
2001-01-25,-0.8048
2001-01-26,0.0
2001-01-29,0.6085
2001-01-30,0.4194
2001-01-31,0.0964
2001-02-01,0.0
2001-02-02,-0.353
2001-02-05,0.2254
2001-02-06,0.9319
2001-02-07,-0.4139
2001-02-08,0.032
2001-02-09,-0.0959
2001-02-12,-0.3519
2001-02-13,0.0642
2001-02-14,-0.0642
2001-02-15,0.4173
2001-02-16,-0.0961
2001-02-20,0.0641
2001-02-21,-0.2885
2001-02-22,-0.0321
2001-02-23,0.1929
2001-02-26,-0.0963
2001-02-27,0.2249
2001-02-28,-0.0641
2001-03-01,0.0
2001-03-02,0.0641
2001-03-05,-0.2564
2001-03-06,-0.0321
2001-03-07,-0.0643
2001-03-08,0.2895
2001-03-09,-0.2566
2001-03-12,-0.1608
2001-03-13,0.0
2001-03-14,-0.1932
2001-03-15,0.0
2001-03-16,-0.0645
2001-03-19,-0.0323
2001-03-20,-0.323
2001-03-21,-0.2268
2001-03-22,-0.065
2001-03-23,-0.26
2001-03-26,0.8798
2001-03-27,0.323
2001-03-28,0.1932
2001-03-29,0.7391
2001-03-30,-0.638
2001-04-02,-0.4815
2001-04-03,0.129
2001-04-04,-0.451
2001-04-05,0.7443
2001-04-06,-0.514
2001-04-09,-0.226
2001-04-10,-0.2589
2001-04-11,0.292
2001-04-12,0.0971
2001-04-16,-0.8727
2001-04-17,0.0978
2001-04-18,0.3257
2001-04-19,-0.3896
2001-04-20,-0.4889
2001-04-23,-0.0655
2001-04-24,-0.0328
2001-04-25,-0.8525
2001-04-26,0.3638
2001-04-27,-0.3624
2001-04-30,0.496
2001-05-01,0.3291
2001-05-02,-0.2952
2001-05-03,0.1645
2001-05-04,-0.2299
2001-05-07,1.3167
2001-05-08,0.5198
2001-05-09,-0.6464
2001-05-10,0.0976
2001-05-11,0.456
2001-05-14,0.0324
2001-05-15,0.0648
2001-05-16,-0.8098
2001-05-17,-0.0653
2001-05-18,0.2288
2001-05-21,0.0978
2001-05-22,0.1629
2001-05-23,0.2602
2001-05-24,0.1297
2001-05-25,0.1944
2001-05-29,0.0323
2001-05-30,0.0323
2001-05-31,0.1292
2001-06-01,0.0645
2001-06-04,-0.0645
2001-06-05,-0.3872
2001-06-06,0.0324
2001-06-07,0.1619
2001-06-08,0.0647
2001-06-11,-0.0969
2001-06-12,-0.6468
2001-06-13,0.4232
2001-06-14,-1.0373
2001-06-15,-0.2293
2001-06-18,-0.197
2001-06-19,-0.5263
2001-06-20,-0.1323
2001-06-21,0.0
2001-06-22,-1.1258
2001-06-25,0.8372
2001-06-26,-0.2325
2001-06-27,-0.0999
2001-06-28,0.6331
2001-06-29,-0.596
2001-07-02,0.6995
2001-07-03,-0.397
2001-07-05,-0.3653
2001-07-06,-0.8
2001-07-09,-1.1761
2001-07-10,1.0881
2001-07-11,2.8927
2001-07-12,0.6211
2001-07-13,0.7797
2001-07-16,-0.3868
2001-07-17,0.8738
2001-07-18,-0.1604
2001-07-19,0.1285
2001-07-20,-0.0642
2001-07-23,0.3532
2001-07-24,0.864
2001-07-25,-0.2855
2001-07-26,1.8136
2001-07-27,-0.1875
2001-07-30,0.2505
2001-07-31,0.2811
2001-08-01,0.0623
2001-08-02,0.0622
2001-08-03,0.0622
2001-08-06,0.0
2001-08-07,0.2798
2001-08-08,0.0
2001-08-09,-0.217
2001-08-10,-0.2175
2001-08-13,-0.3736
2001-08-14,0.3125
2001-08-15,0.0312
2001-08-16,0.4049
2001-08-17,-0.0311
2001-08-20,0.1866
2001-08-21,0.0621
2001-08-22,0.3102
2001-08-23,-0.0928
2001-08-24,0.031
2001-08-27,-0.2785
2001-08-28,0.4654
2001-08-29,0.8647
2001-08-30,0.0612
2001-08-31,0.0
2001-09-04,0.0612
2001-09-05,0.0
2001-09-06,-0.0306
2001-09-07,-0.1835
2001-09-10,0.0306
2001-09-17,-1.3787
2001-09-18,0.3417
2001-09-19,-0.4954
2001-09-20,0.0311
2001-09-21,-1.0886
2001-09-24,0.9119
2001-09-25,1.2777
2001-09-26,0.7692
2001-09-27,-0.0305
2001-09-28,0.1833
2001-10-01,-0.4268
2001-10-02,0.1225
2001-10-03,-0.1223
2001-10-04,-0.0919
2001-10-05,0.0613
2001-10-08,-0.2757
2001-10-09,-0.0614
2001-10-10,0.1844
2001-10-11,-0.1227
2001-10-12,0.5835
2001-10-15,0.0
2001-10-16,0.3053
2001-10-17,0.0
2001-10-18,-0.0913
2001-10-19,0.4875
2001-10-22,0.0303
2001-10-23,0.0
2001-10-24,-0.5759
2001-10-25,-0.0305
2001-10-26,0.0305
2001-10-29,-0.1829
2001-10-30,0.0305
2001-10-31,0.1221
2001-11-01,0.0305
2001-11-02,-0.0305
2001-11-05,-0.2745
2001-11-06,-0.0306
2001-11-07,-0.4283
2001-11-08,0.0307
2001-11-09,0.1843
2001-11-12,-0.1839
2001-11-13,0.1843
2001-11-14,-0.1533
2001-11-15,-0.3684
2001-11-16,0.3082
2001-11-19,0.0
2001-11-20,0.7389
2001-11-21,0.4279
2001-11-23,0.2739
2001-11-26,-0.2428
2001-11-27,-0.4563
2001-11-28,0.8557
2001-11-29,0.3333
2001-11-30,0.0604
2001-12-03,0.1509
2001-12-04,0.0904
2001-12-05,-0.2108
2001-12-06,-0.2112
2001-12-07,-0.0302
2001-12-10,-0.0302
2001-12-11,1.2405
2001-12-12,0.0598
