ticker,HSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.3307
2000-01-04,-1.4403000000000001
2000-01-05,0.2088
2000-01-06,0.2083
2000-01-07,0.6237
2000-01-10,1.0331
2000-01-11,-2.454
2000-01-12,-0.6792
2000-01-13,0.6383
2000-01-14,-1.6913
2000-01-18,-0.2151
2000-01-19,2.1552
2000-01-20,-1.4768
2000-01-21,-0.4283
2000-01-24,-3.4409
2000-01-25,-0.2227
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,-1.7856999999999998
2000-01-31,-2.0455
2000-02-01,-0.232
2000-02-02,-1.6279
2000-02-03,0.4728
2000-02-04,0.4706
2000-02-07,0.2342
2000-02-08,-1.6355
2000-02-09,-1.6627
2000-02-10,-1.2077
2000-02-11,0.489
2000-02-14,1.7032
2000-02-15,0.7177
2000-02-16,-2.3753
2000-02-17,1.4599
2000-02-18,-3.1175
2000-02-22,0.7426
2000-02-23,0.4914
2000-02-24,-3.423
2000-02-25,0.7595
2000-02-28,-0.2513
2000-02-29,0.0
2000-03-01,2.7708
2000-03-02,-0.2451
2000-03-03,0.9828
2000-03-06,-1.9465
2000-03-07,-1.737
2000-03-08,3.2828
2000-03-09,2.2005
2000-03-10,0.0
2000-03-13,-1.6745999999999999
2000-03-14,-0.7299
2000-03-15,4.6569
2000-03-16,3.0445
2000-03-17,-3.8636
2000-03-20,3.3097
2000-03-21,2.5172
2000-03-22,3.3482
2000-03-23,2.3758
2000-03-24,-1.6878
2000-03-27,-4.0773
2000-03-28,-0.2237
2000-03-29,1.1211
2000-03-30,1.1086
2000-03-31,1.5351
2000-04-03,-0.216
2000-04-04,-1.7316
2000-04-05,-1.5419
2000-04-06,0.8949
2000-04-07,-0.2217
2000-04-10,0.0
2000-04-11,2.2222
2000-04-12,1.2522
2000-04-13,0.4329
2000-04-14,-3.0172
2000-04-17,0.2222
2000-04-18,2.2173
2000-04-19,0.4338
2000-04-20,-0.216
2000-04-24,1.9481000000000002
2000-04-25,-0.4246
2000-04-26,1.2793
2000-04-27,-0.6316
2000-04-28,0.6356
2000-05-01,-1.6842000000000001
2000-05-02,-1.9272
2000-05-03,-1.5284
2000-05-04,1.7738
2000-05-05,1.9607999999999999
2000-05-08,-2.5641
2000-05-09,1.5351
2000-05-10,-0.6479
2000-05-11,0.8696
2000-05-12,0.431
2000-05-15,0.6438
2000-05-16,0.4264
2000-05-17,-1.9108
2000-05-18,-0.6494
2000-05-19,-1.3072
2000-05-22,1.3245
