ticker,FLA US Equity
2000-05-25,-2.4194
2000-05-26,-0.1377
2000-05-30,5.7931
2000-05-31,0.1825
2000-06-01,-1.1719
2000-06-02,-0.1318
2000-06-05,-1.7149999999999999
2000-06-06,0.4027
2000-06-07,-1.0695000000000001
2000-06-08,-1.6216
2000-06-09,0.1374
2000-06-12,-1.2346
2000-06-13,2.2222
2000-06-14,-1.9022000000000001
2000-06-15,-1.385
2000-06-16,-1.9663
2000-06-19,1.1461000000000001
2000-06-20,-4.3909
2000-06-21,-1.6296
2000-06-22,-3.6145
2000-06-23,-0.4688
2000-06-26,-4.0816
2000-06-27,0.1637
2000-06-28,4.5752
2000-06-29,-3.75
2000-06-30,3.8961
2000-07-03,3.4375
2000-07-05,-3.6254
2000-07-06,-3.1348
2000-07-07,0.1618
2000-07-10,-0.4847
2000-07-11,2.5974
2000-07-12,1.2658
2000-07-13,4.8438
2000-07-14,-2.2355
2000-07-17,0.1524
2000-07-18,-1.3699
2000-07-19,-2.9321
2000-07-20,0.7949
2000-07-21,-0.9464
2000-07-24,-0.3185
2000-07-25,-1.4377
2000-07-26,0.6483
2000-07-27,2.0934
2000-07-28,0.6309
2000-07-31,5.3292
2000-08-01,-0.8929
2000-08-02,0.9009
2000-08-03,1.1905000000000001
2000-08-04,0.0
2000-08-07,-1.3235000000000001
2000-08-08,0.2981
2000-08-09,0.1486
2000-08-10,0.2967
2000-08-11,2.3669000000000002
2000-08-14,-2.3121
2000-08-15,1.4793
2000-08-16,0.5831
2000-08-17,1.1594
2000-08-18,1.0029
2000-08-21,0.1418
2000-08-22,0.2833
2000-08-23,0.2825
2000-08-24,0.2817
2000-08-25,-0.4213
2000-08-28,0.141
2000-08-29,-0.4225
2000-08-30,-0.7072
2000-08-31,-0.5698
2000-09-01,0.0
2000-09-05,-1.5758999999999999
2000-09-06,0.1456
2000-09-07,1.0174
2000-09-08,1.0072
2000-09-11,-1.1396
2000-09-12,-0.3746
2000-09-13,-0.1447
2000-09-14,1.4493
2000-09-15,0.8571
2000-09-18,-0.2833
2000-09-19,0.9943
2000-09-20,-1.1252
2000-09-21,-1.5647
2000-09-22,0.289
2000-09-25,-3.17
2000-09-26,-1.0417
2000-09-27,-0.7519
2000-09-28,-0.6061
2000-09-29,0.0
2000-10-02,-1.5244
2000-10-03,1.7027999999999999
2000-10-04,1.0654
2000-10-05,-2.4096
2000-10-06,0.0
2000-10-09,0.3086
2000-10-10,-0.6154
2000-10-11,-6.6563
2000-10-12,-1.99
2000-10-13,-0.1692
2000-10-16,0.1695
2000-10-17,-2.0305
2000-10-18,-0.5181
2000-10-19,-0.3472
2000-10-20,-1.0453
2000-10-23,-1.5845
2000-10-24,0.5367
2000-10-25,-0.7117
2000-10-26,0.0
2000-10-27,0.5376
2000-10-30,0.5348
2000-10-31,1.4184
2000-11-01,-0.5245
2000-11-02,1.2302
2000-11-03,-0.5208
2000-11-06,-0.8726
2000-11-07,-1.2324
2000-11-08,1.2478
2000-11-09,1.2324
2000-11-10,-2.6087
2000-11-13,1.25
2000-11-14,0.0
2000-11-15,0.1764
2000-11-16,0.8803
2000-11-17,-0.1745
2000-11-20,-1.9231
2000-11-21,-0.3565
2000-11-22,-1.4311
2000-11-24,1.4519
2000-11-27,-0.8945
2000-11-28,1.6245
2000-11-29,0.3552
2000-11-30,-0.531
2000-12-01,-0.3559
2000-12-04,-1.4285999999999999
2000-12-05,4.3478
2000-12-06,-3.6458
2000-12-07,0.0
2000-12-08,0.0
2000-12-11,2.3423
2000-12-12,-0.9859
2000-12-13,0.0
2000-12-14,-1.7793999999999999
2000-12-15,-1.4493
2000-12-18,0.3676
2000-12-19,0.7326
2000-12-20,-0.7273
2000-12-21,0.9158
2000-12-22,0.363
2000-12-26,0.7233
2000-12-27,0.1795
2000-12-28,-0.3584
2000-12-29,3.2374
2001-01-02,-4.5296
2001-01-03,2.0073
2001-01-04,1.2522
2001-01-05,-1.5901
2001-01-08,1.2567
2001-01-09,-1.0638
2001-01-10,0.1792
2001-01-11,0.1789
2001-01-12,0.5357
2001-01-16,2.3091
2001-01-17,0.8681
2001-01-18,0.6885
2001-01-19,0.3419
2001-01-22,1.0221
2001-01-23,-0.6745
2001-01-24,-0.3396
2001-01-25,0.8518
2001-01-26,2.1959
2001-01-29,1.8182
2001-01-30,4.0779
2001-01-31,-0.7986
2001-02-01,-2.5911999999999997
2001-02-02,2.0661
2001-02-05,-0.8097
2001-02-06,-1.7092
2001-02-07,-1.116
2001-02-08,-0.6562
2001-02-09,0.2114
2001-02-12,-0.0264
2001-02-13,-1.6086
2001-02-14,-4.0472
2001-02-15,-1.6760000000000002
2001-02-16,-1.7045
2001-02-20,0.289
2001-02-21,0.0
2001-02-22,-1.1527
2001-02-23,1.1662
2001-02-26,0.4323
2001-02-27,-1.2912
2001-02-28,-0.436
2001-03-01,0.8759
2001-03-02,1.1577
2001-03-05,0.6867
2001-03-06,-0.1847
2001-03-07,1.8519
2001-03-08,2.1259
2001-03-09,1.2051
2001-03-12,-0.6766
2001-03-13,-1.3624
2001-03-14,-1.8232
2001-03-15,-1.3225
2001-03-16,-1.055
2001-03-19,-2.6513
2001-03-20,-1.2729
2001-03-21,-2.1589
2001-03-22,-1.9306999999999999
2001-03-23,0.1562
2001-03-26,-0.468
2001-03-27,2.0063
2001-03-28,1.4136
2001-03-29,0.7576
2001-03-30,1.0526
2001-04-02,-0.5952
2001-04-03,-2.3653
2001-04-04,-2.2692
2001-04-05,1.663
2001-04-06,-1.5432000000000001
2001-04-09,-1.6301
2001-04-10,-0.0637
2001-04-11,-3.8584
2001-04-12,0.7297
2001-04-16,-1.3829
2001-04-17,0.0
2001-04-18,2.6711
2001-04-19,1.3008
2001-04-20,0.8668
2001-04-23,-0.3819
2001-04-24,-1.0224
2001-04-25,1.2912
2001-04-26,-2.3263
2001-04-27,0.9788
2001-04-30,0.1616
2001-05-01,2.4194
2001-05-02,0.4724
2001-05-03,1.4734
2001-05-04,-1.143
2001-05-07,2.1875
2001-05-08,-0.4587
2001-05-09,3.6866
2001-05-10,3.3185000000000002
2001-05-11,-1.778
2001-05-14,2.1898
2001-05-15,0.7143
2001-05-16,3.5461
2001-05-17,-0.0274
2001-05-18,1.3976
2001-05-21,-0.4054
2001-05-22,0.0271
2001-05-23,0.2984
2001-05-24,2.1098
2001-05-25,4.3709
2001-05-29,0.0
2001-05-30,-1.1929
2001-05-31,1.0789
2001-06-01,-0.864
2001-06-04,-0.0769
2001-06-05,1.334
2001-06-06,-1.9494
2001-06-07,0.6971
2001-06-08,0.1282
2001-06-11,-1.6644999999999999
2001-06-12,1.6016
2001-06-13,-0.7438
2001-06-14,-0.5168
2001-06-15,-2.0779
2001-06-18,-1.9893999999999998
2001-06-19,-0.1353
2001-06-20,-2.0325
2001-06-21,-1.7981
2001-06-22,-0.5634
2001-06-25,4.2493
2001-06-26,4.8913
2001-06-27,1.0363
2001-06-28,-1.2051
2001-06-29,-8.1235
2001-07-02,-3.4746
2001-07-03,1.5511
2001-07-05,1.2968
2001-07-06,-0.7112
2001-07-09,0.4011
2001-07-10,-0.5422
2001-07-11,0.8608
2001-07-12,-0.1138
2001-07-13,2.7627
2001-07-16,-1.4967
2001-07-17,-0.5346
2001-07-18,-7.2136
2001-07-19,0.9146
2001-07-20,-1.4804
2001-07-23,-0.4906
2001-07-24,1.0169
2001-07-25,0.061
2001-07-26,0.4573
2001-07-27,-0.4552
2001-07-30,-0.6098
2001-07-31,-5.6748
2001-08-01,0.813
2001-08-02,-2.2580999999999998
2001-08-03,-0.165
2001-08-06,-0.1653
2001-08-07,0.1656
2001-08-08,-3.8017
2001-08-09,2.4055
2001-08-10,1.1745
2001-08-13,-1.1609
2001-08-14,0.3356
2001-08-15,-2.3411
2001-08-16,2.0548
2001-08-17,-1.0067
2001-08-20,-0.3729
2001-08-21,-2.6879999999999997
2001-08-22,1.014
2001-08-23,-0.1385
2001-08-24,-1.9064
2001-08-27,-0.7067
2001-08-28,0.3559
2001-08-29,0.7092
2001-08-30,0.3521
2001-08-31,-0.8772
2001-09-04,-0.531
2001-09-05,-1.8149
2001-09-06,-2.5009
2001-09-07,-2.6022
2001-09-10,-6.6030999999999995
2001-09-17,-4.4794
2001-09-18,-0.6424
2001-09-19,-4.5259
2001-09-20,-4.2438
2001-09-21,-2.3574
2001-09-24,-0.5311
2001-09-25,1.4563
2001-09-26,-0.5263
2001-09-27,4.3771
2001-09-28,1.3825
2001-10-01,-2.2727
2001-10-02,0.3256
2001-10-03,6.3978
2001-10-04,-2.6144
2001-10-05,0.4474
2001-10-08,0.6682
2001-10-09,-2.6549
2001-10-10,0.4545
2001-10-11,1.7647
2001-10-12,0.9337
2001-10-15,-0.0441
2001-10-16,-3.0851
2001-10-17,0.0
2001-10-18,-2.3192
2001-10-19,2.1415
2001-10-22,3.0082
2001-10-23,0.0
2001-10-24,-2.6106
2001-10-25,1.9990999999999999
2001-10-26,3.5189
2001-10-29,-2.7969
2001-10-30,-2.1691
2001-10-31,-0.724
2001-11-01,-2.9626
2001-11-02,-2.8651999999999997
2001-11-05,0.2901
2001-11-06,0.0
2001-11-07,-8.5342
2001-11-08,-7.7491
2001-11-09,7.1429
2001-11-12,-0.1067
2001-11-13,1.4415
2001-11-14,1.3158
2001-11-15,10.3896
2001-11-16,4.2824
2001-11-19,8.3032
2001-11-20,-1.7917
2001-11-21,-0.297
2001-11-23,0.8511
2001-11-26,-2.7426
2001-11-27,-7.1584
2001-11-28,1.8692
2001-11-29,2.2936
2001-11-30,-1.3453
2001-12-03,-2.2727
2001-12-04,3.0233
2001-12-05,1.5800999999999998
2001-12-06,-0.4
2001-12-07,-1.1602000000000001
2001-12-10,-3.1603
2001-12-11,0.2098
2001-12-12,0.8384
2001-12-13,-2.3095
2001-12-14,2.1277
2001-12-17,-0.2315
2001-12-18,0.232
2001-12-19,-0.1852
2001-12-20,-0.974
2001-12-21,0.7026
2001-12-24,0.186
2001-12-26,0.1393
2001-12-27,5.2388
2001-12-28,0.4405
2001-12-31,1.5351
2002-01-02,-3.2397
2002-01-03,2.8125
2002-01-04,2.9092000000000002
2002-01-07,-5.0211
2002-01-08,-1.0218
2002-01-09,-1.2567
2002-01-10,0.4545
2002-01-11,-2.7149
2002-01-14,9.5349
2002-01-15,-0.0849
2002-01-16,-0.1275
2002-01-17,-1.9574
2002-01-18,-4.9479
2002-01-22,0.2283
2002-01-23,1.5945
2002-01-24,-0.6278
2002-01-25,0.0451
2002-01-28,0.5413
2002-01-29,-1.7497
2002-01-30,0.411
2002-01-31,0.0
2002-02-01,0.0455
2002-02-04,-3.9545
2002-02-05,-0.3313
2002-02-06,-0.9972
2002-02-07,-0.7194
2002-02-08,1.9324
2002-02-11,-0.6635
2002-02-12,1.0496
2002-02-13,2.5023999999999997
2002-02-14,1.2437
2002-02-15,1.1374
2002-02-19,-1.0346
2002-02-20,0.0
2002-02-21,0.9091
2002-02-22,5.1350999999999996
2002-02-25,-0.7712
2002-02-26,2.7634
2002-02-27,0.0
2002-02-28,2.437
2002-03-01,5.4143
2002-03-04,0.5837
2002-03-05,6.383
2002-03-06,3.2727
2002-03-07,2.1127
2002-03-08,-2.3276
2002-03-11,-1.0601
2002-03-12,1.25
2002-03-13,2.716
2002-03-14,-1.0989
2002-03-15,0.8681
2002-03-18,-4.3029
2002-03-19,0.6115
2002-03-20,-0.7151
2002-03-21,3.3489
2002-03-22,-0.9059
2002-03-25,-1.3361
2002-03-26,0.0
2002-03-27,1.0335
2002-03-28,-0.1411
2002-04-01,-2.5079000000000002
2002-04-02,-1.087
2002-04-03,1.978
2002-04-04,1.6522999999999999
2002-04-05,-1.2367
2002-04-08,4.8658
2002-04-09,0.4777
2002-04-10,-2.8862
2002-04-11,-3.8462
2002-04-12,5.4545
2002-04-15,-0.1724
2002-04-16,1.3472
2002-04-17,-2.6585
2002-04-18,-2.1359
2002-04-19,-1.0733
2002-04-22,-1.1212
2002-04-23,-0.695
2002-04-24,-0.4788
2002-04-25,1.7024
2002-04-26,0.6186
2002-04-29,-1.9891999999999999
2002-04-30,2.952
2002-05-01,-1.2545
2002-05-02,0.9074
2002-05-03,0.5755
2002-05-06,-0.5365
2002-05-07,-3.9914
2002-05-08,0.0
2002-05-09,-2.3221
2002-05-10,-7.0169
2002-05-13,1.8557000000000001
2002-05-14,7.3279
2002-05-15,1.4711
2002-05-16,-1.3011
2002-05-17,-0.1883
2002-05-20,-1.6981000000000002
2002-05-21,-0.3455
2002-05-22,0.2311
2002-05-23,1.8447
2002-05-24,-1.8868
2002-05-28,0.3846
2002-05-29,-2.682
2002-05-30,-2.2835
2002-05-31,0.7252
2002-06-03,-6.76
2002-06-04,0.3861
2002-06-05,-0.4274
2002-06-06,-2.8754999999999997
2002-06-07,0.1768
2002-06-10,-1.1469
2002-06-11,-4.6631
2002-06-12,2.3899
2002-06-13,2.0595
2002-06-14,1.1659
2002-06-17,3.4131
2002-06-18,-0.8573
2002-06-19,-6.6148
2002-06-20,3.2407
2002-06-21,2.2422
2002-06-24,0.6579
2002-06-25,-4.1394
2002-06-26,4.0909
2002-06-27,6.1135
2002-06-28,4.1152
2002-07-01,0.6324
2002-07-02,-3.7706
2002-07-03,-5.3061
2002-07-05,5.819
2002-07-08,0.5295
2002-07-09,1.4182000000000001
2002-07-10,-2.7167
2002-07-11,-3.0801
2002-07-12,-5.8051
2002-07-15,-0.4498
2002-07-16,-1.6268
2002-07-17,2.2049
2002-07-18,-3.8202
2002-07-19,0.0
2002-07-22,2.3364
2002-07-23,-1.6895
2002-07-24,0.2787
2002-07-25,-1.1116
2002-07-26,4.5902
2002-07-29,6.1352
2002-07-30,-0.4219
2002-07-31,-2.2881
2002-08-01,1.6912
2002-08-02,-5.0746
2002-08-05,-1.4825
2002-08-06,3.5112
2002-08-07,3.6123
2002-08-08,3.784
2002-08-09,-0.041
2002-08-12,-1.4344000000000001
2002-08-13,-0.2079
2002-08-14,0.2083
2002-08-15,3.6175
2002-08-16,1.6453
2002-08-19,1.1449
2002-08-20,-1.0539
2002-08-21,-4.5365
2002-08-22,-0.3719
2002-08-23,-0.4562
2002-08-26,0.8333
2002-08-27,0.6198
2002-08-28,0.8214
2002-08-29,1.7923
2002-08-30,-3.1612999999999998
2002-09-03,-0.8264
2002-09-04,1.5417
2002-09-05,-2.1338
2002-09-06,4.4864
2002-09-09,2.3676
2002-09-10,0.7448
2002-09-11,1.3035
2002-09-12,0.0
2002-09-13,1.9223
2002-09-16,-0.4149
2002-09-17,-0.2652
2002-09-18,0.3798
2002-09-19,-7.1131
2002-09-20,1.4257
2002-09-23,-1.0843
2002-09-24,0.9338
2002-09-25,3.9823
2002-09-26,2.824
2002-09-27,-5.38
2002-09-30,-6.163
2002-10-01,5.5931999999999995
2002-10-02,-3.0899
2002-10-03,-1.8634
2002-10-04,1.0549
2002-10-07,-3.1315
2002-10-08,1.9397
2002-10-09,-3.8055
2002-10-10,3.2527
2002-10-11,0.596
2002-10-14,-1.9466999999999999
2002-10-15,2.8054
2002-10-16,-0.8816
2002-10-17,-2.1601
2002-10-18,2.2078
2002-10-21,4.659
2002-10-22,-4.4921
2002-10-23,1.3559
2002-10-24,-2.8428
2002-10-25,4.9914
2002-10-28,-2.0492
2002-10-29,0.4184
2002-10-30,0.625
2002-10-31,-1.0352
2002-11-01,4.6025
2002-11-04,0.12
2002-11-05,-0.1199
2002-11-06,2.32
2002-11-07,-3.4402
2002-11-08,-0.1619
2002-11-11,-3.0819
2002-11-12,-0.6695
2002-11-13,1.3901
2002-11-14,-1.371
2002-11-15,-0.8003
2002-11-18,-2.1231
2002-11-19,1.9089
2002-11-20,0.298
2002-11-21,2.5042
2002-11-22,-1.4493
2002-11-25,-1.3866
2002-11-26,-1.6191
2002-11-27,1.9922
2002-11-29,-1.6985000000000001
2002-12-02,-5.4428
2002-12-03,-2.1243
2002-12-04,3.5047
2002-12-05,-2.2573
2002-12-06,0.6928
2002-12-09,0.0917
2002-12-10,2.154
2002-12-11,1.6599
2002-12-12,-0.4413
2002-12-13,1.2854999999999999
2002-12-16,-1.5316999999999998
2002-12-17,0.0
2002-12-18,0.4444
2002-12-19,1.3717
2002-12-20,4.103
2002-12-23,-0.0839
2002-12-24,-0.7134
2002-12-26,1.3525
2002-12-27,-2.0017
2002-12-30,0.5532
2002-12-31,-1.8197
2003-01-02,2.5431
2003-01-03,0.042
2003-01-06,1.8908
2003-01-07,-2.3505
2003-01-08,-0.7601
2003-01-09,1.7021
2003-01-10,1.7155
2003-01-13,0.2879
2003-01-14,3.6505
2003-01-15,-0.4749
2003-01-16,0.835
2003-01-17,-4.1404
2003-01-21,-1.0284
2003-01-22,-0.0416
2003-01-23,-0.2079
2003-01-24,0.0
2003-01-27,-1.0417
2003-01-28,0.5895
2003-01-29,0.1674
2003-01-30,-1.7969
2003-01-31,2.1277
2003-02-03,1.125
2003-02-04,0.7829
2003-02-05,-0.6541
2003-02-06,-3.1687
2003-02-07,-0.0425
2003-02-10,3.2313
2003-02-11,0.2883
2003-02-12,-0.4107
2003-02-13,-1.6907
2003-02-14,0.6292
2003-02-18,3.5848
2003-02-19,-1.6097000000000001
2003-02-20,-1.1861
2003-02-21,1.7798
2003-02-24,-1.5859999999999999
2003-02-25,0.4132
2003-02-26,1.2757
2003-02-27,0.0406
2003-02-28,-4.7929
2003-03-03,0.8959
2003-03-04,0.1268
2003-03-05,-0.4645
2003-03-06,-0.9334
2003-03-07,0.0
2003-03-10,-1.4989
2003-03-11,0.7609
2003-03-12,0.9071
2003-03-13,0.9846
2003-03-14,0.0848
2003-03-17,1.5248
2003-03-18,0.292
2003-03-19,-0.9567
2003-03-20,0.798
2003-03-21,3.3333
2003-03-24,-0.2016
2003-03-25,-0.404
2003-03-26,-0.8114
2003-03-27,-0.1636
2003-03-28,0.1639
2003-03-31,0.0
2003-04-01,-0.0409
2003-04-02,1.2684
2003-04-03,-0.3636
2003-04-04,0.5677
2003-04-07,0.4839
2003-04-08,0.1204
2003-04-09,-1.483
2003-04-10,0.4882
2003-04-11,-1.1741
2003-04-14,3.0315
2003-04-15,0.7157
2003-04-16,-0.3948
2003-04-17,1.0702
2003-04-21,-0.3922
2003-04-22,1.1811
2003-04-23,-0.7004
2003-04-24,0.3918
2003-04-25,0.7026
2003-04-28,1.3566
2003-04-29,-1.1855
2003-04-30,0.0387
2003-05-01,-0.3482
2003-05-02,2.6786
2003-05-05,0.6805
2003-05-06,1.3519
2003-05-07,-1.1486
2003-05-08,-0.8621
2003-05-09,2.6465
2003-05-12,1.1786
2003-05-13,1.5653000000000001
2003-05-14,-0.5018
2003-05-15,-0.9366
2003-05-16,-1.8182
2003-05-19,0.0
2003-05-20,2.037
2003-05-21,0.2178
2003-05-22,1.0866
2003-05-23,-1.1465
2003-05-27,-0.7611
2003-05-28,1.1687
2003-05-29,1.8773
2003-05-30,1.63
2003-06-02,-2.1618
2003-06-03,0.8553
2003-06-04,3.8516
2003-06-05,-0.1701
2003-06-06,-0.9202
2003-06-09,-1.72
2003-06-10,2.1732
2003-06-11,-1.3721999999999999
2003-06-12,0.3478
2003-06-13,-2.5997
2003-06-16,-1.2456
2003-06-17,-0.6847
2003-06-18,-3.2656
2003-06-19,-3.3758
2003-06-20,0.3494
2003-06-23,-1.2766
2003-06-24,-1.9984
2003-06-25,0.3199
2003-06-26,0.4783
2003-06-27,0.7537
2003-06-30,0.5906
2003-07-01,3.1703
2003-07-02,2.8073
2003-07-03,-1.107
2003-07-07,1.0075
2003-07-08,-1.4407
2003-07-09,0.6372
2003-07-10,1.1546
2003-07-11,2.2459
2003-07-14,2.7368
2003-07-15,-1.6474
2003-07-16,2.1739
2003-07-17,0.8022
2003-07-18,2.4567
2003-07-21,-4.1878
2003-07-22,2.2207
2003-07-23,0.069
2003-07-24,-2.5155
2003-07-25,0.106
2003-07-28,0.3178
2003-07-29,0.5984
2003-07-30,0.14
2003-07-31,-1.7121
2003-08-01,0.1066
2003-08-04,0.0
2003-08-05,0.9588
2003-08-06,-0.9497
2003-08-07,1.5979999999999999
2003-08-08,1.5379
2003-08-11,0.3442
2003-08-12,3.1218
2003-08-13,-0.5655
2003-08-14,1.8735
2003-08-15,0.9852
2003-08-18,-1.8211
2003-08-19,2.1862
2003-08-20,-0.0972
2003-08-21,0.1622
2003-08-22,-1.1985999999999999
2003-08-25,-0.0984
2003-08-26,1.3128
2003-08-27,-0.3887
2003-08-28,0.2276
2003-08-29,0.2596
2003-09-02,3.3981
2003-09-03,-1.0329
2003-09-04,2.1505
2003-09-05,-2.9721
2003-09-08,-0.3191
2003-09-09,2.4008
2003-09-10,-1.642
2003-09-11,0.0334
2003-09-12,-0.0668
2003-09-15,0.2004
2003-09-16,0.3
2003-09-17,2.4593
2003-09-18,-0.2271
2003-09-19,0.4551
2003-09-22,-1.5857999999999999
2003-09-23,-0.296
2003-09-24,-1.6160999999999999
2003-09-25,-2.6818999999999997
2003-09-26,0.5856
2003-09-29,1.4726
2003-09-30,-2.9699999999999998
2003-10-01,4.3478
2003-10-02,0.3333
2003-10-03,0.9635
2003-10-06,-0.9543
2003-10-07,-0.3322
2003-10-08,-0.8
2003-10-09,0.1344
2003-10-10,-0.5034
2003-10-13,1.1804000000000001
2003-10-14,0.7667
2003-10-15,-1.4886
2003-10-16,0.5709
2003-10-17,-1.6360999999999999
2003-10-20,1.833
2003-10-21,-1.6667
2003-10-22,-4.2373
2003-10-23,0.0354
2003-10-24,-1.0262
2003-10-27,2.1452
2003-10-28,1.5051
2003-10-29,1.069
2003-10-30,1.433
2003-10-31,-0.0336
2003-11-03,0.2355
2003-11-04,-0.7385
2003-11-05,0.2705
2003-11-06,0.6745
2003-11-07,0.4355
2003-11-10,-1.2342
2003-11-11,-0.1013
2003-11-12,1.1156
2003-11-13,-0.0334
2003-11-14,0.3344
2003-11-17,0.1667
2003-11-18,-0.5324
2003-11-19,0.8364
2003-11-20,-0.2322
2003-11-21,-0.0998
2003-11-24,2.1305
2003-11-25,0.5867
2003-11-26,-0.8425
2003-11-28,-0.3268
2003-12-01,1.8033000000000001
2003-12-02,0.2576
2003-12-03,-1.962
2003-12-04,0.5577
2003-12-05,0.3263
2003-12-08,1.3008
2003-12-09,-0.321
2003-12-10,0.0966
2003-12-11,0.8687
2003-12-12,1.1802
2003-12-15,-2.2699
2003-12-16,0.4516
2003-12-17,1.0918
2003-12-18,0.2859
2003-12-19,0.7285
2003-12-22,2.6101
2003-12-23,1.6242999999999999
2003-12-24,-0.4825
2003-12-26,0.8485
2003-12-29,3.3654
2003-12-30,-2.4128
2003-12-31,-1.4001000000000001
2004-01-02,0.7553
2004-01-05,1.2894
2004-01-06,-1.7762
2004-01-07,0.9343
2004-01-08,-0.5673
2004-01-09,-0.6607
2004-01-12,1.5114999999999998
2004-01-13,-0.1787
2004-01-14,-0.1193
2004-01-15,-1.0155
2004-01-16,-0.3319
2004-01-20,-0.0908
2004-01-21,0.0
2004-01-22,0.9091
2004-01-23,-0.0901
2004-01-26,-0.511
2004-01-27,0.3927
2004-01-28,-0.963
2004-01-29,-0.0304
2004-01-30,0.6079
2004-02-02,0.4532
2004-02-03,-0.4511
2004-02-04,-4.1692
2004-02-05,1.0088
2004-02-06,3.2772
2004-02-09,2.8407
2004-02-10,1.5281
2004-02-11,2.2287
2004-02-12,-0.7644
2004-02-13,-1.9971
2004-02-17,2.4454000000000002
2004-02-18,-0.9662
2004-02-19,-1.693
2004-02-20,-0.3211
2004-02-23,0.7321
2004-02-24,-0.2907
2004-02-25,0.0583
2004-02-26,0.204
2004-02-27,1.9482
2004-03-01,-0.3137
2004-03-02,0.1431
2004-03-03,-1.2286
2004-03-04,-0.405
2004-03-05,0.2033
2004-03-08,1.1014
2004-03-09,-0.3154
2004-03-10,0.3455
2004-03-11,-0.2869
2004-03-12,1.1511
2004-03-15,-2.276
2004-03-16,0.7278
2004-03-17,3.5838
2004-03-18,-2.0647
2004-03-19,-1.9373
2004-03-22,-1.075
2004-03-23,0.7342
2004-03-24,-0.5539
2004-03-25,2.4626
2004-03-26,0.2003
2004-03-29,2.2559
2004-03-30,-0.3072
2004-03-31,0.3361
2004-04-01,1.3959
2004-04-02,3.5518
2004-04-05,-0.8508
2004-04-06,-0.4023
2004-04-07,-1.0232
2004-04-08,-2.0675
2004-04-12,0.0
2004-04-13,-1.4722
2004-04-14,-0.0564
2004-04-15,0.5078
2004-04-16,0.8981
2004-04-19,-0.3338
2004-04-20,-1.5350000000000001
2004-04-21,3.2313
2004-04-22,1.8671
2004-04-23,-0.9434
2004-04-26,1.1701
2004-04-27,0.7262
2004-04-28,-2.51
2004-04-29,-0.5752
2004-04-30,0.4132
2004-05-03,-0.1372
2004-05-04,-0.1374
2004-05-05,-1.7607
2004-05-06,0.28
2004-05-07,-2.6808
2004-05-10,0.7174
2004-05-11,2.8775
2004-05-12,0.5262
2004-05-13,-0.7163
2004-05-14,-1.4983
2004-05-17,-0.7887
2004-05-18,0.1704
2004-05-19,0.0283
2004-05-20,-1.4452
2004-05-21,1.8976
2004-05-24,0.1129
2004-05-25,3.5231
2004-05-26,-0.9257
2004-05-27,0.5221
2004-05-28,-1.0935
2004-06-01,-0.6357
