ticker,AEP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.1401
2000-01-04,1.1928
2000-01-05,3.7328
2000-01-06,0.5682
2000-01-07,1.3183
2000-01-10,-0.3717
2000-01-11,0.3731
2000-01-12,0.7435
2000-01-13,-0.1845
2000-01-14,0.0
2000-01-18,-2.403
2000-01-19,1.3258
2000-01-20,-1.1215
2000-01-21,2.8355
2000-01-24,-0.3676
2000-01-25,-2.952
2000-01-26,2.4715
2000-01-27,-0.3711
2000-01-28,-1.6760000000000002
2000-01-31,1.5152
2000-02-01,0.5597
2000-02-02,-0.1855
2000-02-03,3.3457
2000-02-04,-1.9784000000000002
2000-02-07,-1.1009
2000-02-08,0.6679
2000-02-09,-2.2514
2000-02-10,-2.8791
2000-02-11,0.5929
2000-02-14,-0.1965
2000-02-15,-1.3780000000000001
2000-02-16,-1.996
2000-02-17,-0.8147
2000-02-18,-1.6427
2000-02-22,1.6701000000000001
2000-02-23,-1.4374
2000-02-24,-3.5417
2000-02-25,-2.5918
2000-02-28,1.9956
2000-02-29,-2.1739
2000-03-01,-2.0
2000-03-02,0.0
2000-03-03,-0.907
2000-03-06,-4.119
2000-03-07,3.1026
2000-03-08,-0.9259
2000-03-09,-0.4673
2000-03-10,-2.1127
2000-03-13,1.6787
2000-03-14,1.4151
2000-03-15,6.9767
2000-03-16,7.6087
2000-03-17,-1.8182
2000-03-20,-1.0288
2000-03-21,-0.8316
2000-03-22,-2.0964
2000-03-23,1.0707
2000-03-24,1.4830999999999999
2000-03-27,0.2088
2000-03-28,-2.2917
2000-03-29,1.919
2000-03-30,0.2092
2000-03-31,-0.4175
2000-04-03,0.0
2000-04-04,3.3543
2000-04-05,2.6369
2000-04-06,-3.3597
2000-04-07,-0.2045
2000-04-10,1.6393
2000-04-11,2.0161
2000-04-12,3.3597
2000-04-13,3.6329000000000002
2000-04-14,-1.845
2000-04-17,1.6917
2000-04-18,0.1848
2000-04-19,-0.5535
2000-04-20,0.3711
2000-04-24,3.512
2000-04-25,3.2143
2000-04-26,4.4983
2000-04-27,0.9934
2000-04-28,-3.9344
2000-05-01,-0.3413
2000-05-02,-2.5685000000000002
2000-05-03,-2.6362
2000-05-04,2.1661
2000-05-05,-2.1201
2000-05-08,3.3574
2000-05-09,-0.1776
2000-05-10,3.0249
2000-05-11,0.3454
2000-05-12,-0.6885
2000-05-15,1.3865
2000-05-16,-0.8547
2000-05-17,-3.2759
2000-05-18,2.4955
2000-05-19,0.3478
2000-05-22,1.3865
