ticker,NCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.8602
2000-01-04,-3.966
2000-01-05,2.3599
2000-01-06,3.9078
2000-01-07,1.6854
2000-01-10,-0.8287
2000-01-11,-5.0139
2000-01-12,2.346
2000-01-13,1.1461000000000001
2000-01-14,0.2833
2000-01-18,0.0
2000-01-19,-0.565
2000-01-20,-3.125
2000-01-21,-1.4663
2000-01-24,-4.4643
2000-01-25,1.5575999999999999
2000-01-26,4.2945
2000-01-27,-0.2941
2000-01-28,-1.4748999999999999
2000-01-31,3.8922
2000-02-01,1.1527
2000-02-02,0.0
2000-02-03,0.8547
2000-02-04,-7.3446
2000-02-07,-0.3049
2000-02-08,3.3639
2000-02-09,-2.3669000000000002
2000-02-10,-3.3333
2000-02-11,0.627
2000-02-14,-2.8037
2000-02-15,1.2821
2000-02-16,0.6329
2000-02-17,-2.5157
2000-02-18,-4.1935
2000-02-22,1.0101
2000-02-23,-1.0
2000-02-24,-2.0202
2000-02-25,1.7182
2000-02-28,4.0541
2000-02-29,0.0
2000-03-01,-0.3247
2000-03-02,-0.6515
2000-03-03,-0.6557
2000-03-06,-0.9901
2000-03-07,-3.6667
2000-03-08,-2.4221
2000-03-09,-0.3546
2000-03-10,-1.7793999999999999
2000-03-13,3.9855
2000-03-14,-0.6969
2000-03-15,6.6667
2000-03-16,9.8684
2000-03-17,-2.0958
2000-03-20,-0.3058
2000-03-21,3.681
2000-03-22,0.5917
2000-03-23,2.6471
2000-03-24,-2.5788
2000-03-27,-3.5294
2000-03-28,2.439
2000-03-29,-0.2976
2000-03-30,-2.9851
2000-03-31,1.5385
2000-04-03,6.6667
2000-04-04,-0.5682
2000-04-05,-1.7143000000000002
2000-04-06,-2.0349
2000-04-07,-2.6706
2000-04-10,1.5244
2000-04-11,0.7688
2000-04-12,-0.9063
2000-04-13,-1.8293
2000-04-14,-9.0062
2000-04-17,-0.6826
2000-04-18,-0.3436
2000-04-19,-1.0345
2000-04-20,0.6969
2000-04-24,0.346
2000-04-25,1.3793
2000-04-26,-3.0612
2000-04-27,-1.0526
2000-04-28,-3.5461
2000-05-01,1.8382
2000-05-02,0.0
2000-05-03,-2.1661
2000-05-04,-1.845
2000-05-05,-3.7594
2000-05-08,3.9062
2000-05-09,3.0075
2000-05-10,0.7299
2000-05-11,2.1739
2000-05-12,0.3546
2000-05-15,2.4735
2000-05-16,-0.6897
2000-05-17,0.0
2000-05-18,2.4306
2000-05-19,-0.339
2000-05-22,2.0408
