ticker,BAU US Equity
2000-05-31,-3.0675
2000-06-01,0.0
2000-06-02,1.2658
2000-06-05,1.25
2000-06-06,-1.5432000000000001
2000-06-07,1.5674000000000001
2000-06-08,1.2346
2000-06-09,3.0488
2000-06-12,0.0
2000-06-13,-0.2959
2000-06-14,-0.2967
2000-06-15,-1.7856999999999998
2000-06-16,-2.4242
2000-06-19,-1.8634
2000-06-20,0.9494
2000-06-21,-0.3135
2000-06-22,-0.3145
2000-06-23,-0.9464
2000-06-26,0.3185
2000-06-27,-3.1746
2000-06-28,-5.5738
2000-06-29,0.0
2000-06-30,11.1111
2000-07-03,0.625
2000-07-05,0.6211
2000-07-06,-1.2346
2000-07-07,-2.5
2000-07-10,14.1026
2000-07-11,-0.2809
2000-07-12,0.8451
2000-07-13,0.5587
2000-07-14,-1.6667
2000-07-17,1.1299
2000-07-18,6.7039
2000-07-19,1.0471
2000-07-20,2.3316
2000-07-21,1.7722
2000-07-24,-2.9851
2000-07-25,-0.2564
2000-07-26,0.0
2000-07-27,-0.7712
2000-07-28,-0.2591
2000-07-31,-0.2597
2000-08-01,-0.7813
2000-08-02,0.7874
2000-08-03,1.0417
2000-08-04,-0.2577
2000-08-07,-0.2584
2000-08-08,-1.0363
2000-08-09,-2.6178
2000-08-10,-3.7634
2000-08-11,1.1173
2000-08-14,1.105
2000-08-15,0.0
2000-08-16,1.3660999999999999
2000-08-17,2.1563
2000-08-18,0.2639
2000-08-21,1.0526
2000-08-22,1.0417
2000-08-23,2.8350999999999997
2000-08-24,0.2506
2000-08-25,1.0
2000-08-28,-0.2475
2000-08-29,-0.7444
2000-08-30,0.5
2000-08-31,0.0
2000-09-01,0.995
2000-09-05,1.7241
2000-09-06,-1.2107
2000-09-07,-0.2451
2000-09-08,0.2457
2000-09-11,1.2255
2000-09-12,1.4527999999999999
2000-09-13,0.4773
2000-09-14,-0.7126
2000-09-15,-3.11
2000-09-18,-0.2469
2000-09-19,-1.9802
2000-09-20,7.0707
2000-09-21,-2.5943
2000-09-22,-0.7264
2000-09-25,1.2195
2000-09-26,0.0
2000-09-27,0.0
2000-09-28,1.2048
2000-09-29,-1.1905000000000001
2000-10-02,-1.4458
2000-10-03,-1.956
2000-10-04,1.4963
2000-10-05,-0.2457
2000-10-06,-2.2167
2000-10-09,-1.0076
2000-10-10,-3.0534
2000-10-11,-2.0997
2000-10-12,-3.4853
2000-10-13,-1.1111
2000-10-16,0.8427
2000-10-17,8.078
2000-10-18,0.2577
2000-10-19,5.9126
2000-10-20,6.5534
2000-10-23,0.2278
2000-10-24,-1.8182
2000-10-25,-0.6944
2000-10-26,-3.4965
2000-10-27,-3.3816
2000-10-30,-0.25
2000-10-31,0.2506
2000-11-01,0.0
2000-11-02,0.25
2000-11-03,2.2444
2000-11-06,-2.1951
2000-11-07,-0.2494
2000-11-08,-1.0
2000-11-09,-0.5051
2000-11-10,-0.2538
2000-11-13,0.0
2000-11-14,1.0178
2000-11-15,2.267
2000-11-16,-0.9852
2000-11-17,0.0
2000-11-20,0.0
2000-11-21,1.4925
2000-11-22,-1.4706000000000001
2000-11-24,-0.4975
2000-11-27,0.0
2000-11-28,-0.5
2000-11-29,-0.7538
2000-11-30,-1.5190000000000001
2000-12-01,1.7995
2000-12-04,0.5051
2000-12-05,2.0101
2000-12-06,2.9557
2000-12-07,-0.4785
2000-12-08,1.6827
2000-12-11,0.7092
2000-12-12,-2.8169
2000-12-13,-8.2126
2000-12-14,-3.1579
2000-12-15,1.3587
2000-12-18,3.7534
2000-12-19,0.2584
2000-12-20,-0.2577
2000-12-21,0.0
2000-12-22,1.0336
2000-12-26,3.0691
2000-12-27,2.4814
2000-12-28,2.4213
2000-12-29,-1.6548
2001-01-02,-4.3269
2001-01-03,1.5074999999999998
2001-01-04,0.0
2001-01-05,-0.7426
2001-01-08,0.2494
2001-01-09,0.0
2001-01-10,0.7463
2001-01-11,0.0
2001-01-12,1.9752999999999998
2001-01-16,-0.4843
2001-01-17,0.2433
2001-01-18,6.3107
2001-01-19,3.4247
2001-01-22,0.2208
2001-01-23,-4.4053
2001-01-24,-1.3825
2001-01-25,-0.9346
2001-01-26,-0.9434
2001-01-29,0.5714
2001-01-30,0.1515
2001-01-31,0.7564
2001-02-01,-0.1502
2001-02-02,-0.3759
2001-02-05,-0.566
2001-02-06,0.6831
2001-02-07,-0.49
2001-02-08,-0.3788
2001-02-09,-1.1407
2001-02-12,-0.7692
2001-02-13,-0.1163
2001-02-14,-1.8237999999999999
2001-02-15,0.3953
2001-02-16,0.1969
2001-02-20,-0.5894
2001-02-21,-0.1976
2001-02-22,0.0
2001-02-23,1.1881
2001-02-26,-0.6654
2001-02-27,0.4334
2001-02-28,-0.5492
2001-03-01,0.5917
2001-03-02,0.3922
2001-03-05,-0.5859
2001-03-06,0.0
2001-03-07,0.275
2001-03-08,1.2931
2001-03-09,-0.2321
2001-03-12,-1.1245
2001-03-13,-0.3922
2001-03-14,-0.5906
2001-03-15,0.396
2001-03-16,0.5917
2001-03-19,0.0
2001-03-20,0.7843
2001-03-21,-1.5564
2001-03-22,0.0
2001-03-23,0.0
2001-03-26,-0.1976
2001-03-27,1.9802
2001-03-28,0.0
2001-03-29,-0.3883
2001-03-30,-0.9357
2001-04-02,-0.0394
2001-04-03,-0.5906
2001-04-04,0.0
2001-04-05,0.396
2001-04-06,0.3156
2001-04-09,0.2753
2001-04-10,-0.1961
2001-04-11,0.0
2001-04-12,0.4322
2001-04-16,0.7433
2001-04-17,0.0
2001-04-18,0.0
2001-04-19,0.0
2001-04-20,-0.1942
2001-04-23,0.0
2001-04-24,-0.5837
2001-04-25,0.3914
2001-04-27,-0.6628
2001-04-30,-0.5102
2001-05-01,0.5917
2001-05-02,0.3922
2001-05-03,-0.7813
2001-05-04,1.2992
2001-05-07,-0.1166
2001-05-08,-0.5837
2001-05-09,0.0
2001-05-10,-1.1742
2001-05-11,-0.5941
2001-05-14,-1.1952
2001-05-15,-0.4032
2001-05-16,-0.4049
2001-05-17,-0.4065
2001-05-18,-0.4082
2001-05-21,0.6148
2001-05-22,0.4073
2001-05-23,-1.4199
2001-05-24,-2.0576
2001-05-25,-0.8403
2001-05-29,-0.8475
2001-05-30,19.6581
2001-05-31,0.0
2001-06-01,0.2857
2001-06-04,-0.1781
2001-06-05,0.0714
2001-06-06,0.0
2001-06-07,0.5348
2001-06-08,-0.1773
2001-06-11,-0.2842
2001-06-12,0.1069
2001-06-13,-0.1068
2001-06-14,-0.0713
2001-06-15,0.0357
2001-06-18,0.0356
2001-06-19,0.1069
2001-06-20,0.0
2001-06-21,0.1068
2001-06-22,0.0
2001-06-25,0.0
2001-06-26,0.1777
2001-06-27,0.1774
2001-06-28,-0.1417
2001-06-29,-0.0355
2001-07-02,0.2484
2001-07-03,0.0354
2001-07-05,0.6723
2001-07-06,-0.246
2001-07-09,-0.1057
2001-07-10,0.1058
2001-07-11,0.2114
2001-07-12,-0.3165
2001-07-16,-0.7055
2001-07-17,0.3552
2001-07-18,-0.3186
2001-07-19,0.0
2001-07-20,-0.2131
2001-07-23,0.3915
2001-07-24,0.0354
2001-07-25,0.0709
2001-07-26,0.0
2001-07-27,0.1771
2001-07-30,-0.0353
2001-07-31,-0.1061
2001-08-01,0.177
2001-08-02,-0.1413
2001-08-03,0.2123
2001-08-06,0.1059
2001-08-07,-0.1764
2001-08-08,0.0
2001-08-09,0.318
2001-08-10,0.0352
2001-08-13,-0.3521
2001-08-14,0.318
2001-08-15,-0.0704
2001-08-16,0.0705
2001-08-17,-0.0352
2001-08-20,0.3171
2001-08-21,-0.2459
2001-08-22,0.1761
2001-08-23,-0.1757
2001-08-24,0.1761
2001-08-27,-0.1406
2001-08-28,0.0
2001-08-29,0.1408
2001-08-30,0.1054
2001-08-31,0.0
2001-09-04,0.0
2001-09-06,0.0
