ticker,THMRQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.7576
2000-01-04,-0.7634
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,0.7692
2000-01-10,3.8167999999999997
2000-01-11,2.2059
2000-01-12,0.0
2000-01-13,2.8777
2000-01-14,0.6993
2000-01-18,0.0
2000-01-19,-2.7778
2000-01-20,2.1429
2000-01-21,0.6993
2000-01-24,0.0
2000-01-25,-0.6944
2000-01-26,-3.4965
2000-01-27,1.4493
2000-01-28,-2.8571
2000-01-31,-0.7353
2000-02-01,2.7259
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,-1.4815
2000-02-07,0.0
2000-02-08,-0.7519
2000-02-09,0.0
2000-02-10,-0.7576
2000-02-11,-1.5267
2000-02-14,0.0
2000-02-15,1.5504
2000-02-16,-1.5267
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-1.5504
2000-02-23,0.7874
2000-02-24,0.7813
2000-02-25,-0.7752
2000-02-28,-0.7813
2000-02-29,1.5748
2000-03-01,-3.876
2000-03-02,-0.8065
2000-03-03,-1.626
2000-03-06,1.6529
2000-03-07,-0.813
2000-03-08,-1.6393
2000-03-09,-3.3333
2000-03-10,-0.8621
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,4.3478
2000-03-16,-0.8333
2000-03-17,-0.8403
2000-03-20,-0.8475
2000-03-21,-3.4188
2000-03-22,1.7699
2000-03-23,0.0
2000-03-24,1.7391
2000-03-27,1.7094
2000-03-28,4.2017
2000-03-29,-0.8065
2000-03-30,-3.252
2000-03-31,-0.8403
2000-04-03,4.2373
2000-04-04,-3.252
2000-04-05,-0.8403
2000-04-06,5.9322
2000-04-07,-1.6
2000-04-10,3.252
2000-04-11,1.5748
2000-04-12,3.1008
2000-04-13,-0.7519
2000-04-14,-0.7576
2000-04-17,0.0
2000-04-18,0.7634
2000-04-19,2.2727
2000-04-20,2.2222
2000-04-24,0.7246
2000-04-25,-1.4388
2000-04-26,2.1898
2000-04-27,-2.1429
2000-04-28,2.1898
2000-05-01,0.7143
2000-05-02,-1.6454
2000-05-03,-1.4815
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,-1.5038
2000-05-09,-2.2901
2000-05-10,-3.125
2000-05-11,0.0
2000-05-12,3.2258
2000-05-15,-0.7813
2000-05-16,3.1496
2000-05-17,2.2901
2000-05-18,0.0
2000-05-19,-2.9851
2000-05-22,-1.5385
2000-05-23,-1.5625
2000-05-24,-2.3810000000000002
2000-05-25,1.626
