ticker,GTY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.6760000000000002
2000-01-04,-0.5682
2000-01-05,0.5714
2000-01-06,0.0
2000-01-10,0.0
2000-01-11,-0.5682
2000-01-12,-0.5714
2000-01-13,2.2989
2000-01-14,0.0
2000-01-18,3.9326
2000-01-19,3.7838000000000003
2000-01-20,1.5625
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,0.5128
2000-01-27,-0.5102
2000-01-28,6.1538
2000-01-31,-1.9324
2000-02-01,-0.4926
2000-02-02,-1.4851
2000-02-03,1.5074999999999998
2000-02-04,0.0
2000-02-07,0.9901
2000-02-08,0.9804
2000-02-09,-2.4272
2000-02-10,-2.9851
2000-02-11,-1.0256
2000-02-14,1.0363
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,-0.5128
2000-02-22,0.0
2000-02-23,-0.5155
2000-02-24,0.5181
2000-02-25,-1.0309
2000-02-28,-0.5208
2000-02-29,1.0471
2000-03-01,-2.5907
2000-03-02,-2.6596
2000-03-03,-1.6393
2000-03-06,-5.0
2000-03-07,-1.7544
2000-03-08,0.0
2000-03-09,-1.1905000000000001
2000-03-10,0.0
2000-03-13,-2.4096
2000-03-14,-2.4691
2000-03-15,1.2658
2000-03-16,6.25
2000-03-17,1.1764999999999999
2000-03-20,-0.5814
2000-03-21,0.0
2000-03-23,-1.1696
2000-03-24,7.1006
2000-03-28,-1.6575
2000-03-29,0.0
2000-03-30,0.0
2000-03-31,1.1236
2000-04-03,1.1111
2000-04-04,-0.5495
2000-04-05,11.8232
2000-04-06,1.5
2000-04-07,0.4926
2000-04-10,-0.4902
2000-04-11,0.0
2000-04-12,0.4926
2000-04-13,-1.4706000000000001
2000-04-14,-4.4776
2000-04-17,0.0
2000-04-18,3.6458
2000-04-19,-0.5025
2000-04-20,0.0
2000-04-24,-2.5253
2000-04-25,0.5181
2000-04-26,-1.0309
2000-04-27,0.5208
2000-04-28,1.5544
2000-05-01,-1.5306
2000-05-02,0.0
2000-05-03,-2.5907
2000-05-04,0.5319
2000-05-05,0.5291
2000-05-08,-2.1053
2000-05-09,-1.0753
2000-05-10,0.5435
2000-05-11,0.5405
2000-05-12,0.0
2000-05-15,-1.0753
2000-05-16,1.087
2000-05-17,0.0
2000-05-18,0.5376
2000-05-19,-1.0695000000000001
2000-05-22,-0.5405
2000-05-23,-1.087
2000-05-24,0.0
2000-05-25,0.0
2000-05-26,-1.0989
