ticker,ARW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-11.5764
2000-01-04,-1.9499
2000-01-05,-0.2841
2000-01-06,-2.2792
2000-01-07,2.9154999999999998
2000-01-10,5.0992
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,-1.3477000000000001
2000-01-14,4.6448
2000-01-18,0.0
2000-01-19,-0.5222
2000-01-20,-1.3123
2000-01-21,1.8617
2000-01-24,-2.8721
2000-01-25,-1.0753
2000-01-26,-3.2609
2000-01-27,0.0
2000-01-28,-3.0899
2000-01-31,-2.6087
2000-02-01,2.3810000000000002
2000-02-02,0.8721
2000-02-03,0.8646
2000-02-04,5.1429
2000-02-07,0.2717
2000-02-08,1.084
2000-02-09,-1.6086
2000-02-10,1.0899
2000-02-11,-3.504
2000-02-14,0.2793
2000-02-15,-6.9638
2000-02-16,1.4969999999999999
2000-02-17,0.885
2000-02-18,-1.1696
2000-02-22,-0.2959
2000-02-23,9.1988
2000-02-24,39.1304
2000-02-25,-7.4219
2000-02-28,1.4768
2000-02-29,0.6237
2000-03-01,2.4793
2000-03-02,-2.8226
2000-03-03,3.7344
2000-03-06,4.8
2000-03-07,3.8167999999999997
2000-03-08,-1.1029
2000-03-09,0.7435
2000-03-10,-1.6604999999999999
2000-03-13,-4.1276
2000-03-14,-3.5225
2000-03-15,-7.3022
2000-03-16,8.0963
2000-03-17,1.6194
2000-03-20,-1.7928
2000-03-21,-0.4057
2000-03-22,4.0733
2000-03-23,-3.7182
2000-03-24,4.2683
2000-03-27,0.1949
2000-03-28,16.7315
2000-03-29,-6.0
2000-03-30,-4.2553
2000-03-31,4.4444
2000-04-03,-4.4326
2000-04-04,4.6382
2000-04-05,-0.7092
2000-04-06,6.4286
2000-04-07,-0.5034
2000-04-10,-3.5413
2000-04-11,-2.6224
2000-04-12,-3.9497
2000-04-13,-0.7477
2000-04-14,-14.8776
2000-04-17,20.7965
2000-04-18,1.4652
2000-04-19,3.6101
2000-04-20,2.9617
2000-04-24,2.7073
2000-04-25,9.8847
2000-04-26,3.4483
2000-04-27,1.8841
2000-04-28,-0.2845
2000-05-01,1.9971
2000-05-02,-5.4545
2000-05-03,-3.2544
2000-05-04,1.0703
2000-05-05,0.6051
2000-05-08,-2.7068
2000-05-09,-3.864
2000-05-10,-2.2508
2000-05-11,3.9474
2000-05-12,1.1076
2000-05-15,1.0955
2000-05-16,2.1672
2000-05-17,0.303
2000-05-18,-5.8911999999999995
2000-05-19,-6.26
2000-05-22,-4.1096
