ticker,SPDW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-27,0.0306
2007-04-30,-0.2447
2007-05-01,-0.276
2007-05-02,0.5535
2007-05-03,0.0306
2007-05-04,0.8866
2007-05-07,0.7576
2007-05-08,-1.0526
2007-05-09,0.1824
2007-05-10,-1.426
2007-05-11,1.4158
2007-05-14,-0.3035
2007-05-15,-1.2177
2007-05-16,1.5408
2007-05-17,-0.1517
2007-05-18,0.304
2007-05-21,0.0
2007-05-22,0.303
2007-05-23,0.4532
2007-05-24,-0.4211
2007-05-29,-0.8457
2007-05-30,0.2132
2007-05-31,1.6717
2007-06-01,-0.6577
2007-06-04,1.2639
2007-06-05,-0.4458
2007-06-06,-2.0896
2007-06-07,-1.2195
2007-06-11,1.3889
2007-06-12,-1.0198
2007-06-14,1.6454
2007-06-18,1.6641
2007-06-20,-0.4464
2007-06-21,-0.1495
2007-06-22,-0.6587
2007-06-25,-0.2411
2007-06-26,0.1511
2007-06-28,0.0
2007-06-29,-1.0558
2007-07-02,2.8963
2007-07-03,0.4444
2007-07-05,0.0
2007-07-06,0.6932
2007-07-09,0.3369
2007-07-10,-0.7883
2007-07-11,-0.3531
2007-07-12,1.0927
2007-07-13,1.2854
2007-07-16,0.375
2007-07-17,-0.6322
2007-07-18,-1.5327
2007-07-19,1.5565
2007-07-20,-0.2313
2007-07-23,0.1446
2007-07-24,-1.881
2007-07-25,-1.3274
2007-07-26,-1.9432
2007-07-27,-1.1280000000000001
2007-07-30,0.0617
2007-07-31,0.4314
2007-08-01,-0.2762
2007-08-03,-0.1538
2007-08-06,-0.5701
2007-08-07,0.4804
2007-08-09,-0.6477
2007-08-10,-2.1111
2007-08-13,1.4906
2007-08-14,-1.2496
2007-08-15,-1.3928
2007-08-16,-2.439
2007-08-20,-0.1645
2007-08-21,1.4498
2007-08-22,2.3059
2007-08-23,0.6984
2007-08-24,0.7251
2007-08-27,0.313
2007-08-28,-2.6521
2007-08-29,2.5641
2007-08-31,0.8438
2007-09-04,1.3325
2007-09-05,-1.5901999999999998
2007-09-06,1.0566
2007-09-07,-1.6604999999999999
2007-09-11,1.3133
2007-09-13,0.8951
2007-09-17,-2.4472
2007-09-18,2.2891
2007-09-19,1.9926
2007-09-21,0.541
2007-09-24,-0.2093
2007-09-26,0.6591
2007-09-27,1.25
2007-09-28,0.2352
2007-10-01,0.088
2007-10-02,0.8204
2007-10-03,-1.2787
2007-10-04,1.5602
2007-10-05,0.6957
2007-10-08,-0.7484
