ticker,BN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.662
2000-01-04,-0.5634
2000-01-05,-1.983
2000-01-06,-2.0231
2000-01-07,-2.6549
2000-01-10,0.0
2000-01-11,0.6061
2000-01-12,-0.1807
2000-01-13,0.304
2000-01-14,1.2121
2000-01-18,-1.1976
2000-01-19,-0.303
2000-01-20,0.6079
2000-01-21,-3.3233
2000-01-24,-1.25
2000-01-25,0.0
2000-01-26,0.6329
2000-01-27,-3.7736
2000-01-28,-0.6536
2000-01-31,0.0
2000-02-01,2.3026
2000-02-02,-1.2862
2000-02-03,2.2801
2000-02-04,-1.2739
2000-02-07,0.9677
2000-02-08,0.3195
2000-02-09,-1.9108
2000-02-10,-2.5974
2000-02-11,-1.3333
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,0.3378
2000-02-18,-0.6734
2000-02-22,-0.339
2000-02-23,-1.0204
2000-02-24,-2.7491
2000-02-25,1.0601
2000-02-28,2.7972
2000-02-29,-0.6803
2000-03-01,2.3973
2000-03-02,-4.0134
2000-03-03,1.0453
2000-03-06,-1.7241
2000-03-07,0.7018
2000-03-08,-1.3937
2000-03-09,-0.7067
2000-03-10,0.0
2000-03-13,3.5587
2000-03-14,-2.4055
2000-03-15,-0.7042
2000-03-16,5.3191
2000-03-17,1.6835
2000-03-20,0.0
2000-03-21,2.3179
2000-03-22,-1.2945
2000-03-23,-0.6557
2000-03-24,-0.33
2000-03-27,-1.3245
2000-03-28,-1.3423
2000-03-29,4.4218
2000-03-30,-1.6287
2000-03-31,-2.649
2000-04-03,3.7415000000000003
2000-04-04,-1.6393
2000-04-05,0.0
2000-04-06,2.6667
2000-04-07,0.3247
2000-04-10,-2.589
2000-04-11,1.9933999999999998
2000-04-12,-0.5212
2000-04-13,2.9703
2000-04-14,-4.1667
2000-04-17,2.0067
2000-04-18,-0.3279
2000-04-19,0.9868
2000-04-20,0.3257
2000-04-24,-3.2468
2000-04-25,3.0201
2000-04-26,1.6287
2000-04-27,-2.2436
2000-04-28,2.623
2000-05-01,1.9169
2000-05-02,0.0
2000-05-03,-4.0752
2000-05-04,3.9215999999999998
2000-05-05,-0.9434
2000-05-08,-3.8095
2000-05-09,0.33
2000-05-10,-0.3289
2000-05-11,5.6106
2000-05-12,-1.875
2000-05-15,0.6369
2000-05-16,-1.2658
2000-05-17,-2.5641
2000-05-18,0.0
2000-05-19,1.6447
2000-05-22,-3.8834999999999997
2000-05-23,0.3367
