ticker,PPMIQ US Equity
2000-05-23,2.0566
2000-05-24,2.8967
2000-05-25,-2.448
2000-05-26,0.5019
2000-05-30,4.6192
2000-05-31,-3.1026
2000-06-01,2.4631
2000-06-02,1.5625
2000-06-05,-2.3669000000000002
2000-06-06,0.8485
2000-06-07,2.524
2000-06-08,-0.8206
2000-06-09,2.2459
2000-06-12,-1.0405
2000-06-13,-3.0374
2000-06-14,-1.8072
2000-06-15,-2.3313
2000-06-16,-4.0201
2000-06-19,0.9162
2000-06-20,-1.5564
2000-06-21,-1.9763
2000-06-22,-1.3441
2000-06-23,-0.2725
2000-06-26,-2.1858
2000-06-27,9.7765
2000-06-28,0.8448
2000-06-29,2.6515
2000-06-30,-6.4883
2000-07-03,3.2555
2000-07-05,1.4013
2000-07-06,0.0
2000-07-07,3.8945
2000-07-10,2.7811
2000-07-11,-0.4706
2000-07-12,7.9196
2000-07-13,0.5476
2000-07-14,3.9215999999999998
2000-07-17,-3.9832
2000-07-18,-1.0917
2000-07-19,-0.4415
2000-07-20,0.7761
2000-07-21,-2.6403
2000-07-24,2.2599
2000-07-25,-0.442
2000-07-26,2.9967
2000-07-27,4.3103
2000-07-28,0.1033
2000-07-31,3.4056
2000-08-01,-0.0998
2000-08-02,-0.999
2000-08-03,1.0091
2000-08-04,1.3986
2000-08-07,-1.5764
2000-08-08,1.3013
2000-08-09,-3.0632
2000-08-10,-0.3058
2000-08-11,3.5787
2000-08-14,1.0859
2000-08-15,0.1953
2000-08-16,-3.5088
2000-08-17,0.6061
2000-08-18,-1.4056
2000-08-21,2.6477
2000-08-22,0.6944
2000-08-23,-2.266
2000-08-24,0.2016
2000-08-25,-1.6097000000000001
2000-08-28,-2.3517
2000-08-29,0.4188
2000-08-30,2.5026
2000-08-31,0.9156
2000-09-01,-0.1008
2000-09-05,0.2018
2000-09-06,1.4099
2000-09-07,3.4757
2000-09-08,3.071
2000-09-11,2.8864
2000-09-12,-1.7195
2000-09-13,-1.105
2000-09-14,4.0968
2000-09-15,-0.6261
2000-09-18,-1.5302
2000-09-19,0.1828
2000-09-20,-1.1861
2000-09-21,0.0
2000-09-22,1.2004
2000-09-25,2.0073
2000-09-26,-1.2522
2000-09-27,-1.2101
2000-09-28,3.3945
2000-09-29,-3.8154
2000-10-02,2.3985
2000-10-03,1.5314999999999999
2000-10-04,-0.6211
2000-10-05,1.0714
2000-10-06,-2.7385
2000-10-09,-1.5441
2000-10-10,2.3063000000000002
2000-10-11,0.2705
2000-10-12,-2.6079
2000-10-13,6.3712
2000-10-16,1.3889
2000-10-17,-3.2534
2000-10-18,-2.1239
2000-10-19,-0.9042
2000-10-20,0.9124
2000-10-23,1.4466999999999999
2000-10-24,0.1783
2000-10-25,1.7793999999999999
2000-10-26,-4.2832
2000-10-27,1.3699
2000-10-30,3.7838000000000003
2000-10-31,2.6042
2000-11-01,-0.846
2000-11-02,-0.6826
2000-11-03,-4.7251
2000-11-06,0.2705
2000-11-07,-0.9892
2000-11-08,-1.4532
2000-11-09,-1.4747
2000-11-10,-0.0935
2000-11-13,-0.7491
2000-11-14,2.2641999999999998
2000-11-15,0.9225
2000-11-16,-0.8227
2000-11-17,0.4608
2000-11-20,-1.8349
2000-11-21,-1.6822
2000-11-22,-3.5171
2000-11-24,0.197
2000-11-27,-3.2448
2000-11-28,2.0325
2000-11-29,3.6853
2000-11-30,-2.3055
2000-12-01,-1.3766
2000-12-04,-1.0967
2000-12-05,-0.1008
2000-12-06,-4.1372
2000-12-07,-0.5263
2000-12-08,0.6349
2000-12-11,-0.7361
2000-12-12,-1.3771
2000-12-13,0.2148
2000-12-14,-1.0718
2000-12-15,0.5417
2000-12-18,7.7586
2000-12-19,4.0
2000-12-20,0.4808
2000-12-21,4.4019
2000-12-22,0.3666
2000-12-26,-0.1826
2000-12-27,2.1629
2000-12-28,-2.1505
2000-12-29,-0.8242
2001-01-02,-3.0471
2001-01-03,-0.9524
2001-01-04,-5.5769
2001-01-05,-5.499
2001-01-08,-0.2155
2001-01-09,-6.6955
2001-01-10,1.0417
2001-01-11,-4.2383
2001-01-12,-3.5885
2001-01-16,3.7221
2001-01-17,-1.4354
2001-01-18,-5.0971
2001-01-19,0.1279
2001-01-22,6.5134
2001-01-23,3.2374
2001-01-24,2.6713
2001-01-25,1.81
2001-01-26,0.0
2001-01-29,2.7556000000000003
2001-01-30,2.0069
2001-01-31,-4.1893
2001-02-01,-0.8497
2001-02-02,1.2319
2001-02-05,2.2928
2001-02-06,-1.9483000000000001
2001-02-07,1.354
2001-02-08,-1.145
2001-02-09,1.3514
2001-02-12,3.0303
2001-02-13,-2.2689
2001-02-14,-1.9776
2001-02-15,1.2631999999999999
2001-02-16,1.3687
2001-02-20,-2.5808
2001-02-21,-2.0702
2001-02-22,-2.4901
2001-02-23,0.8635
2001-02-26,1.275
2001-02-27,2.3561
2001-02-28,-1.5814
2001-03-01,-3.2673
2001-03-02,0.5537
2001-03-05,0.9178
2001-03-06,-0.2364
2001-03-07,3.1541
2001-03-08,2.5097
2001-03-09,0.0
2001-03-12,-2.1552
2001-03-13,0.4758
2001-03-14,-3.4549
2001-03-15,1.0718
2001-03-16,1.8152
2001-03-19,0.2648
2001-03-20,0.7923
2001-03-21,4.3668
2001-03-22,-1.1715
2001-03-23,1.1854
2001-03-26,4.1172
2001-03-27,-1.6396
2001-03-28,2.8599
2001-03-29,1.2719
2001-03-30,2.0094
2001-04-02,0.9695
2001-04-03,-2.9111000000000002
2001-04-04,-1.3187
2001-04-05,4.8361
2001-04-06,-3.2625
2001-04-09,-0.9412
2001-04-10,0.2217
2001-04-11,-0.948
2001-04-12,-1.2123
2001-04-16,-1.5017
2001-04-17,-4.918
2001-04-18,2.6034
2001-04-19,1.8316
2001-04-20,0.495
2001-04-23,-0.6076
2001-04-24,-1.206
2001-04-25,2.6087
2001-04-26,4.4003
2001-04-27,1.202
2001-04-30,-0.8175
2001-05-01,0.311
2001-05-02,-2.2481
2001-05-03,0.5393
2001-05-04,1.5144
2001-05-07,0.3885
2001-05-08,2.5387
2001-05-09,-0.2415
2001-05-10,-1.6343999999999999
2001-05-11,0.9231
2001-05-14,1.6768
2001-05-15,1.2594
2001-05-16,1.2732999999999999
2001-05-17,0.2924
2001-05-18,0.5977
2001-05-21,1.0723
2001-05-22,-2.5376
2001-05-23,0.2648
2001-05-24,-0.9683
2001-05-25,-0.1481
2001-05-29,1.6320000000000001
2001-05-30,0.365
2001-05-31,1.5272999999999999
2001-06-01,-1.7191999999999998
2001-06-04,0.9184
2001-06-05,0.0722
2001-06-06,3.2044
2001-06-07,-0.6993
2001-06-08,-0.0704
2001-06-11,0.0705
2001-06-12,1.6197
2001-06-13,1.5246
2001-06-14,-1.3242
2001-06-15,-0.3874
2001-06-18,-3.6111
2001-06-19,0.2882
2001-06-20,1.6379000000000001
2001-06-21,2.3466
2001-06-22,-1.6575
2001-06-25,0.4213
2001-06-26,-0.6993
2001-06-27,2.3099
2001-06-28,-2.2727
2001-06-29,2.4101
2001-07-02,-2.3534
2001-07-03,-1.1839
2001-07-05,0.542
2001-07-06,-1.1917
2001-07-09,-1.3639999999999999
2001-07-10,-2.6201
2001-07-11,2.4664
2001-07-12,1.6776
2001-07-13,1.2195
2001-07-16,1.1056
2001-07-17,-0.0421
2001-07-18,0.561
2001-07-19,-9.205
2001-07-20,-2.212
2001-07-23,2.2463
2001-07-24,-4.2864
2001-07-25,5.0562
2001-07-26,3.285
2001-07-27,-0.074
2001-07-30,1.7024
2001-07-31,0.4367
2001-08-01,2.6087
2001-08-02,-0.9181
2001-08-03,0.4277
2001-08-06,-0.2839
2001-08-07,-0.1423
2001-08-08,-1.2402
2001-08-09,1.0393
2001-08-10,-0.9857
2001-08-13,0.2308
2001-08-14,-0.0576
2001-08-15,0.5329
2001-08-16,-0.3009
2001-08-17,-0.8909
2001-08-20,-0.5945
2001-08-21,0.6418
2001-08-22,0.7971
2001-08-23,1.0065
2001-08-24,-0.9253
2001-08-27,-2.9885
2001-08-28,-1.3626
2001-08-29,-0.1802
2001-08-30,-0.707
2001-08-31,-1.2271
2001-09-04,-0.2301
2001-09-05,-0.7533
2001-09-06,-0.1549
2001-09-07,-2.4356
2001-09-10,0.2862
2001-09-17,-5.1847
2001-09-18,-0.786
2001-09-19,-1.9889000000000001
2001-09-20,-2.7687
2001-09-21,-1.8394
2001-09-24,3.1351
2001-09-25,2.4284
2001-09-26,-0.3241
2001-09-27,4.024
2001-09-28,2.6996
2001-10-01,-2.7729
2001-10-02,1.4672
2001-10-03,2.1121
2001-10-04,0.4932
2001-10-05,-3.1032
2001-10-08,-1.1438
2001-10-09,1.0083
2001-10-10,-7.8711
2001-10-11,4.1741
2001-10-12,-4.1603
2001-10-15,0.9607
2001-10-16,0.0881
2001-10-17,-0.5634
2001-10-18,-2.1778
2001-10-19,-1.3575
2001-10-22,2.2202
2001-10-23,-0.377
2001-10-24,1.4414
2001-10-25,0.7105
2001-10-26,2.7337
2001-10-29,-1.9742
2001-10-30,-1.2084
2001-10-31,-1.7018
2001-11-01,0.6853
2001-11-02,0.2149
2001-11-05,2.681
2001-11-06,1.5666
2001-11-07,0.3428
2001-11-08,1.5542
2001-11-09,-0.7904
2001-11-12,0.1017
2001-11-13,2.2862
2001-11-14,-0.3311
2001-11-15,-0.3322
2001-11-16,-0.9
2001-11-19,1.8668
2001-11-20,1.3703
2001-11-21,0.7003
2001-11-23,0.8895
2001-11-26,1.7153
2001-11-27,0.7092
2001-11-28,-3.1612
2001-11-29,3.2644
2001-11-30,-1.1737
2001-12-03,-1.6627
2001-12-04,-0.8535
2001-12-05,0.1462
2001-12-06,2.3354
2001-12-07,-0.3645
2001-12-10,-2.8153
2001-12-11,1.7675999999999998
2001-12-12,-0.6915
2001-12-13,-2.834
2001-12-14,0.5167
2001-12-17,0.2321
2001-12-18,3.0438
2001-12-19,3.4195
2001-12-20,1.2419
2001-12-21,0.2913
2001-12-24,0.5962
2001-12-26,0.3343
2001-12-27,0.8937
2001-12-28,0.8562
2001-12-31,-0.1936
2002-01-02,1.6415
2002-01-03,0.4111
2002-01-04,-0.3656
2002-01-07,-1.8197999999999999
2002-01-08,-0.9567
2002-01-09,1.2225
2002-01-10,2.1619
2002-01-11,-0.7589
2002-01-14,-1.3235000000000001
2002-01-15,2.5335
2002-01-16,0.3924
2002-01-17,-0.1158
2002-01-18,0.1594
2002-01-22,0.2026
2002-01-23,-1.0543
2002-01-24,0.2481
2002-01-25,2.5044
2002-01-28,-1.9176
2002-01-29,0.1593
2002-01-30,1.258
2002-01-31,0.7425
2002-02-01,0.7087
2002-02-04,-3.0964
2002-02-05,0.1598
2002-02-06,-0.29
2002-02-07,-0.1745
2002-02-08,2.6661
2002-02-11,1.6745
2002-02-12,-0.8793
2002-02-13,2.2951
2002-02-14,0.0826
2002-02-15,-2.1455
2002-02-19,-0.7168
2002-02-20,-0.184
2002-02-21,-0.8509
2002-02-22,1.7737
2002-02-25,-0.2249
2002-02-26,-0.8311
2002-02-27,0.9943
2002-02-28,-0.3516
2002-03-01,1.3409
2002-03-04,1.1280999999999999
2002-03-05,1.0467
2002-03-06,1.3493
2002-03-07,-1.0893
2002-03-08,1.4412
2002-03-11,-0.6836
2002-03-12,-0.135
2002-03-13,-2.1892
2002-03-14,2.0309
2002-03-15,2.0311
2002-03-18,-0.1327
2002-03-19,0.1462
2002-03-20,-3.0122
2002-03-21,-0.7799
2002-03-22,0.0414
2002-03-25,-1.8883999999999999
2002-03-26,1.7561
2002-03-27,3.8818
2002-03-28,0.7447
2002-04-01,0.8844
2002-04-02,1.7925
2002-04-03,-2.7635
2002-04-04,1.4541
2002-04-05,0.6254
2002-04-08,0.9323
2002-04-09,4.3618
2002-04-10,1.7332999999999998
2002-04-11,0.29
2002-04-12,-0.1687
2002-04-15,-2.2085
2002-04-16,0.4319
2002-04-17,0.983
2002-04-18,-0.6206
2002-04-19,0.7102
2002-04-22,0.3647
2002-04-23,0.5815
2002-04-24,0.2047
2002-04-25,-1.2019
2002-04-26,-0.8273
2002-04-29,-2.1099
2002-04-30,1.6541000000000001
2002-05-01,2.9339
2002-05-02,-0.8982
2002-05-03,0.9063
2002-05-06,1.6048
2002-05-07,-0.5776
2002-05-08,-0.5335
2002-05-09,0.1788
2002-05-10,-1.0827
2002-05-13,1.3952
2002-05-14,1.1625
2002-05-15,0.7856
2002-05-16,0.4072
2002-05-17,1.7961
2002-05-20,-1.2066
2002-05-21,-2.1085
2002-05-22,0.6356
2002-05-23,-0.5029
2002-05-24,0.7641
2002-05-28,-0.0467
2002-05-29,0.1517
2002-05-30,-0.2447
2002-05-31,0.0
2002-06-03,-1.0631
2002-06-04,-2.0191
2002-06-05,-0.5785
2002-06-06,-0.8364
2002-06-07,1.2101
2002-06-10,-0.9662
2002-06-11,-3.7073
2002-06-12,-0.6712
2002-06-13,-3.0728
2002-06-14,1.1576
2002-06-17,2.4187
2002-06-18,-0.1016
2002-06-19,-1.1185
2002-06-20,0.3856
2002-06-21,0.7939
2002-06-24,-1.7530000000000001
2002-06-25,-0.9568
2002-06-26,-0.718
2002-06-27,-0.3158
2002-06-28,0.8448
2002-07-01,1.3089
2002-07-02,-4.0827
2002-07-03,-1.8319
2002-07-05,2.3326000000000002
2002-07-08,-2.7353
2002-07-09,-0.7168
2002-07-10,-6.7481
2002-07-11,-0.2382
2002-07-12,0.7164
2002-07-15,0.326
2002-07-16,0.1477
2002-07-17,-5.0147
2002-07-18,-3.5714
2002-07-19,3.0596
2002-07-22,-4.2813
2002-07-23,-2.4159
2002-07-24,5.353
2002-07-25,-3.1439
2002-07-26,3.4754
2002-07-29,6.147
2002-07-30,2.806
2002-07-31,3.1359
2002-08-01,-2.8153
2002-08-02,-5.9676
2002-08-05,-3.1423
2002-08-06,2.5763
2002-08-07,1.2403
2002-08-08,4.2879
2002-08-09,1.7621
2002-08-12,-1.443
2002-08-13,-2.9283
2002-08-14,2.2624
2002-08-15,-0.59
2002-08-16,1.2463
2002-08-19,-0.7913
2002-08-20,-0.7386
2002-08-21,-0.2083
2002-08-22,4.3841
2002-08-23,-1.1143
2002-08-26,1.1846
2002-08-27,-2.1987
2002-08-28,-1.8394
2002-08-29,0.8328
2002-08-30,0.0
2002-09-03,-3.0678
2002-09-04,0.8825
2002-09-05,-0.3922
2002-09-06,1.4537
2002-09-09,1.9403000000000001
2002-09-10,-3.4261
2002-09-11,-0.7277
2002-09-12,-3.3903
2002-09-13,0.2845
2002-09-16,-8.575
2002-09-17,-2.6897
2002-09-18,4.2169
2002-09-19,-3.7401999999999997
2002-09-20,-2.2607
2002-09-23,-2.8189
2002-09-24,1.2644
2002-09-25,-0.0367
2002-09-26,2.8839
2002-09-27,-3.2881
2002-09-30,0.5543
2002-10-01,6.5785
2002-10-02,-5.931
2002-10-03,0.2933
2002-10-04,-2.193
2002-10-07,-4.7085
2002-10-08,3.6471
2002-10-09,-5.5619
2002-10-10,10.6571
2002-10-11,4.2722999999999995
2002-10-14,-0.4861
2002-10-15,9.4208
2002-10-16,-2.8061
2002-10-17,3.5105
2002-10-18,1.046
2002-10-21,2.9798999999999998
2002-10-22,-2.65
2002-10-23,-1.9399
2002-10-24,-3.4142
2002-10-25,3.2045
2002-10-28,-3.8092
2002-10-29,-1.2978
2002-10-30,-1.0115
2002-10-31,1.4986
2002-11-01,2.1141
2002-11-04,1.3801999999999999
2002-11-05,-0.4538
2002-11-06,-0.3908
2002-11-07,-2.2556
2002-11-08,-1.806
2002-11-11,-1.4986
2002-11-12,2.87
2002-11-13,-2.4202
2002-11-14,2.4112999999999998
2002-11-15,1.5809
2002-11-18,-2.8146
2002-11-19,1.3969
2002-11-20,1.5793
2002-11-21,4.3665
2002-11-22,2.1553
2002-11-25,-1.117
2002-11-26,-1.7570999999999999
2002-11-27,3.1619
2002-11-29,0.8978
2002-12-02,0.0307
2002-12-03,-3.1902
2002-12-04,-1.0139
2002-12-05,-1.1844000000000001
2002-12-06,0.7451
2002-12-09,-1.9614
2002-12-10,0.0984
2002-12-11,2.3919
2002-12-12,-1.28
2002-12-13,-1.9773
2002-12-16,0.8598
2002-12-17,-0.0328
2002-12-18,-0.9511
2002-12-19,-1.3245
2002-12-20,2.9195
2002-12-23,-0.9782
2002-12-24,0.0329
2002-12-26,-0.5925
2002-12-27,-1.6059999999999999
2002-12-30,0.9094
2002-12-31,0.267
2003-01-02,3.2622999999999998
2003-01-03,0.0
2003-01-06,2.6112
2003-01-07,-1.0682
2003-01-08,-0.6351
2003-01-09,2.1732
2003-01-10,-1.2825
2003-01-13,0.3485
2003-01-14,0.2526
2003-01-15,-0.315
2003-01-16,-3.2543
2003-01-17,-0.8165
2003-01-21,-1.8769
2003-01-22,-1.8456000000000001
2003-01-23,1.0256
2003-01-24,-2.3012
2003-01-27,-3.0481
2003-01-28,1.179
2003-01-29,-0.2472
2003-01-30,-0.1416
2003-01-31,1.9142000000000001
2003-02-03,0.1391
2003-02-04,-1.9799
2003-02-05,1.9135
2003-02-06,-3.338
2003-02-07,-0.3957
2003-02-10,1.0834
2003-02-11,-1.1075
2003-02-12,-1.7341
2003-02-13,0.2941
2003-02-14,1.5396
2003-02-18,2.3105
2003-02-19,-1.729
2003-02-20,-1.0054
2003-02-21,1.2695
2003-02-24,-2.9011
2003-02-25,0.2582
2003-02-26,-2.3179
2003-02-27,1.8079
2003-02-28,0.259
2003-03-03,-1.1808
2003-03-04,-2.2778
2003-03-05,-1.1081
2003-03-06,0.3091
2003-03-07,-1.0401
2003-03-10,-2.2188
2003-03-11,-1.2739
2003-03-12,-2.4194
2003-03-13,2.5207
2003-03-14,1.2898
2003-03-17,2.0692
2003-03-18,0.9747
2003-03-19,2.1622
2003-03-20,0.3401
2003-03-21,2.4482
2003-03-24,-2.8676
2003-03-25,1.2490999999999999
2003-03-26,-0.4486
2003-03-27,-0.8074
2003-03-28,-1.9704000000000002
2003-03-31,-1.237
2003-04-01,2.4657999999999998
2003-04-02,3.5141
2003-04-03,-1.5497999999999998
2003-04-04,0.2249
2003-04-07,-0.7479
2003-04-08,-2.0347
2003-04-09,0.0385
2003-04-10,-0.5383
2003-04-11,1.0437
2003-04-14,1.1477
2003-04-15,6.9592
2003-04-16,-2.6521
2003-04-17,3.4871
2003-04-21,2.0007
2003-04-22,3.8885
2003-04-23,1.1593
2003-04-24,-1.0478
2003-04-25,-2.2502
2003-04-28,2.5051
2003-04-29,1.8164
2003-04-30,-0.0324
2003-05-01,-1.5574
2003-05-02,-7.4818999999999996
2003-05-05,-2.0306
2003-05-06,2.7273
2003-05-07,-2.5487
2003-05-08,0.3632
2003-05-09,1.3391
2003-05-12,-0.25
2003-05-13,0.7877
2003-05-14,-2.3446
2003-05-15,-2.7645999999999997
2003-05-16,0.6734
2003-05-19,-1.0777
2003-05-20,-0.5635
2003-05-21,0.1133
2003-05-22,1.1698
2003-05-23,-0.4849
2003-05-27,3.0735
2003-05-28,5.1273
2003-05-29,1.4874
2003-05-30,4.499
2003-06-02,2.2505
2003-06-03,-5.5502
2003-06-04,0.6079
2003-06-05,-0.8392
2003-06-06,-1.2525
2003-06-09,-3.5996
2003-06-10,0.6757
2003-06-11,1.3423
2003-06-12,-0.732
2003-06-13,0.0702
2003-06-16,3.2982
2003-06-17,-0.1359
2003-06-18,1.1224
2003-06-19,-1.11
2003-06-20,0.068
2003-06-23,-3.1951
2003-06-24,0.8427
2003-06-25,1.2535
2003-06-26,-7.1011
2003-06-27,1.7784
2003-06-30,-2.2934
2003-07-01,2.9806
2003-07-02,0.9407
2003-07-03,0.5376
2003-07-07,3.4225
2003-07-08,-0.2068
2003-07-09,1.7271
2003-07-10,-1.7997
2003-07-11,0.4841
2003-07-14,3.682
2003-07-15,2.6884
2003-07-16,-0.1293
2003-07-17,-0.3883
2003-07-18,3.2489
2003-07-21,-2.4544
2003-07-22,-0.3226
2003-07-23,-0.4531
2003-07-24,1.1053
2003-07-25,0.4823
2003-07-28,0.8
2003-07-29,-0.4444
2003-07-30,0.0957
2003-07-31,5.5432
2003-08-01,-1.0866
2003-08-04,0.2441
2003-08-05,-1.4612
2003-08-06,0.0618
2003-08-07,-0.3396
2003-08-08,2.2305
2003-08-11,0.2727
2003-08-12,2.327
2003-08-13,0.2363
2003-08-14,2.2687
2003-08-15,-0.1729
2003-08-18,0.8947
2003-08-19,1.4016
2003-08-20,0.5642
2003-08-21,-1.1501000000000001
2003-08-22,0.9364
2003-08-25,-0.6466
2003-08-26,-1.3016
2003-08-27,-0.43
2003-08-28,0.8638
2003-08-29,0.9991
2003-09-02,0.961
2003-09-03,1.2318
2003-09-04,-1.2998
2003-09-05,-1.0927
2003-09-08,0.0283
2003-09-09,-0.9063
2003-09-10,-1.086
2003-09-11,-0.1734
2003-09-12,1.0709
2003-09-15,-0.63
2003-09-16,0.8646
2003-09-17,-1.5714000000000001
2003-09-18,1.5965
2003-09-19,-0.4571
2003-09-22,0.4592
2003-09-23,0.3714
2003-09-24,-1.4233
2003-09-25,-1.6171
2003-09-26,-3.5000999999999998
2003-09-29,2.3143000000000002
2003-09-30,0.4464
2003-10-01,3.2296
2003-10-02,0.3157
2003-10-03,1.8598
2003-10-06,0.6461
2003-10-07,-1.1164
2003-10-08,1.0443
2003-10-09,-1.3128
2003-10-10,-1.1605
2003-10-13,3.2646
2003-10-14,1.9689
2003-10-15,-0.9247
2003-10-16,2.0587
2003-10-17,-1.4255
2003-10-20,-0.764
2003-10-21,-1.8697
2003-10-22,2.0734
2003-10-23,1.2078
2003-10-24,0.5967
2003-10-27,-0.5392
2003-10-28,3.8222
2003-10-29,-0.1567
2003-10-30,-0.2615
2003-10-31,0.236
2003-11-03,0.6016
2003-11-04,-0.936
2003-11-05,0.1312
2003-11-06,0.6029
2003-11-07,0.5472
2003-11-10,-1.0106
2003-11-11,-0.4188
2003-11-12,-0.4469
2003-11-13,-0.0792
2003-11-14,-1.0571
2003-11-17,-0.7479
2003-11-18,-1.1841
2003-11-19,-0.0272
2003-11-20,-2.0158
2003-11-21,0.5004
2003-11-24,1.7981
2003-11-25,0.6522
2003-11-26,1.0259
2003-11-28,-0.5077
2003-12-01,1.9339
2003-12-02,-1.4756
2003-12-03,-0.1337
2003-12-04,-0.1875
2003-12-05,-1.1806
2003-12-08,0.2987
2003-12-09,-1.2453
2003-12-10,-1.1787
2003-12-11,2.3578
2003-12-12,0.0
2003-12-15,-2.0054
2003-12-16,0.3319
2003-12-17,-1.1852
2003-12-18,0.251
2003-12-19,0.6956
2003-12-22,0.2211
2003-12-23,0.4136
2003-12-24,0.4942
2003-12-26,-0.2732
2003-12-29,-0.3082
2003-12-30,1.7882
2003-12-31,0.6216
2004-01-02,-0.3223
2004-01-05,0.8084
2004-01-06,0.1604
2004-01-07,0.3736
2004-01-08,1.4889999999999999
2004-01-09,-0.8122
2004-01-12,4.7279
2004-01-13,0.1261
2004-01-14,1.0831
2004-01-15,-0.1994
2004-01-16,0.6492
2004-01-20,1.6869
2004-01-21,1.2442
2004-01-22,-3.8795
2004-01-23,-1.1782
2004-01-26,0.0761
2004-01-27,-2.5856
2004-01-28,1.5091999999999999
2004-01-29,-1.051
2004-01-30,0.0518
2004-02-02,-0.0777
2004-02-03,-0.5701
2004-02-04,-0.5212
2004-02-05,1.3361
2004-02-06,0.4912
2004-02-09,1.2092
2004-02-10,0.1525
2004-02-11,0.6599
2004-02-12,-0.5295
2004-02-13,-1.2674
2004-02-17,-0.0257
2004-02-18,-0.4109
2004-02-19,-0.0516
2004-02-20,0.3612
2004-02-23,0.0257
2004-02-24,-0.4112
2004-02-25,0.4387
2004-02-26,0.8736
2004-02-27,0.866
2004-03-01,1.8182
2004-03-02,0.5208
2004-03-03,-0.0493
2004-03-04,-0.0247
2004-03-05,-1.1852
2004-03-08,-0.7746
2004-03-09,-1.0829
2004-03-10,-1.8839000000000001
2004-03-11,-1.8681999999999999
2004-03-12,0.3966
2004-03-15,-1.7909000000000002
2004-03-16,-0.6972
2004-03-17,-0.3511
2004-03-18,-1.3820999999999999
2004-03-19,1.5937999999999999
2004-03-22,-2.218
2004-03-23,0.9129
2004-03-24,-0.3838
2004-03-25,0.9906
2004-03-26,0.8992
2004-03-29,0.5604
2004-03-30,-0.3763
2004-03-31,0.8095
2004-04-01,3.3726
2004-04-02,3.2108
2004-04-05,0.9032
2004-04-06,-2.2128
2004-04-07,-0.1526
2004-04-08,0.4584
2004-04-12,1.7744
2004-04-13,2.1669
2004-04-14,3.4617
2004-04-15,-0.3299
2004-04-16,0.0
2004-04-19,-0.0946
2004-04-20,0.3076
2004-04-21,-0.6134
2004-04-22,5.3881
2004-04-23,-0.2252
2004-04-26,0.0
2004-04-27,-0.158
2004-04-28,-1.04
2004-04-29,-1.1423
2004-04-30,-0.5547
2004-05-03,0.1162
2004-05-04,-0.4178
2004-05-05,0.979
2004-05-06,-0.2078
2004-05-07,1.0872
2004-05-10,-2.0366
2004-05-11,-0.4438
2004-05-12,-1.8771
2004-05-13,0.1435
2004-05-14,-0.6686
2004-05-17,-2.0913
2004-05-18,0.8102
2004-05-19,-0.2192
2004-05-20,1.0495
2004-05-21,-0.0242
2004-05-24,0.1933
2004-05-25,1.3263
