ticker,SDW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.1162
2000-01-04,-1.2626
2000-01-05,3.8363
2000-01-06,0.3695
2000-01-07,3.8037
2000-01-10,-1.182
2000-01-11,-0.2392
2000-01-12,-1.6787
2000-01-13,7.439
2000-01-14,0.9081
2000-01-18,1.1249
2000-01-19,0.4449
2000-01-20,-2.2148
2000-01-21,-1.812
2000-01-24,-1.9607999999999999
2000-01-25,-2.1176
2000-01-26,0.0
2000-01-27,-0.9615
2000-01-28,0.3641
2000-01-31,-3.1439
2000-02-01,6.8664
2000-02-02,0.1168
2000-02-03,-0.2334
2000-02-04,2.807
2000-02-07,-1.479
2000-02-08,3.3487
2000-02-09,3.0168
2000-02-10,-2.1692
2000-02-11,1.5965
2000-02-14,-2.6258
2000-02-15,0.5618
2000-02-16,-1.6760000000000002
2000-02-17,-1.3636
2000-02-18,1.1521
2000-02-22,-4.2141
2000-02-23,-1.0702
2000-02-24,0.2404
2000-02-25,-1.9184999999999999
2000-02-28,-1.5892
2000-02-29,-1.3665
2000-03-01,1.7631999999999999
2000-03-02,0.3713
2000-03-03,-1.603
2000-03-06,-1.0025
2000-03-07,-3.1646
2000-03-08,6.0131
2000-03-09,4.0691
2000-03-10,-2.3697
2000-03-13,-2.0631
2000-03-14,0.3717
2000-03-15,4.6914
2000-03-16,8.0189
2000-03-17,-4.0393
2000-03-20,1.479
2000-03-21,-2.0179
2000-03-22,-2.746
2000-03-23,3.5294
2000-03-24,2.5
2000-03-27,-3.7694
2000-03-28,11.0599
2000-03-29,-1.1411
2000-03-30,-0.7345
2000-03-31,0.2114
2000-04-03,-0.7384
2000-04-04,-2.1254
2000-04-05,5.646
2000-04-06,-1.4388
2000-04-07,0.9385
2000-04-10,-0.1033
2000-04-11,0.7239
2000-04-12,-1.232
2000-04-13,-0.2079
2000-04-14,-5.8333
2000-04-17,0.9956
2000-04-18,3.1763
2000-04-19,3.5032
2000-04-20,0.0
2000-04-24,-0.6154
2000-04-25,-0.7224
2000-04-26,-1.5593
2000-04-27,0.7392
2000-04-28,-2.5157
2000-05-01,0.6452
2000-05-02,0.1068
2000-05-03,0.8538
2000-05-04,0.9524
2000-05-05,4.9266
2000-05-08,0.5994
2000-05-09,-0.1986
2000-05-10,-0.597
2000-05-11,2.042
2000-05-12,-2.2616
2000-05-15,-4.7284
2000-05-16,5.1742
2000-05-17,6.9277
2000-05-18,-0.5634
2000-05-19,-4.1549
2000-05-22,2.069
2000-05-23,-2.3166
