ticker,CIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.8277
2000-01-04,0.5319
2000-01-05,3.9683
2000-01-06,0.0
2000-01-07,0.7634
2000-01-10,0.0
2000-01-11,-0.5051
2000-01-12,0.0
2000-01-13,-0.7614
2000-01-14,-1.2788
2000-01-18,0.0
2000-01-19,1.2953000000000001
2000-01-20,0.5115
2000-01-21,0.7634
2000-01-24,1.0101
2000-01-25,-0.75
2000-01-26,0.5038
2000-01-27,-1.4536
2000-01-28,-2.3316
2000-01-31,5.5703
2000-02-01,0.5025
2000-02-02,0.0
2000-02-03,1.75
2000-02-04,-2.457
2000-02-07,-1.2594
2000-02-08,1.2755
2000-02-09,-1.0076
2000-02-10,-1.0178
2000-02-11,-0.2571
2000-02-14,-1.2887
2000-02-15,-0.5222
2000-02-16,0.5249
2000-02-17,-1.8277
2000-02-18,-2.3936
2000-02-22,-1.3624
2000-02-23,-1.105
2000-02-24,-4.7486
2000-02-25,-1.4663
2000-02-28,1.7856999999999998
2000-02-29,0.0
2000-03-01,-1.462
2000-03-02,0.0
2000-03-03,1.7804
2000-03-06,-2.6239
2000-03-07,-1.1976
2000-03-08,-2.1212
2000-03-09,1.2384
2000-03-10,-1.2232
2000-03-13,1.2384
2000-03-14,-1.5291000000000001
2000-03-15,6.5217
2000-03-16,4.6647
2000-03-17,-2.507
2000-03-20,2.0
2000-03-21,0.8403
2000-03-22,-6.6667
2000-03-23,1.7856999999999998
2000-03-24,-1.462
2000-03-27,-0.2967
2000-03-28,-2.3810000000000002
2000-03-29,2.439
2000-03-30,1.7856999999999998
2000-03-31,0.5848
2000-04-03,-0.2907
2000-04-04,1.1662
2000-04-05,2.3055
2000-04-06,1.4085
2000-04-07,0.5556
2000-04-10,1.6575
2000-04-11,2.1739
2000-04-12,3.4574
2000-04-13,3.3419
2000-04-14,-0.2488
2000-04-17,0.7481
2000-04-18,1.2376
2000-04-19,-0.489
2000-04-20,-0.2457
2000-04-24,4.4335
2000-04-25,3.066
2000-04-26,2.5172
2000-04-27,-3.125
2000-04-28,-1.3825
2000-05-01,0.4673
2000-05-02,-1.1163
2000-05-03,-0.9569
2000-05-04,1.6907999999999999
2000-05-05,-1.1876
2000-05-08,2.8846
2000-05-09,-1.8692
2000-05-10,5.0
2000-05-11,1.3605
2000-05-12,-1.7896999999999998
2000-05-15,0.9112
2000-05-16,-1.5800999999999998
2000-05-17,-3.4404
2000-05-18,1.1876
2000-05-19,0.2347
2000-05-22,0.4684
