ticker,JLL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.7368
2000-01-04,-0.5525
2000-01-05,2.2222
2000-01-06,-1.087
2000-01-07,4.9451
2000-01-10,-0.5236
2000-01-11,-3.1579
2000-01-12,-6.5217
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,-4.0698
2000-01-19,3.6364
2000-01-20,-5.848
2000-01-21,49.0683
2000-01-24,2.5
2000-01-25,-3.252
2000-01-26,0.8403
2000-01-27,-8.3333
2000-01-28,0.0
2000-01-31,-1.3636
2000-02-01,0.4608
2000-02-02,-1.3761
2000-02-03,-2.7907
2000-02-04,-2.8708
2000-02-07,0.9852
2000-02-08,-1.4634
2000-02-09,-2.4752
2000-02-10,-2.5381
2000-02-11,-0.5208
2000-02-14,-2.6178
2000-02-15,-1.6129
2000-02-16,-2.7321999999999997
2000-02-17,1.6854
2000-02-18,-1.105
2000-02-22,0.0
2000-02-23,0.5587
2000-02-24,6.6667
2000-02-25,0.0
2000-02-28,1.0417
2000-02-29,1.0309
2000-03-01,0.5102
2000-03-02,-0.5076
2000-03-03,2.0408
2000-03-06,1.5
2000-03-07,-0.4926
2000-03-08,-0.495
2000-03-09,0.4975
2000-03-10,0.0
2000-03-13,-1.9802
2000-03-14,2.5253
2000-03-15,6.4039
2000-03-16,7.4074
2000-03-17,-3.4483
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,-0.4464
2000-03-23,1.7936999999999999
2000-03-24,-1.3216
2000-03-27,0.0
2000-03-28,3.125
2000-03-29,0.0
2000-03-30,3.4632
2000-03-31,3.7657
2000-04-03,-2.0161
2000-04-04,-1.2346
2000-04-05,0.4167
2000-04-06,0.0
2000-04-07,-2.0747
2000-04-10,-0.8475
2000-04-11,0.0
2000-04-12,1.7094
2000-04-13,-1.2605
2000-04-14,2.5532
2000-04-17,1.6598000000000002
2000-04-18,0.4082
2000-04-19,-1.626
2000-04-20,0.4132
2000-04-24,-0.4115
2000-04-25,-0.4132
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,5.8091
2000-05-01,-1.1764999999999999
2000-05-02,-2.7778
2000-05-03,-0.8163
2000-05-04,-1.2346
2000-05-05,1.6667
2000-05-08,-1.6393
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,0.4167
2000-05-12,0.4149
2000-05-15,1.6529
2000-05-16,-1.2195
2000-05-17,-0.823
2000-05-18,-0.4149
2000-05-19,0.8333
2000-05-22,-0.4132
2000-05-23,-0.4149
2000-05-24,0.0
