ticker,EOP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.7614
2000-01-04,-0.2558
2000-01-05,1.2821
2000-01-06,1.0127
2000-01-07,0.7519
2000-01-10,-0.4975
2000-01-11,0.25
2000-01-12,0.9975
2000-01-13,0.2469
2000-01-14,0.2463
2000-01-18,0.0
2000-01-19,0.2457
2000-01-20,-0.2451
2000-01-21,0.7371
2000-01-24,0.7317
2000-01-25,-0.4843
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.2433
2000-01-31,-0.7282
2000-02-01,0.2445
2000-02-02,0.2439
2000-02-03,0.0
2000-02-04,-0.2433
2000-02-07,-0.2439
2000-02-08,1.7115
2000-02-09,-0.7212
2000-02-10,-0.4843
2000-02-11,-5.8394
2000-02-14,-2.3256
2000-02-15,-0.7937
2000-02-16,0.8
2000-02-17,1.5873
2000-02-18,-0.2604
2000-02-22,-0.5222
2000-02-23,0.2625
2000-02-24,0.2618
2000-02-25,-0.2611
2000-02-28,-0.2618
2000-02-29,0.5249
2000-03-01,-0.5222
2000-03-02,0.5249
2000-03-03,1.8277
2000-03-06,-0.7692
2000-03-07,0.0
2000-03-08,1.292
2000-03-09,-0.2551
2000-03-10,0.5115
2000-03-13,-0.5089
2000-03-14,-0.5115
2000-03-15,1.0283
2000-03-16,0.7634
2000-03-17,1.2626
2000-03-20,0.7481
2000-03-21,-0.2475
2000-03-22,0.2481
2000-03-23,0.0
2000-03-24,-0.2475
2000-03-27,0.2481
2000-03-28,-0.2475
2000-03-29,0.9231
2000-03-30,0.25
2000-03-31,0.2494
2000-04-03,0.2488
2000-04-04,-0.4963
2000-04-05,1.2469000000000001
2000-04-06,2.4631
2000-04-07,0.7212
2000-04-10,1.1933
2000-04-11,0.9434
2000-04-12,1.1682
2000-04-13,-0.2309
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,0.9259
2000-04-19,-0.2294
2000-04-20,0.0
2000-04-24,0.2299
2000-04-25,-0.6881
2000-04-26,0.4619
2000-04-27,-0.2299
2000-04-28,0.2304
2000-05-01,1.3793
2000-05-02,1.1338
2000-05-03,-1.1211
2000-05-04,0.6803
2000-05-05,0.2252
2000-05-08,-0.6742
2000-05-09,1.1312
2000-05-10,-1.1186
2000-05-11,0.6787
2000-05-12,0.6742
2000-05-15,-0.2232
2000-05-16,0.2237
2000-05-17,-0.2232
2000-05-18,0.4474
2000-05-19,0.0
2000-05-22,-0.4454
2000-05-23,-0.2237
2000-05-24,-2.2422
