ticker,NCH US Equity
2000-05-22,-0.1536
2000-05-23,0.0
2000-05-24,-0.3077
2000-05-25,0.463
2000-05-26,0.0
2000-05-30,0.0922
2000-05-31,-0.9288
2000-06-01,0.3125
2000-06-02,-0.6231
2000-06-05,-0.4702
2000-06-06,-0.6299
2000-06-07,-0.4754
2000-06-08,-0.4777
2000-06-09,0.0
2000-06-12,0.16
2000-06-13,-0.1597
2000-06-14,-0.16
2000-06-15,-0.1603
2000-06-16,-0.8026
2000-06-19,0.4854
2000-06-20,-3.0596
2000-06-21,-6.4784
2000-06-22,0.5329
2000-06-23,0.7067
2000-06-26,-0.4386
2000-06-27,1.8502
2000-06-28,-0.346
2000-06-29,0.5208
2000-06-30,0.0
2000-07-03,1.209
2000-07-05,-6.4846
2000-07-06,4.927
2000-07-07,2.9565
2000-07-10,1.3514
2000-07-11,1.0
2000-07-12,-0.9901
2000-07-13,2.0
2000-07-14,-0.6536
2000-07-17,0.3289
2000-07-18,3.7705
2000-07-19,-2.0537
2000-07-20,0.0
2000-07-21,-0.6452
2000-07-24,0.1623
2000-07-25,0.1621
2000-07-26,-0.9709
2000-07-27,0.9804
2000-07-28,-1.1327
2000-07-31,-0.1637
2000-08-01,0.6557
2000-08-02,-0.9772
2000-08-03,1.3158
2000-08-04,0.974
2000-08-07,0.0
2000-08-08,-0.9646
2000-08-09,-1.2987
2000-08-10,-0.8224
2000-08-11,1.6583999999999999
2000-08-14,0.8157
2000-08-15,-1.6181
2000-08-16,-0.3289
2000-08-17,-0.495
2000-08-18,0.1658
2000-08-21,-0.3311
2000-08-22,-0.6645
2000-08-23,-0.1672
2000-08-24,0.1675
2000-08-25,0.0
2000-08-28,0.0
2000-08-29,0.1672
2000-08-30,-0.2337
2000-08-31,0.8446
2000-09-01,-0.8375
2000-09-05,-3.3784
2000-09-06,5.5944
2000-09-07,0.3311
2000-09-08,-1.9802
2000-09-11,-0.1684
2000-09-13,-1.5177
2000-09-14,-0.6849
2000-09-15,-0.6897
2000-09-18,-1.2153
2000-09-19,-2.6362
2000-09-20,-0.5415
2000-09-21,-0.726
2000-09-22,-1.2797
2000-09-25,-0.3704
2000-09-26,-0.3717
2000-09-27,0.5597
2000-09-28,0.5566
2000-09-29,4.2435
2000-10-02,-1.5929
2000-10-03,3.2374
2000-10-04,-1.9163999999999999
2000-10-05,-2.3091
2000-10-06,-1.0909
2000-10-09,0.0
2000-10-10,-1.1029
2000-10-11,-0.3717
2000-10-12,-1.4925
2000-10-13,2.8409
2000-10-16,4.2357
2000-10-17,3.5336
2000-10-18,0.8532
2000-10-19,0.6768
2000-10-20,1.5126
2000-10-24,0.6623
2000-10-25,-3.125
2000-10-26,1.528
2000-10-27,1.505
2000-10-30,3.9539
2000-10-31,-1.1094
2000-11-01,1.9231
2000-11-02,1.4151
2000-11-03,0.4651
2000-11-06,-1.2346
2000-11-07,0.0
2000-11-08,1.875
2000-11-09,-1.0735999999999999
2000-11-10,-0.6202
2000-11-13,-0.936
2000-11-14,0.0
2000-11-15,-1.2598
2000-11-16,-2.0734
2000-11-17,0.8143
2000-11-20,0.1616
2000-11-21,2.2580999999999998
2000-11-22,1.1041
2000-11-24,-0.156
2000-11-27,0.9375
2000-11-28,-1.0836
2000-11-29,0.5634
2000-11-30,0.157
2000-12-01,0.3135
2000-12-04,-0.7812
2000-12-05,-0.1575
2000-12-06,2.2082
2000-12-07,2.1605
2000-12-08,3.3233
2000-12-11,0.2924
2000-12-12,-3.6443
2000-12-13,-3.6309
2000-12-14,-5.4945
2000-12-15,-0.3322
2000-12-18,-2.3333
2000-12-19,-1.3652
2000-12-20,-2.4221
2000-12-21,7.0922
2000-12-22,0.3311
2000-12-26,0.8251
2000-12-27,0.1637
2000-12-28,1.9607999999999999
2000-12-29,-2.5641
2001-01-02,1.3158
2001-01-03,4.7078
2001-01-04,1.0853
2001-01-05,-3.0675
2001-01-08,1.7405
2001-01-09,2.0218
2001-01-10,4.4207
2001-01-11,-3.0657
2001-01-12,3.4638999999999998
2001-01-16,2.9112
2001-01-17,0.0
2001-01-18,-3.6775
2001-01-19,0.0
2001-01-22,1.4684
2001-01-23,3.0391
2001-01-24,-1.6854
2001-01-25,-0.2857
2001-01-26,-1.2894
2001-01-29,2.1771
2001-01-30,0.5682
2001-01-31,0.4972
2001-02-01,0.832
2001-02-02,0.9144
2001-02-05,-0.4199
2001-02-06,1.1984
2001-02-07,0.4386
2001-02-08,-0.655
2001-02-09,1.0549
2001-02-12,1.8921000000000001
2001-02-13,4.1622
2001-02-14,-1.5574
2001-02-15,0.9992
2001-02-16,1.7106
2001-02-20,-1.6211
2001-02-21,-1.1329
2001-02-22,-0.8542
2001-02-23,-1.7651
2001-02-26,4.1711
2001-02-27,0.2053
2001-02-28,1.7130999999999998
2001-03-01,-1.5828
2001-03-02,0.2474
2001-03-05,-0.4525
2001-03-06,0.4132
2001-03-07,-0.2058
2001-03-08,0.2268
2001-03-09,0.432
2001-03-12,-2.1712
2001-03-13,-0.0838
2001-03-14,-0.0419
2001-03-15,0.6289
2001-03-16,-0.4375
2001-03-19,2.3227
2001-03-20,-0.184
2001-03-21,-0.5327
2001-03-22,-0.3708
2001-03-23,2.8737
2001-03-26,-1.8288
2001-03-27,-0.7165
2001-03-28,-3.4021
2001-03-29,0.1708
2001-03-30,1.4703
2001-04-02,2.8559
2001-04-03,1.2454
2001-04-04,2.7223
2001-04-05,3.5532
2001-04-06,-1.1564
2001-04-09,-1.3234
2001-04-10,1.8465
2001-04-11,-0.8779
2001-04-12,1.0397
2001-04-16,0.2096
2001-04-17,2.491
2001-04-18,0.6865
2001-04-19,-1.8058
2001-04-20,0.0
2001-04-23,-0.1877
2001-04-24,1.2032
2001-04-25,1.3375
2001-04-26,2.1265
2001-04-27,1.0232
2001-04-30,-0.4797
2001-05-01,-0.3749
2001-05-02,-1.4337
2001-05-03,-1.4545
2001-05-04,1.0148
2001-05-07,-1.7351999999999999
2001-05-08,0.3717
2001-05-09,-0.1111
2001-05-10,0.8157
2001-05-11,-2.4825
2001-05-14,1.2634
2001-05-15,0.5214
2001-05-16,1.0374
2001-05-17,0.2017
2001-05-18,1.043
2001-05-21,-0.1087
2001-05-22,0.4532
2001-05-23,-0.2707
2001-05-24,0.181
2001-05-25,-0.0542
2001-05-29,0.1265
2001-05-30,-1.2816
2001-05-31,-0.5705
2001-06-01,1.0365
2001-06-04,0.861
2001-06-05,0.7446
2001-06-06,-0.0361
2001-06-07,0.2525
2001-06-08,-0.5756
2001-06-12,-0.0181
2001-06-13,1.5201
2001-06-14,-1.9607999999999999
2001-06-15,-1.3091
2001-06-18,-0.5158
2001-06-19,-0.537
2001-06-20,-1.8805
2001-06-21,-0.8539
2001-06-22,-4.9952
2001-06-25,-4.3715
2001-06-26,-9.1216
2001-06-27,-0.255
2001-06-28,-2.8585000000000003
2001-06-29,-5.7416
2001-07-02,3.4772
2001-07-03,0.6623
2001-07-05,1.1452
2001-07-06,-3.2522
2001-07-09,3.3367
2001-07-10,-0.8434
2001-07-11,0.1701
2001-07-12,1.8923
2001-07-13,0.7619
2001-07-16,0.3781
2001-07-17,0.7533
2001-07-18,-1.285
2001-07-19,0.8284
2001-07-20,0.2347
2001-07-23,-1.6393
2001-07-24,0.8333
2001-07-25,-0.1417
2001-07-26,0.9695
2001-07-27,1.8735
2001-07-30,0.5747
2001-07-31,1.6
2001-08-01,-0.0675
2001-08-02,-0.1576
2001-08-03,0.7892
2001-08-06,-0.3356
2001-08-07,0.1122
2001-08-08,-0.6726
2001-08-09,-0.4063
2001-08-10,-0.068
2001-08-13,-0.6577
2001-08-14,-2.2831
2001-08-15,1.5187
2001-08-16,1.8412
2001-08-20,0.4294
2001-08-21,-0.8776
2001-08-22,-0.1816
2001-08-23,0.1365
2001-08-24,1.7488000000000001
2001-08-27,0.2232
2001-08-28,-0.2227
2001-08-29,-0.3125
2001-08-30,-0.5191
2001-08-31,0.2722
2001-09-04,-0.4525
2001-09-05,-0.7955
2001-09-06,0.0458
2001-09-07,0.0
2001-09-10,-0.458
2001-09-17,-3.3816
2001-09-18,-0.3571
2001-09-19,-2.9869
2001-09-20,-2.3399
2001-09-21,-0.3783
2001-09-24,-0.5063
2001-09-25,0.7379
2001-09-26,-2.5006
2001-09-27,0.0
2001-09-28,1.5285
2001-10-01,18.5251
2001-10-02,-1.4424000000000001
2001-10-03,-0.4369
2001-10-04,-0.7898
2001-10-05,0.3981
2001-10-08,0.1101
2001-10-09,0.22
2001-10-10,0.0659
2001-10-11,0.7021
2001-10-12,-0.8715
2001-10-15,0.6593
2001-10-16,-0.655
2001-10-17,0.0
2001-10-18,0.2198
2001-10-19,0.2193
2001-10-22,-0.4376
2001-10-23,0.022
2001-10-24,0.3296
2001-10-25,0.7665
2001-10-26,-0.326
2001-10-29,0.4143
2001-10-30,0.0
2001-10-31,0.8686
2001-11-01,-0.3229
2001-11-02,0.216
2001-11-05,0.431
2001-11-06,0.6438
2001-11-07,-0.6823
2001-11-08,0.2576
2001-11-09,-0.257
2001-11-12,-0.1717
2001-11-13,0.1075
2001-11-14,0.1289
2001-11-15,0.0
2001-11-19,-0.1287
2001-11-20,0.0
2001-11-21,-0.4296
2001-11-26,0.1079
2001-11-27,0.4741
2001-11-28,0.4505
2001-11-29,0.2582
2001-11-30,1.1803
2001-12-03,-0.8484
2001-12-04,-0.3209
2001-12-05,0.5365
2001-12-06,0.0
2001-12-07,0.6403
2001-12-10,-0.3181
2001-12-11,0.1064
2001-12-12,0.3188
2001-12-13,-0.7415
2001-12-14,-0.1067
2001-12-17,-0.4274
2001-12-18,1.073
2001-12-19,0.1274
2001-12-20,1.6751
2001-12-21,0.1043
2001-12-24,8.0833
2001-12-26,0.2506
2001-12-27,0.2692
2001-12-28,0.1918
2001-12-31,-0.1914
2002-01-02,0.0959
2002-01-03,0.0575
2002-01-04,0.0
2002-01-07,-0.0383
2002-01-08,-0.0192
2002-01-09,0.0192
2002-01-10,-0.0766
2002-01-11,-0.0958
2002-01-14,0.1343
2002-01-15,0.2108
2002-01-16,-0.2677
2002-01-17,0.1725
2002-01-18,-0.0574
2002-01-22,0.0191
2002-01-23,0.0
2002-01-24,0.0383
2002-01-25,0.0
2002-01-28,0.0383
2002-01-29,0.0191
2002-01-30,0.1913
2002-01-31,-0.1336
2002-02-01,0.1147
2002-02-04,0.0191
2002-02-05,-0.1527
2002-02-06,0.2294
2002-02-07,0.0
2002-02-08,0.2289
2002-02-11,-0.2094
2002-02-12,0.0381
