ticker,WJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.0937999999999999
2000-01-04,0.0
2000-01-05,-0.1546
2000-01-06,0.1548
2000-01-07,0.0
2000-01-10,0.4637
2000-01-11,-0.3077
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.3086
2000-01-18,0.0
2000-01-19,0.3077
2000-01-20,0.1534
2000-01-21,-0.3063
2000-01-24,0.1536
2000-01-25,0.4601
2000-01-26,-0.1527
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,0.3058
