ticker,HYC US Equity
2000-05-24,-4.5249
2000-05-25,0.0
2000-05-26,-1.4218
2000-05-30,-2.4038
2000-05-31,-1.4778
2000-06-01,1.5
2000-06-02,8.3744
2000-06-05,-1.8182
2000-06-06,-1.8519
2000-06-07,1.8868
2000-06-08,3.2407
2000-06-09,0.8969
2000-06-12,-3.1111
2000-06-13,-0.9174
2000-06-14,-0.9259
2000-06-15,-0.9346
2000-06-16,1.8868
2000-06-19,1.3889
2000-06-20,10.5023
2000-06-21,3.719
2000-06-22,-5.1793
2000-06-23,-3.7815
2000-06-26,-3.0568
2000-06-27,-2.2523
2000-06-28,2.765
2000-06-29,0.4484
2000-06-30,2.6786
2000-07-03,-0.4348
2000-07-05,0.0
2000-07-06,1.31
2000-07-07,-3.8792999999999997
2000-07-10,-6.7265
2000-07-11,-1.9231
2000-07-12,-2.451
2000-07-13,-3.5176
2000-07-14,-1.5625
2000-07-17,5.291
2000-07-18,-0.5025
2000-07-19,-4.0404
2000-07-20,-4.2105
2000-07-21,-7.6923
2000-07-24,0.5952
2000-07-25,0.0
2000-07-26,0.0
2000-07-27,-0.5917
2000-07-28,-3.5714
2000-07-31,-7.4074
2000-08-01,2.6667
2000-08-02,3.2468
2000-08-03,0.6289
2000-08-04,-4.375
2000-08-07,0.0
2000-08-08,0.6536
2000-08-09,0.0
2000-08-10,-4.5455
2000-08-11,0.0
2000-08-14,5.4422
2000-08-15,3.2258
2000-08-16,6.875
2000-08-17,-0.5848
2000-08-18,-1.7647
2000-08-21,-1.1976
2000-08-22,-1.2121
2000-08-23,-3.681
2000-08-24,4.4586
2000-08-25,23.7805
2000-08-28,-5.9113
2000-08-29,-2.6178
2000-08-30,1.6129
2000-08-31,-4.2328
2000-09-01,-1.6575
2000-09-05,1.1236
2000-09-06,-1.6667
2000-09-07,-0.565
2000-09-08,0.5682
2000-09-11,5.0847
2000-09-12,-1.0753
2000-09-13,-1.6303999999999998
2000-09-14,-0.5525
2000-09-15,-1.6667
2000-09-18,0.565
2000-09-19,1.1236
2000-09-20,3.8889
2000-09-21,-3.7433
2000-09-22,1.1111
2000-09-25,-6.044
2000-09-26,-2.3392
2000-09-27,0.0
2000-09-28,2.3952
2000-09-29,-2.924
2000-10-02,2.4096
2000-10-03,-2.3529
2000-10-04,-4.2169
2000-10-05,0.6289
2000-10-06,0.0
2000-10-09,1.25
2000-10-10,-1.2346
2000-10-11,0.0
2000-10-12,-3.125
2000-10-13,0.0
2000-10-16,0.6452
2000-10-17,0.0
2000-10-18,-16.6667
2000-10-19,-0.7692
2000-10-20,0.0
2000-10-23,-0.7752
2000-10-24,0.7813
2000-10-25,-12.4031
2000-10-26,0.0
2000-10-27,-1.7699
2000-10-30,-2.7027
2000-10-31,1.8519
2000-11-01,-0.9091
2000-11-02,1.8349
2000-11-03,-6.3063
2000-11-06,-9.6154
2000-11-07,2.1277
2000-11-08,-6.25
2000-11-09,2.2222
2000-11-10,-3.2609
2000-11-13,-1.1236
2000-11-14,4.5455
2000-11-15,-1.087
2000-11-16,-12.0879
2000-11-17,0.0
2000-11-20,-2.5
2000-11-21,-2.5641
2000-11-22,-6.5789
2000-11-24,0.0
2000-11-27,-4.2254
2000-11-28,-1.4706000000000001
2000-11-29,-5.9701
2000-11-30,-12.6984
2000-12-01,1.8182
2000-12-04,-1.7856999999999998
2000-12-05,7.2727
2000-12-06,-10.1695
2000-12-07,-3.7736
2000-12-08,13.7255
2000-12-11,0.0
2000-12-12,-3.4483
2000-12-13,0.0
2000-12-14,-1.7856999999999998
2000-12-15,-5.4545
2000-12-18,3.8462
2000-12-19,-5.5556
2000-12-20,3.9215999999999998
2000-12-21,0.0
2000-12-22,-1.8868
2000-12-26,-5.7692
2000-12-27,-6.1224
2000-12-28,6.5217
2000-12-29,2.0408
2001-01-02,16.0
2001-01-03,-3.4483
2001-01-04,0.0
2001-01-05,-3.5714
2001-01-08,1.8519
2001-01-09,5.4545
2001-01-10,0.0
2001-01-11,-1.7241
2001-01-12,28.0702
2001-01-16,23.2877
2001-01-17,6.6667
2001-01-18,7.2917
2001-01-19,3.8834999999999997
2001-01-22,-12.1495
2001-01-23,3.1915
2001-01-24,-2.0619
2001-01-25,-1.0526
2001-01-26,-6.383
2001-01-29,1.8182
2001-01-30,1.7856999999999998
2001-01-31,5.2632
2001-02-01,-0.6667
2001-02-02,-1.8456000000000001
2001-02-05,-2.5641
2001-02-06,-21.0526
2001-02-07,6.6667
2001-02-08,-16.6667
2001-02-09,2.0
2001-02-12,-2.451
2001-02-13,-7.0352
2001-02-14,-5.4054
2001-02-15,22.2857
2001-02-16,-5.6075
2001-02-20,12.6238
2001-02-21,-6.5934
2001-02-22,2.3529
2001-02-23,-1.1494
2001-02-26,-2.3256
2001-02-27,1.1905000000000001
2001-02-28,-2.3529
2001-03-01,6.0241
2001-03-02,5.6818
2001-03-05,-6.2366
2001-03-06,2.0642
2001-03-07,0.4494
2001-03-08,11.8568
2001-03-09,5.0
2001-03-12,-4.5714
2001-03-13,-2.1955999999999998
2001-03-14,-1.0204
2001-03-15,-2.0619
2001-03-16,-3.1579
2001-03-19,-10.8696
2001-03-20,2.439
2001-03-21,-5.9524
2001-03-22,-10.1266
2001-03-23,12.6761
2001-03-26,2.5
2001-03-27,-3.6585
2001-03-28,0.0
2001-03-29,-2.5316
2001-03-30,-12.987
2001-04-02,-4.4776
2001-04-03,-7.8125
2001-04-04,-5.0847
2001-04-05,5.0
2001-04-06,-8.1633
2001-04-09,5.5556
2001-04-10,7.0175
2001-04-11,-1.3115
2001-04-12,7.309
2001-04-16,-7.1207
2001-04-17,8.0
2001-04-18,7.4074
2001-04-19,2.8736
2001-04-20,0.838
2001-04-23,-8.5873
2001-04-24,-7.5758
2001-04-25,5.9016
2001-04-26,-1.2384
2001-04-27,19.1223
2001-04-30,3.9474
2001-05-01,1.2658
2001-05-02,0.0
2001-05-03,0.25
2001-05-04,-3.7406
2001-05-07,6.2176
2001-05-08,1.2195
2001-05-09,-2.4096
2001-05-10,-1.2346
2001-05-11,-2.0
2001-05-14,-4.3367
2001-05-15,-0.2667
2001-05-16,8.2888
2001-05-17,-0.2469
2001-05-18,-0.9901
2001-05-21,0.0
2001-05-22,-6.25
2001-05-23,-4.0
2001-05-24,-0.8333
2001-05-25,6.4426
2001-05-29,2.6316
2001-05-30,2.3077
2001-05-31,-1.5038
2001-06-01,-1.2723
2001-06-04,-4.8969000000000005
2001-06-05,-2.168
2001-06-06,-0.277
2001-06-07,1.1111
2001-06-08,7.6923
2001-06-11,1.7856999999999998
2001-06-12,-1.0025
2001-06-13,0.0
2001-06-14,1.2658
2001-06-15,-0.5
2001-06-18,-1.5074999999999998
2001-06-19,1.7856999999999998
2001-06-20,0.0
2001-06-21,0.0
2001-06-22,-1.0025
2001-06-25,-1.7722
2001-06-26,17.268
2001-06-27,16.4835
2001-06-28,3.7736
2001-06-29,-12.7273
2001-07-02,8.5417
2001-07-03,0.7678
2001-07-05,2.4762
2001-07-06,4.0892
2001-07-09,7.1429
2001-07-10,8.1667
2001-07-11,-8.6287
2001-07-12,-1.3491
2001-07-13,-5.9829
2001-07-16,-4.5455
2001-07-17,13.3333
2001-07-18,-3.3613
2001-07-19,7.8261
2001-07-20,-4.1935
2001-07-23,-0.5051
2001-07-24,-0.1692
2001-07-25,-4.2373
2001-07-26,1.7699
2001-07-27,-0.5217
2001-07-30,-2.972
2001-07-31,7.2072
2001-08-01,-4.2017
2001-08-02,0.0
2001-08-03,-3.5088
2001-08-06,-0.1818
2001-08-07,-5.1002
2001-08-08,0.7678
2001-08-09,-0.381
2001-08-10,1.3384
2001-08-13,-6.0377
2001-08-14,1.8072
2001-08-15,0.5917
2001-08-16,0.0
2001-08-17,2.3529
2001-08-20,0.1916
2001-08-21,-1.3384
2001-08-22,2.7132
2001-08-23,-1.5093999999999999
2001-08-24,0.3831
2001-08-27,-0.1908
2001-08-28,-0.5736
2001-08-29,0.3846
2001-08-30,-0.3831
2001-08-31,0.0
2001-09-04,3.8462
2001-09-05,-3.7037
2001-09-06,-1.5385
2001-09-07,-0.3906
2001-09-10,-0.9804
2001-09-17,-2.9703
2001-09-18,-1.0204
2001-09-19,-2.0619
2001-09-20,-14.7368
2001-09-21,2.4691
2001-09-24,0.0
2001-09-25,-2.8916
2001-09-26,1.2407
2001-09-27,-3.1863
2001-09-28,1.2658
2001-10-01,-10.0
2001-10-02,-6.9444
2001-10-03,4.4776
2001-10-04,12.857099999999999
2001-10-05,1.0127
2001-10-08,-1.0025
2001-10-09,-2.5316
2001-10-10,1.2987
2001-10-11,2.5641
2001-10-12,0.25
2001-10-15,-2.9925
2001-10-16,0.5141
2001-10-17,3.3247999999999998
2001-10-18,-5.6931
2001-10-19,0.2625
2001-10-22,2.0942
2001-10-23,1.2821
2001-10-24,10.1266
2001-10-25,-0.6897
2001-10-26,15.7407
2001-10-29,-2.0
2001-10-30,9.1837
2001-10-31,-3.7382999999999997
2001-11-01,0.0
2001-11-02,-3.1068
2001-11-05,0.8016
2001-11-06,1.1928
2001-11-07,-1.7682
2001-11-08,-2.4
2001-11-09,6.1475
2001-11-12,-2.5097
2001-11-13,5.9406
2001-11-14,21.4953
2001-11-15,-4.4615
2001-11-16,6.2802
2001-11-19,-2.1212
2001-11-20,-1.7027999999999999
2001-11-21,-4.7244
2001-11-23,2.8099
2001-11-26,-0.6431
2001-11-27,-0.4854
2001-11-28,0.813
2001-11-29,1.9355
2001-11-30,0.4747
2001-12-03,-0.9449
2001-12-04,-3.0207
2001-12-05,-1.6393
2001-12-06,1.6667
2001-12-07,-4.918
2001-12-10,1.7241
2001-12-11,-2.5423999999999998
2001-12-12,3.3043
2001-12-13,-5.8923
2001-12-14,4.2934
2001-12-17,2.0583
2001-12-18,-4.2017
2001-12-19,0.0
2001-12-20,-0.7018
2001-12-21,0.3534
2001-12-24,-3.169
2001-12-26,5.8182
2001-12-27,10.9966
2001-12-28,4.4892
2001-12-31,11.1111
2002-01-02,-14.1333
2002-01-03,-2.1739
2002-01-04,3.9683
2002-01-07,-0.7634
2002-01-08,-0.6154
2002-01-09,5.8824
2002-01-10,1.6082
2002-01-11,-3.4532
2002-01-14,1.7884
2002-01-15,3.6603
2002-01-16,0.565
2002-01-17,0.4213
2002-01-18,1.3986
2002-01-22,10.3448
2002-01-23,-3.0
2002-01-24,-3.3505
2002-01-25,-4.0
2002-01-28,1.3889
2002-01-29,4.2466
2002-01-30,-3.4166
2002-01-31,0.6803
2002-02-01,-4.0541
2002-02-04,0.9859
2002-02-05,-5.1604
2002-02-06,-2.7941000000000003
2002-02-07,0.6051
2002-02-08,0.0
2002-02-11,5.7143
2002-02-12,0.2845
2002-02-13,9.2199
2002-02-14,-3.8961
2002-02-15,-0.6757
2002-02-19,-2.7211
2002-02-20,-2.2378
2002-02-21,-0.5722
2002-02-22,-3.8849
2002-02-25,-3.8922
2002-02-26,5.6075
2002-02-27,0.295
2002-02-28,-3.3824
2002-03-01,-6.5449
2002-03-04,-4.0717
2002-03-05,-10.6961
2002-03-06,-3.9924
2002-03-07,33.6634
2002-03-08,-8.8889
2002-03-11,-0.1626
2002-03-12,-2.443
2002-03-13,-4.0067
2002-03-14,-0.6957
2002-03-15,0.7005
2002-03-18,1.2174
2002-03-19,-3.4364
2002-03-20,-1.2456
2002-03-21,2.5225
2002-03-22,-4.0422
2002-03-25,-0.3663
2002-03-26,2.9412000000000003
2002-03-27,-0.1786
2002-03-28,3.7567
2002-04-01,6.0345
2002-04-02,1.4634
2002-04-03,-2.4038
2002-04-04,-0.9852
2002-04-05,0.1658
2002-04-08,-1.8212000000000002
2002-04-09,2.6981
2002-04-10,1.9704000000000002
2002-04-11,0.4831
2002-04-12,1.2821
2002-04-15,-1.5823
2002-04-16,-0.4823
2002-04-17,0.4847
2002-04-18,0.0
2002-04-19,-2.7331
2002-04-22,2.4793
2002-04-23,-1.7742
2002-04-24,-2.4631
2002-04-25,5.0505
2002-04-26,-1.2821
2002-04-29,1.461
2002-04-30,1.92
2002-05-01,-1.4129
2002-05-02,-1.2739
2002-05-03,-1.7742
2002-05-06,-1.642
2002-05-07,1.3356
2002-05-08,0.4942
2002-05-09,-1.6393
2002-05-10,-0.8333
2002-05-13,-1.1764999999999999
2002-05-14,2.0408
2002-05-15,0.1667
2002-05-16,0.1664
2002-05-17,-0.1661
2002-05-20,-2.6622
2002-05-21,1.3675
2002-05-22,0.6745
2002-05-23,0.8375
2002-05-24,0.6645
2002-05-28,3.1353
2002-05-29,-0.16
2002-05-30,-1.9231
2002-05-31,1.3072
2002-06-03,-1.4516
2002-06-04,-1.4729999999999999
2002-06-05,0.1661
2002-06-06,-0.8292
2002-06-07,2.3411
2002-06-10,0.0
2002-06-11,-0.1634
2002-06-12,0.3273
2002-06-13,0.0
2002-06-14,-1.9576
2002-06-17,14.8087
2002-06-18,7.2464
2002-06-19,-2.027
2002-06-20,-3.4483
2002-06-21,0.0
2002-06-24,8.2857
2002-06-25,-3.6939
2002-06-26,-3.4247
2002-06-27,6.383
2002-06-28,2.6667
2002-07-01,-7.7922
2002-07-02,-0.8451
2002-07-03,-0.4261
2002-07-05,5.7061
2002-07-08,-10.2564
2002-07-09,-1.6541000000000001
2002-07-10,-4.4343
2002-07-11,3.2
2002-07-12,-4.6512
2002-07-15,-2.2763999999999998
2002-07-16,-0.9983
2002-07-17,0.6723
2002-07-18,-14.5242
2002-07-19,1.5625
2002-07-22,-0.9615
2002-07-23,-10.6796
2002-07-24,8.6957
2002-07-25,-6.0
2002-07-26,-7.4468
2002-07-29,19.3103
2002-07-30,-3.6609
2002-07-31,-10.6
2002-08-01,-4.0268
2002-08-02,-7.9254
2002-08-05,-13.9241
2002-08-06,-1.7647
2002-08-07,7.7844
2002-08-08,22.2222
2002-08-09,-1.1364
2002-08-12,-1.1494
2002-08-13,-4.6512
2002-08-14,0.7317
2002-08-15,-1.6949
2002-08-16,4.6798
2002-08-19,3.2941
2002-08-20,-1.139
2002-08-21,1.3825
2002-08-22,-1.1364
2002-08-23,-1.1494
2002-08-26,0.6977
2002-08-27,-14.5497
2002-08-28,4.0541
2002-08-29,1.5584
2002-08-30,-3.8363
2002-09-03,-6.117
2002-09-04,11.3314
2002-09-05,-2.799
2002-09-06,9.4241
2002-09-09,-0.9569
2002-09-10,-0.9662
2002-09-11,2.439
2002-09-12,-3.5714
2002-09-13,6.1728
2002-09-16,-2.3256
2002-09-17,-4.2857
2002-09-18,1.2438
2002-09-19,-8.1081
2002-09-20,0.0
2002-09-23,-2.1390000000000002
2002-09-24,-3.2787
2002-09-25,-6.7797
2002-09-26,3.0303
2002-09-27,-6.1765
2002-09-30,-10.3448
2002-10-01,8.3916
2002-10-02,-4.8387
2002-10-03,1.0169
2002-10-04,-5.3690999999999995
2002-10-07,-1.7730000000000001
2002-10-08,1.083
2002-10-09,-31.7857
2002-10-10,-19.8953
2002-10-11,11.1111
2002-10-14,-2.3529
2002-10-15,10.8434
2002-10-16,-10.3261
2002-10-17,6.0606
2002-10-18,10.857099999999999
2002-10-21,-2.0619
2002-10-22,4.7368
2002-10-23,6.5327
2002-10-24,6.6038
2002-10-25,18.5841
2002-10-28,-2.6119
2002-10-29,-9.9617
2002-10-30,-3.8298
2002-10-31,-2.6549
2002-11-01,6.8182
2002-11-04,6.383
2002-11-05,-0.8
2002-11-06,10.8871
2002-11-07,-4.3636
2002-11-08,-6.4639
2002-11-11,-2.8455
2002-11-12,1.6736
2002-11-13,4.1152
2002-11-14,6.7194
2002-11-15,-3.7037
2002-11-18,4.2308
2002-11-19,-4.059
2002-11-20,-8.461500000000001
2002-11-21,-1.2605
2002-11-22,0.0
2002-11-25,4.2553
2002-11-26,0.8163
2002-11-27,5.668
2002-11-29,-0.3831
2002-12-02,0.0
2002-12-03,-0.7692
2002-12-04,3.4884
2002-12-05,-0.7491
2002-12-06,0.7547
2002-12-09,10.1124
2002-12-10,10.8844
2002-12-11,-1.8405
2002-12-12,2.1875
2002-12-13,0.9174
2002-12-16,18.1818
2002-12-17,-5.1282
2002-12-18,-1.3514
2002-12-19,2.7397
2002-12-20,-5.0667
2002-12-23,6.1798
2002-12-24,4.2328
2002-12-26,1.7766
2002-12-27,-2.7431
2002-12-30,-1.2821
2002-12-31,-3.1169000000000002
2003-01-02,5.3619
2003-01-03,-6.6158
2003-01-06,-2.4523
2003-01-07,0.5587
2003-01-08,-6.9444
2003-01-09,10.4478
2003-01-10,0.0
2003-01-13,-4.5946
2003-01-14,8.4986
2003-01-15,-2.0888
2003-01-16,0.8
2003-01-17,-1.3228
2003-01-21,-5.0938
2003-01-22,-3.9548
2003-01-23,0.5882
2003-01-24,-4.0936
2003-01-27,-3.9634
2003-01-28,-1.5873
2003-01-29,-3.2258
2003-01-30,-7.6667
2003-01-31,5.4152000000000005
2003-02-03,6.1644
2003-02-04,-2.9032
2003-02-05,-3.3223
2003-02-06,-5.4983
2003-02-07,20.3636
2003-02-10,9.6677
2003-02-11,-4.6832
2003-02-12,1.7341
2003-02-13,0.2841
2003-02-14,3.966
2003-02-18,7.3568999999999996
2003-02-19,-1.0152
2003-02-20,-1.2821
2003-02-21,2.5974
2003-02-24,-2.2785
2003-02-25,1.5544
2003-02-26,0.7653
2003-02-27,3.7975
2003-02-28,-5.3659
2003-03-03,-1.2887
2003-03-04,2.3499
2003-03-05,11.4796
2003-03-06,-8.0092
2003-03-07,-5.2239
2003-03-10,-4.1995000000000005
2003-03-11,-1.0959
2003-03-12,-4.7091
2003-03-13,15.407
2003-03-14,-4.534
2003-03-17,4.7493
2003-03-18,-2.267
2003-03-19,0.2577
2003-03-20,2.8278
2003-03-21,5.5
2003-03-24,-7.109
2003-03-25,3.3163
2003-03-26,-5.679
2003-03-27,0.2618
2003-03-28,-1.8277
2003-03-31,-0.266
2003-04-01,4.0
2003-04-02,4.8718
2003-04-03,8.802
2003-04-04,-1.573
2003-04-07,7.7626
2003-04-08,-0.2119
2003-04-09,-1.2739
2003-04-10,3.2258
2003-04-11,-1.6667
2003-04-14,3.8136
2003-04-15,0.0
2003-04-16,-0.6122
2003-04-17,0.2053
2003-04-21,-4.0984
2003-04-22,3.6325
2003-04-23,0.2062
2003-04-24,-0.2058
2003-04-25,-2.6804
2003-04-28,2.3305
2003-04-29,-8.9027
2003-04-30,6.1364
2003-05-01,6.6381
2003-05-02,-1.6064
2003-05-05,-2.0408
2003-05-06,1.4583
2003-05-07,-2.0534
2003-05-08,-3.5639
2003-05-09,6.087
2003-05-12,0.4098
2003-05-13,-4.0816
2003-05-14,-3.1915
2003-05-15,-2.1978
2003-05-16,-10.1124
2003-05-19,1.5
2003-05-20,-5.4187
2003-05-21,1.3021
2003-05-22,7.455
2003-05-23,-0.7177
2003-05-27,-0.241
2003-05-28,2.4154999999999998
2003-05-29,-0.2358
2003-05-30,5.2009
2003-06-02,-1.7978
2003-06-03,0.2288
2003-06-04,6.1644
2003-06-05,0.4301
2003-06-06,-0.4283
2003-06-09,-4.3011
2003-06-10,0.0
2003-06-11,1.1236
2003-06-12,-1.1111
2003-06-13,-2.2472
2003-06-16,0.0
2003-06-17,-1.1494
2003-06-18,-0.2326
2003-06-19,0.2331
2003-06-20,-1.8605
2003-06-23,-1.6588
2003-06-24,-1.4458
2003-06-25,-2.445
2003-06-26,2.7569
2003-06-27,-0.4878
2003-06-30,1.7157
2003-07-01,-0.241
2003-07-02,8.6957
2003-07-03,-2.2222
2003-07-07,3.8636
2003-07-08,2.1882
2003-07-09,0.6424
2003-07-10,1.0638
2003-07-11,-0.8421
2003-07-14,-1.2739
2003-07-15,-3.2258
2003-07-16,0.0
2003-07-17,-2.0
2003-07-18,-0.2268
2003-07-21,-2.2727
2003-07-22,-0.6977
2003-07-23,4.2155
2003-07-24,-5.3933
2003-07-25,-1.4252
2003-07-28,6.747
2003-07-29,2.4831
2003-07-30,3.0837
2003-07-31,0.2137
2003-08-01,-1.919
2003-08-04,-5.4348
2003-08-05,-5.2874
2003-08-06,-0.4854
2003-08-07,-1.2195
2003-08-08,-1.2346
2003-08-11,4.0
2003-08-12,6.9712
2003-08-13,6.7416
2003-08-14,0.0
2003-08-15,2.1053
2003-08-18,3.0928
2003-08-19,0.0
2003-08-20,-0.4
2003-08-21,-2.6104000000000003
2003-08-22,3.0928
2003-08-25,-1.4
2003-08-26,-3.854
2003-08-27,4.0084
2003-08-28,0.4057
2003-08-29,0.0
2003-09-02,2.6263
2003-09-03,6.2992
2003-09-04,-0.1852
2003-09-05,0.0
2003-09-08,2.2263
2003-09-09,-2.5408
2003-09-10,0.0
2003-09-11,3.352
2003-09-12,-0.9009
2003-09-15,0.5455
2003-09-16,1.6275
2003-09-17,0.0
2003-09-18,-0.3559
2003-09-19,1.4285999999999999
2003-09-22,-2.2887
2003-09-23,1.4414
2003-09-24,-2.1314
2003-09-25,-2.3593
2003-09-26,-1.1152
2003-09-29,1.1278
2003-09-30,0.1859
2003-10-01,2.0408
2003-10-02,0.7273
2003-10-03,0.9025
2003-10-06,-1.9678
2003-10-07,-0.5474
2003-10-08,0.0
2003-10-09,-0.9174
2003-10-10,0.0
2003-10-13,-0.1852
2003-10-14,0.1855
2003-10-15,-0.5556
2003-10-16,1.4898
2003-10-17,1.4679
2003-10-20,-7.0524000000000004
2003-10-21,2.5292
2003-10-22,-1.3283
2003-10-23,-2.1154
2003-10-24,-1.9646
2003-10-27,-2.2044
2003-10-28,0.2049
2003-10-29,1.4315
2003-10-30,-1.8145
2003-10-31,1.0267
2003-11-03,1.2195
2003-11-04,2.2088
2003-11-05,2.3576
2003-11-06,0.3839
2003-11-07,-3.4417
2003-11-10,-0.5941
2003-11-11,1.992
2003-11-12,1.3672
2003-11-13,1.3487
2003-11-14,0.7605
2003-11-17,-1.8868
2003-11-18,0.7692
2003-11-19,0.1908
2003-11-20,-0.9524
2003-11-21,0.5769
2003-11-24,-0.7648
2003-11-25,-0.7707
2003-11-26,-1.5534
2003-11-28,0.3945
2003-12-01,-1.7682
2003-12-02,1.0
2003-12-03,0.9901
2003-12-04,-1.1764999999999999
2003-12-05,-1.5873
2003-12-08,-0.4032
2003-12-09,-1.0121
2003-12-10,-1.8405
2003-12-11,2.0833
2003-12-12,-1.4285999999999999
2003-12-15,-4.7619
2003-12-16,-2.1739
2003-12-17,0.2222
2003-12-18,1.7738
2003-12-19,-0.4357
2003-12-22,-1.5316999999999998
2003-12-23,0.8889
2003-12-24,1.3216
2003-12-26,1.9565000000000001
2003-12-29,0.0
2003-12-30,0.2132
2003-12-31,1.2766
2004-01-02,2.7311
2004-01-05,-5.726
2004-01-06,-1.3014999999999999
2004-01-07,9.8901
2004-01-08,4.0
2004-01-09,1.1538
2004-01-12,1.9011
2004-01-13,3.5448
2004-01-14,2.1622
2004-01-15,0.5291
2004-01-16,6.6667
2004-01-20,2.7961
2004-01-21,-6.4
2004-01-22,-0.5128
2004-01-23,3.0928
2004-01-26,2.5
2004-01-27,-1.626
2004-01-28,-6.7769
2004-01-29,-1.5957
2004-01-30,5.4054
2004-02-02,1.5385
2004-02-03,1.1785
2004-02-04,-0.1664
2004-02-05,0.0
2004-02-06,5.8333
2004-02-09,0.0
2004-02-10,3.4646
2004-02-11,0.0
2004-02-12,-3.3486000000000002
2004-02-13,2.3622
2004-02-17,1.3846
2004-02-18,-1.214
2004-02-19,-0.768
2004-02-20,-2.7864
2004-02-23,-2.8662
2004-02-24,1.1475
2004-02-25,1.2966
2004-02-26,5.28
2004-02-27,4.5593
2004-03-01,0.7267
2004-03-02,5.3391
2004-03-03,-0.8219
2004-03-04,3.3149
2004-03-05,-3.2086
2004-03-08,1.5192999999999999
2004-03-09,-4.898
2004-03-10,0.8584
2004-03-11,-4.1135
2004-03-12,4.5858
2004-03-15,-6.082
2004-03-16,5.4217
2004-03-17,2.7143
2004-03-18,-2.2253
2004-03-19,4.8364
2004-03-22,-1.8996
2004-03-23,1.5213999999999999
2004-03-24,-4.0872
2004-03-25,2.5568
2004-03-26,3.3241
2004-03-29,6.4343
2004-03-30,0.2519
2004-03-31,-0.2513
2004-04-01,-2.5189
2004-04-02,2.0672
2004-04-05,1.8987
2004-04-06,-1.7391
2004-04-07,-0.1264
2004-04-08,-1.1392
2004-04-12,-4.3534
2004-04-13,-0.5355
2004-04-14,-4.3069
2004-04-15,1.1252
2004-04-16,0.1391
2004-04-19,-1.25
2004-04-20,-5.9072
2004-04-21,4.4843
2004-04-22,0.1431
2004-04-23,0.4286
2004-04-26,3.1294
2004-04-27,-2.7586
2004-04-28,-5.9574
2004-04-29,-1.81
2004-04-30,2.9186
2004-05-03,-0.7463
2004-05-04,-1.9548999999999999
2004-05-05,3.5276
2004-05-06,1.7778
2004-05-07,-1.31
2004-05-10,-0.4425
2004-05-11,0.7407
2004-05-12,-1.9118
2004-05-13,1.1994
2004-05-14,-5.037
2004-05-17,1.248
2004-05-18,-0.3082
2004-05-19,0.9274
2004-05-20,1.6844999999999999
2004-05-21,-0.1506
2004-05-24,-0.905
2004-05-25,1.8265
2004-05-26,-2.9895
2004-05-27,4.3143
2004-05-28,-0.7386
2004-06-01,-0.2976
2004-06-02,2.5373
2004-06-03,-5.2402
2004-06-04,2.4577999999999998
2004-06-07,3.4483
