ticker,OAT US Equity
2000-05-23,2.4
2000-05-24,1.3889
2000-05-25,-1.7979
2000-05-26,1.1334
2000-05-30,2.4138
2000-05-31,-0.9259
2000-06-01,-1.6143
2000-06-02,-3.7997
2000-06-05,-1.6158000000000001
2000-06-06,1.1861
2000-06-07,3.8773999999999997
2000-06-08,-1.5625
2000-06-09,-0.2646
2000-06-12,0.2653
2000-06-13,2.2046
2000-06-14,2.0328
2000-06-15,2.1222
2000-06-16,-3.7406
2000-06-19,1.8998
2000-06-20,0.5932
2000-06-21,-1.6848999999999998
2000-06-22,-1.0283
2000-06-23,1.3853
2000-06-26,2.3057
2000-06-27,0.8347
2000-06-28,-0.3311
2000-06-29,0.3322
2000-06-30,-0.4967
2000-07-03,1.1647
2000-07-05,0.6579
2000-07-06,-0.1634
2000-07-07,-1.6367
2000-07-10,-1.8303
2000-07-11,0.678
2000-07-12,0.5892
2000-07-13,0.1674
2000-07-14,0.1671
2000-07-17,-0.2502
2000-07-18,1.1706
2000-07-19,3.3058
2000-07-20,-6.4
2000-07-21,-5.812
2000-07-24,-0.363
2000-07-25,0.7286
2000-07-26,0.2712
2000-07-27,-0.2705
2000-07-28,-1.6275
2000-07-31,-1.1029
2000-08-01,2.5093
2000-08-02,0.272
2000-08-03,-1.2658
2000-08-04,-0.3663
2000-08-07,1.1949
2000-08-08,0.0
2000-08-09,0.2725
2000-08-10,1.9022000000000001
2000-08-11,1.6888999999999998
2000-08-14,3.1469
2000-08-15,1.5253999999999999
2000-08-16,-1.419
2000-08-17,-1.0161
2000-08-18,0.0855
2000-08-21,0.5983
2000-08-22,-0.6797
2000-08-23,1.1121
2000-08-24,0.3384
2000-08-25,-1.3491
2000-08-28,-1.6239
2000-08-29,-2.0851
2000-08-30,-0.7986
2000-08-31,-2.7448
2000-09-01,0.4311
2000-09-05,0.0
2000-09-06,-0.3663
2000-09-07,-0.5515
2000-09-08,7.4861
2000-09-11,-1.4617
2000-09-12,0.7853
2000-09-13,1.1255
2000-09-14,-0.3425
2000-09-15,1.2887
2000-09-18,-0.3393
2000-09-19,-0.3404
2000-09-20,0.0478
2000-09-21,1.6280999999999999
2000-09-22,1.855
2000-09-25,-0.1656
2000-09-26,1.1609
2000-09-27,2.2951
2000-09-28,0.4006
2000-09-29,1.0375
2000-10-02,-0.7899
2000-10-03,-1.7516
2000-10-04,-1.3776
2000-10-05,1.5612
2000-10-06,-1.6181
2000-10-09,1.0691
2000-10-10,0.2441
2000-10-11,2.5162
2000-10-12,0.5542
2000-10-13,-0.3937
2000-10-16,0.5534
2000-10-17,-1.6509
2000-10-18,0.0
2000-10-19,-0.1599
2000-10-20,-0.3203
2000-10-23,1.0442
2000-10-24,-1.1924
2000-10-25,0.3218
2000-10-26,1.2831000000000001
2000-10-27,1.0293
2000-10-30,3.9185
2000-10-31,-1.5836999999999999
2000-11-01,0.8429
2000-11-02,0.0
2000-11-03,8.9666
2000-11-06,-0.1395
2000-11-07,-0.7682
2000-11-08,0.3519
2000-11-09,-2.6648
2000-11-10,-0.2161
2000-11-13,1.083
2000-11-14,0.2143
2000-11-15,3.5638
2000-11-16,-0.7571
2000-11-17,0.208
2000-11-20,5.1903
2000-11-21,-0.5921
2000-11-22,-7.8756
2000-11-24,-3.7356
2000-11-27,0.2985
2000-11-28,4.0923
2000-11-29,0.5004
2000-11-30,-1.0669
2000-12-01,1.9409999999999998
2000-12-04,2.7504
2000-12-05,1.1668
2000-12-06,-0.5427
2000-12-07,2.5921
2000-12-08,0.3324
2000-12-11,-0.3976
2000-12-12,0.4657
2000-12-13,1.5603
2000-12-14,1.3734
2000-12-15,-0.5161
2000-12-18,0.2594
2000-12-19,-0.2587
2000-12-20,-0.3891
2000-12-21,0.5208
2000-12-22,0.6477
2000-12-26,-0.3218
2000-12-27,0.6456
2000-12-28,0.0641
2000-12-29,-0.1282
2001-01-02,-0.0642
2001-01-03,-1.6057000000000001
2001-01-04,-0.9791
2001-01-05,0.5274
2001-01-08,0.5246
2001-01-09,0.4566
2001-01-10,-0.3247
2001-01-11,-0.3257
2001-01-12,-0.1961
2001-01-16,0.0
2001-01-17,0.0
2001-01-18,-0.4584
2001-01-19,-1.5131999999999999
2001-01-22,0.6012
2001-01-23,-0.8632
2001-01-24,-1.0047
2001-01-25,1.8268
2001-01-26,0.0664
2001-01-29,-0.4515
2001-01-30,1.4194
2001-01-31,-0.0316
2001-02-01,-0.0105
2001-02-02,0.7474
2001-02-05,0.3135
2001-02-06,0.4688
2001-02-07,1.2649
2001-02-08,0.3891
2001-02-09,-0.6323
2001-02-12,0.4311
2001-02-13,0.2044
2001-02-14,-0.306
2001-02-15,-0.9207
2001-02-16,0.9293
2001-02-20,0.9003
2001-02-21,-1.6526
2001-02-22,0.5155
2001-02-23,0.4103
2001-02-26,0.0
2001-02-27,-0.2043
2001-02-28,-0.1842
2001-03-01,0.0308
2001-03-02,-0.4818
2001-03-05,0.6489
2001-03-06,0.348
2001-03-07,0.102
2001-03-08,1.2022
2001-03-09,-0.5336
2001-03-12,-0.8097
2001-03-13,-0.2245
2001-03-14,-0.0307
2001-03-15,-0.5217
2001-03-16,-1.8408
2001-03-19,-0.3719
2001-03-20,-1.5188000000000001
2001-03-21,-0.3213
2001-03-22,0.7844
2001-03-23,1.1194
2001-03-26,0.1581
2001-03-27,1.1579
2001-03-28,-1.2279
2001-03-29,0.5057
2001-03-30,1.7296
2001-04-02,-0.103
2001-04-03,-2.1145
2001-04-04,1.686
2001-04-05,0.2073
2001-04-06,-2.4302
2001-04-09,-1.982
2001-04-10,1.5138
2001-04-11,-1.5232
2001-04-12,0.8112
2001-04-16,0.8584
2001-04-17,0.5851
2001-04-18,-0.6029
2001-04-19,0.5533
2001-04-20,-2.1481
2001-04-23,2.0872
2001-04-24,1.4513
2001-04-25,1.702
2001-04-26,0.1027
2001-04-27,-1.2308
2001-04-30,0.7269
2001-05-01,1.2784
2001-05-02,-0.3461
2001-05-03,-0.429
2001-05-04,0.0205
2001-05-07,0.5128
2001-05-08,0.102
2001-05-09,-0.3058
2001-05-10,-1.5337
2001-05-11,-0.3115
2001-05-14,-0.3646
2001-05-15,-0.6796
2001-05-16,0.5789
2001-05-17,-0.8373
2001-05-18,-0.2639
2001-05-21,0.4233
2001-05-22,-0.2634
2001-05-23,0.7396
2001-05-24,0.6293
2001-05-25,-0.2084
2001-05-29,0.2507
2001-05-30,0.6355
2001-05-31,-0.766
2001-06-01,-0.0626
2001-06-04,0.1983
2001-06-05,1.3126
2001-06-06,-1.0796999999999999
2001-06-07,0.2183
2001-06-08,-0.529
2001-06-11,-1.0949
2001-06-12,0.1581
2001-06-13,-0.1895
2001-06-14,-0.4799
2001-06-15,-0.4039
2001-06-18,-0.5336
2001-06-19,-2.8433
2001-06-20,0.4859
2001-06-21,-2.1321
2001-06-22,2.8074
2001-06-25,-0.3277
2001-06-26,0.5479
2001-06-27,-0.545
2001-06-28,-0.1534
2001-06-29,0.1537
2001-07-02,0.0438
2001-07-03,-0.1095
2001-07-05,-0.0987
2001-07-06,0.0549
2001-07-09,-0.1646
2001-07-10,-0.7692
2001-07-11,0.2215
2001-07-12,0.0
2001-07-13,0.0
2001-07-16,-1.6575
2001-07-17,-0.4607
2001-07-18,-0.903
2001-07-19,-0.934
2001-07-20,1.5868
2001-07-23,-0.2603
2001-07-24,-0.6468
2001-07-25,0.1713
2001-07-26,-0.0228
2001-07-27,0.365
2001-07-30,-0.8523
2001-07-31,0.8596
2001-08-01,13.9773
2001-08-02,1.8942999999999999
