ticker,SMP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.938
2000-01-04,-0.7605
2000-01-05,0.0
2000-01-06,-8.8123
2000-01-07,0.8403
2000-01-10,2.9167
2000-01-11,0.4049
2000-01-12,2.4194
2000-01-13,1.5748
2000-01-14,0.3876
2000-01-18,0.0
2000-01-19,1.1583
2000-01-20,-0.7634
2000-01-21,-0.3846
2000-01-24,0.0
2000-01-25,0.3861
2000-01-26,0.3846
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,-0.7663
2000-02-01,-0.3861
2000-02-02,-2.3256
2000-02-03,-0.3968
2000-02-04,-2.7888
2000-02-07,-0.4098
2000-02-08,-5.7613
2000-02-09,-2.6201
2000-02-10,-3.1390000000000002
2000-02-11,-2.1111
2000-02-14,2.8571
2000-02-15,2.3148
2000-02-16,0.905
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-0.4484
2000-02-23,-5.8559
2000-02-24,-0.4785
2000-02-25,-0.4808
2000-02-28,3.8647
2000-02-29,0.9302
2000-03-01,3.2258
2000-03-02,0.0
2000-03-03,-0.8929
2000-03-06,-0.9009
2000-03-07,-2.7273
2000-03-08,-5.6075
2000-03-09,4.4554
2000-03-10,2.8436
2000-03-13,3.6866
2000-03-14,0.8889
2000-03-15,-1.3216
2000-03-16,2.2321
2000-03-17,2.1834
2000-03-20,1.7094
2000-03-21,5.042
2000-03-22,-1.2
2000-03-23,-4.8583
2000-03-24,0.4255
2000-03-27,-2.1186
2000-03-28,0.4329
2000-03-29,3.4483
2000-03-30,0.4167
2000-03-31,-1.2448
2000-04-03,5.8824
2000-04-04,-7.5397
2000-04-05,-3.8627000000000002
2000-04-06,-1.7856999999999998
2000-04-07,-1.3636
2000-04-10,-4.1475
2000-04-11,0.9615
2000-04-12,-4.7619
2000-04-13,-2.0
2000-04-14,-2.551
2000-04-17,0.5236
2000-04-18,0.0
2000-04-19,0.5208
2000-04-20,-3.6269
2000-04-24,-4.8387
2000-04-25,-2.8249
2000-04-26,1.7442
2000-04-27,1.1429
2000-04-28,1.1299
2000-05-01,0.0
2000-05-02,-1.1173
2000-05-03,1.1299
2000-05-04,0.0
2000-05-05,-2.2346
2000-05-08,-7.4286
2000-05-09,-3.7037
2000-05-10,-8.3333
2000-05-11,1.007
2000-05-12,0.0
2000-05-15,1.3986
2000-05-16,1.3793
2000-05-17,1.3605
2000-05-18,0.6711
2000-05-19,4.6667
2000-05-22,-1.9108
2000-05-23,2.5974
2000-05-24,8.8608
