ticker,CMH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.7619
2000-01-04,-8.4416
2000-01-05,1.4184
2000-01-06,0.6993
2000-01-07,1.3889
2000-01-10,0.6849
2000-01-11,-3.4013999999999998
2000-01-12,-1.4085
2000-01-13,2.1429
2000-01-14,-2.0979
2000-01-18,1.4285999999999999
2000-01-19,-1.4085
2000-01-20,-2.8571
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,0.7353
2000-01-26,-2.9196999999999997
2000-01-27,0.7519
2000-01-28,-3.7313
2000-01-31,5.4264
2000-02-01,-1.4706000000000001
2000-02-02,-0.7463
2000-02-03,3.0075
2000-02-04,-0.7299
2000-02-07,-2.2059
2000-02-08,-1.5038
2000-02-09,1.5267
2000-02-10,0.0
2000-02-11,-3.7594
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,1.5625
2000-02-17,0.7692
2000-02-18,-2.2901
2000-02-22,-0.7813
2000-02-23,1.5748
2000-02-24,0.0
2000-02-25,-3.1008
2000-02-28,1.6
2000-02-29,0.7874
2000-03-01,0.7813
2000-03-02,3.876
2000-03-03,0.0
2000-03-06,-4.4776
2000-03-07,5.4688
2000-03-08,-3.7037
2000-03-09,-0.7692
2000-03-10,4.6512
2000-03-13,-2.2222
2000-03-14,-1.5152
2000-03-15,2.3077
2000-03-16,4.5113
2000-03-17,-0.7194
2000-03-20,3.6231999999999998
2000-03-21,2.7972
2000-03-22,-3.4013999999999998
2000-03-23,-2.8169
2000-03-24,2.1739
2000-03-27,-4.0738
2000-03-28,1.4815
2000-03-29,-0.7299
2000-03-30,3.6765
2000-03-31,14.8936
2000-04-03,-4.9383
2000-04-04,-2.5974
2000-04-05,5.3333
2000-04-06,-2.5316
2000-04-07,1.2987
2000-04-10,-0.641
2000-04-11,1.9355
2000-04-12,-1.2658
2000-04-13,1.9231
2000-04-14,-8.1761
2000-04-17,2.7397
2000-04-18,-5.3333
2000-04-19,0.7042
2000-04-20,0.6993
2000-04-24,1.3889
2000-04-25,3.4247
2000-04-26,2.649
2000-04-27,-5.1613
2000-04-28,3.4013999999999998
2000-05-01,0.0
2000-05-02,-3.9474
2000-05-03,-1.3699
2000-05-04,1.3889
2000-05-05,1.3699
2000-05-08,-0.6757
2000-05-09,5.4422
2000-05-10,-3.2258
2000-05-11,4.6667
2000-05-12,5.7325
2000-05-15,-6.0241
2000-05-16,1.9231
2000-05-17,-4.4025
2000-05-18,-1.9737
2000-05-19,-2.0134
2000-05-22,-0.6849
