ticker,AGM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.3344
2000-01-04,-2.589
2000-01-05,-5.3156
2000-01-06,3.8596
2000-01-07,2.7027
2000-01-10,0.6579
2000-01-11,-0.6536
2000-01-12,1.9737
2000-01-13,-1.9355
2000-01-14,-1.3158
2000-01-18,-2.3333
2000-01-19,3.0717
2000-01-20,1.9868000000000001
2000-01-21,0.3247
2000-01-24,7.4434000000000005
2000-01-25,-3.6145
2000-01-26,0.0
2000-01-27,-1.25
2000-01-28,-2.2152
2000-01-31,1.2945
2000-02-01,-0.9585
2000-02-02,-0.3226
2000-02-03,-0.9709
2000-02-04,-0.9804
2000-02-07,0.9901
2000-02-08,0.3268
2000-02-09,-0.6515
2000-02-10,-1.3115
2000-02-11,-1.6611
2000-02-14,-0.6757
2000-02-15,-0.6803
2000-02-16,-1.3699
2000-02-17,-2.0833
2000-02-18,-0.3546
2000-02-22,-5.3381
2000-02-23,-1.5038
2000-02-24,3.0534
2000-02-25,0.3704
2000-02-28,0.369
2000-02-29,-0.3676
2000-03-01,-1.107
2000-03-02,-1.8657
2000-03-03,-1.9011
2000-03-06,0.0
2000-03-07,-0.7752
2000-03-08,0.0
2000-03-09,2.3438
2000-03-10,1.5267
2000-03-13,-2.2556
2000-03-14,2.6923
2000-03-15,-1.1236
2000-03-16,0.0
2000-03-17,0.7576
2000-03-20,0.0
2000-03-21,-0.7519
2000-03-22,-0.7576
2000-03-23,-0.3817
2000-03-24,-1.1494
2000-03-27,1.5504
2000-03-28,-2.2901
2000-03-29,0.0
2000-03-30,-3.125
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,-1.6129
2000-04-05,2.0492
2000-04-06,2.4096
2000-04-07,-1.1764999999999999
2000-04-10,-0.3968
2000-04-11,-1.1952
2000-04-12,0.8065
2000-04-13,3.2
2000-04-14,-1.5504
2000-04-17,-1.5748
2000-04-18,-2.4
2000-04-19,-3.6885
2000-04-20,2.1277
2000-04-24,-0.8333
2000-04-25,-2.1008
2000-04-26,-0.4292
2000-04-27,1.2931
2000-04-28,2.1277
2000-05-01,2.5
2000-05-02,-0.813
2000-05-03,0.4098
2000-05-04,0.8163
2000-05-05,-0.8097
2000-05-08,1.2245
2000-05-09,-2.8226
2000-05-10,-0.4149
2000-05-11,0.0
2000-05-12,0.4167
2000-05-15,0.0
2000-05-16,4.5643
2000-05-17,-3.1746
2000-05-18,0.4098
2000-05-19,1.6327
2000-05-22,-1.2048
2000-05-23,1.626
