ticker,CRF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.8772
2000-01-04,-1.7391
2000-01-05,-0.885
2000-01-06,1.3393
2000-01-07,2.2026
2000-01-10,-1.7241
2000-01-11,0.0
2000-01-12,0.4386
2000-01-13,-0.4367
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,-0.4386
2000-01-20,-1.3216
2000-01-21,1.3393
2000-01-25,-2.2026
2000-01-26,2.7027
2000-01-27,-1.7544
2000-01-28,1.7856999999999998
2000-01-31,0.8772
2000-02-01,0.8696
2000-02-02,0.0
2000-02-04,0.0
2000-02-07,-0.8621
2000-02-09,2.6087
2000-02-10,-1.6949
2000-02-11,-1.7241
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,-0.4386
2000-02-17,1.3216
2000-02-18,-1.7391
2000-02-22,0.885
2000-02-23,0.4386
2000-02-24,0.4367
2000-02-25,-1.3043
2000-02-28,0.8811
2000-02-29,0.4367
2000-03-01,-0.8696
2000-03-03,0.4386
2000-03-06,-0.4367
2000-03-07,-1.3158
2000-03-08,-0.4444
2000-03-09,1.3393
2000-03-10,-1.3216
2000-03-13,0.8929
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,1.7699
2000-03-17,-0.4348
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,1.31
2000-03-28,-1.2931
2000-03-29,0.8734
2000-03-30,-0.4329
2000-03-31,1.3043
2000-04-03,-1.2876
2000-04-04,2.1739
2000-04-05,-2.1277
2000-04-06,1.7391
2000-04-07,-1.7094
2000-04-10,1.3043
2000-04-12,0.0
2000-04-13,0.0
2000-04-17,-0.4292
2000-04-18,0.431
2000-04-19,1.7467000000000001
2000-04-20,-0.4292
2000-04-24,0.0
2000-04-25,-1.2931
2000-04-26,1.31
2000-04-27,-0.8621
2000-04-28,0.0
2000-05-01,0.8696
2000-05-02,0.0
2000-05-03,-0.431
2000-05-05,0.4329
2000-05-08,0.431
2000-05-09,-1.7167
2000-05-10,0.8734
2000-05-11,0.0
2000-05-12,0.4329
2000-05-15,0.0
2000-05-16,-0.431
2000-05-17,0.4329
2000-05-18,0.0
2000-05-22,-0.431
2000-05-23,0.8658
2000-05-25,0.0
2000-05-26,0.4292
2000-05-31,0.8547
2000-06-01,0.0
2000-06-02,0.4237
2000-06-05,-0.4219
2000-06-06,0.0
2000-06-07,-0.4237
2000-06-08,1.2766
2000-06-09,-0.4202
2000-06-13,0.4219
2000-06-14,-0.8403
