ticker,LNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.3438
2000-01-04,-2.88
2000-01-05,-3.4596
2000-01-06,1.8157
2000-01-07,2.5338000000000003
2000-01-10,0.1647
2000-01-11,-1.4803
2000-01-12,-0.5008
2000-01-13,6.0403
2000-01-14,-1.5823
2000-01-18,-2.4116
2000-01-19,-3.4596
2000-01-20,-5.1195
2000-01-21,3.0576
2000-01-24,-2.4433
2000-01-25,2.6834
2000-01-26,1.0453
2000-01-27,-0.5172
2000-01-28,-0.6932
2000-01-31,3.1414
2000-02-01,2.0305
2000-02-02,1.99
2000-02-03,-2.439
2000-02-04,-3.5
2000-02-07,-5.3541
2000-02-08,2.9196999999999997
2000-02-09,-4.7872
2000-02-10,-1.4898
2000-02-11,-2.4575
2000-02-14,0.0
2000-02-15,1.1628
2000-02-16,-3.4483
2000-02-17,-1.7856999999999998
2000-02-18,-1.8182
2000-02-22,-2.0576
2000-02-23,-0.2101
2000-02-24,-0.4211
2000-02-25,-4.0169
2000-02-28,-0.4405
2000-02-29,-2.2124
2000-03-01,3.1673999999999998
2000-03-02,-4.8246
2000-03-03,-0.2304
2000-03-06,-2.0785
2000-03-07,-7.3113
2000-03-08,-1.5267
2000-03-09,3.3592
2000-03-10,0.25
2000-03-13,-3.2419000000000002
2000-03-14,-4.3814
2000-03-15,8.0863
2000-03-16,12.7182
2000-03-17,-0.885
2000-03-20,0.8929
2000-03-21,3.7611
2000-03-22,-0.6397
2000-03-23,6.867
2000-03-24,3.012
2000-03-27,-4.8733
2000-03-28,-1.0246
2000-03-29,3.7267
2000-03-30,11.7764
2000-03-31,-4.2857
2000-04-03,-1.306
2000-04-04,0.189
2000-04-05,-0.7547
2000-04-06,-3.4905
2000-04-07,-1.9881
2000-04-10,0.4057
2000-04-11,2.4242
2000-04-12,3.7475
2000-04-13,5.5133
2000-04-14,-9.3694
2000-04-17,0.0
2000-04-18,1.1928
2000-04-19,1.1788
2000-04-20,3.301
2000-04-24,3.9474
2000-04-25,-3.255
2000-04-26,-4.8598
2000-04-27,-2.5540000000000003
2000-04-28,12.2984
2000-05-01,0.3591
2000-05-02,0.5367
2000-05-03,-6.2278
2000-05-04,0.5693
2000-05-05,1.1320999999999999
2000-05-08,-0.3731
2000-05-09,0.1873
2000-05-10,0.9346
2000-05-11,0.3704
2000-05-12,4.059
2000-05-15,3.1915
2000-05-16,-2.2337
2000-05-17,-1.0545
2000-05-18,0.1776
2000-05-19,-3.5461
