ticker,AAIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-9.5238
2000-01-04,-7.8947
2000-01-05,0.0
2000-01-06,0.9524
2000-01-07,9.434
2000-01-10,0.8621
2000-01-11,-5.9829
2000-01-12,0.0
2000-01-13,45.4545
2000-01-14,-10.0
2000-01-18,-5.5556
2000-01-19,-2.9412000000000003
2000-01-20,1.5152
2000-01-21,-5.9701
2000-01-24,1.5873
2000-01-25,-2.3438
2000-01-26,24.0
2000-01-27,-13.5484
2000-01-28,8.209
2000-01-31,-2.7586
2000-02-01,3.5461
2000-02-02,3.4247
2000-02-03,-2.649
2000-02-04,6.1224
2000-02-07,39.7436
2000-02-08,0.9174
2000-02-09,11.818200000000001
2000-02-10,17.0732
2000-02-11,-16.6667
2000-02-14,-10.0
2000-02-15,-5.5556
2000-02-16,10.2941
2000-02-17,0.8889
2000-02-18,-5.7269
2000-02-22,-5.6075
2000-02-23,2.4752
2000-02-24,-2.4154999999999998
2000-02-25,0.9901
2000-02-28,0.9804
2000-02-29,24.2718
2000-03-01,5.4688
2000-03-02,-6.6667
2000-03-03,7.9365
2000-03-06,0.0
2000-03-07,-0.3676
2000-03-08,-4.797
2000-03-09,-0.7752
2000-03-10,4.6875
2000-03-13,-5.2239
2000-03-14,-7.4803
2000-03-15,-2.5532
2000-03-16,-0.4367
2000-03-17,4.386
2000-03-20,-6.3025
2000-03-21,-1.7936999999999999
2000-03-22,3.1963
2000-03-23,3.9823
2000-03-24,2.9787
2000-03-27,-2.8926
2000-03-28,-2.1277
2000-03-29,-9.1304
2000-03-30,-11.4833
2000-03-31,-5.9459
2000-04-03,-5.7471
2000-04-04,-12.1951
2000-04-05,-1.3889
2000-04-06,2.8169
2000-04-07,6.8493
2000-04-10,0.0
2000-04-11,-7.6923
2000-04-12,-9.7222
2000-04-13,-6.9231
2000-04-14,-9.9174
2000-04-17,9.1743
2000-04-18,-6.7227
2000-04-19,1.8018
2000-04-20,6.1947
2000-04-24,-8.3333
2000-04-25,0.9091
2000-04-26,-11.7117
2000-04-27,2.0408
2000-04-28,25.0
2000-05-01,0.8
2000-05-02,-4.7619
2000-05-03,-6.6667
2000-05-04,1.7856999999999998
2000-05-05,-0.8772
2000-05-08,-7.0796
2000-05-09,-4.7619
2000-05-10,1.0
2000-05-11,0.9901
2000-05-12,-0.9804
2000-05-15,0.9901
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,0.0
2000-05-19,-0.9804
2000-05-22,-4.9505
2000-05-23,0.0
