ticker,NMK US Equity
2000-05-23,-0.4405
2000-05-24,0.885
2000-05-25,2.6316
2000-05-26,0.8547
2000-05-30,-0.4237
2000-05-31,1.2766
2000-06-01,-0.8403
2000-06-02,-2.5423999999999998
2000-06-05,-2.6087
2000-06-06,3.5714
2000-06-07,-0.8621
2000-06-08,-2.1739
2000-06-09,4.0
2000-06-12,-1.2821
2000-06-13,-0.8658
2000-06-14,-0.8734
2000-06-15,0.4405
2000-06-16,-1.3158
2000-06-19,-0.4444
2000-06-20,0.0
2000-06-21,-2.2321
2000-06-22,-1.8265
2000-06-23,1.3953
2000-06-26,0.9174
2000-06-27,1.8182
2000-06-28,1.4232
2000-06-29,-1.4032
2000-06-30,-0.4464
2000-07-03,0.8969
2000-07-05,-0.4444
2000-07-06,1.7856999999999998
2000-07-07,1.3158
2000-07-10,-0.4329
2000-07-11,0.8696
2000-07-12,0.0
2000-07-13,-0.431
2000-07-14,1.2987
2000-07-17,-2.3504
2000-07-18,0.2188
2000-07-19,0.0
2000-07-20,0.4367
2000-07-21,0.0
2000-07-24,-0.8696
2000-07-25,-0.4386
2000-07-26,-2.0925
2000-07-27,0.3375
2000-07-28,-1.7936999999999999
2000-07-31,-2.7397
2000-08-01,3.7559
2000-08-02,-0.4525
2000-08-03,1.3636
2000-08-04,0.0
2000-08-07,0.5605
2000-08-08,-0.1115
2000-08-09,0.0
2000-08-10,-0.3348
2000-08-11,0.4479
2000-08-14,-1.0033
2000-08-15,-0.4505
2000-08-16,0.0
2000-08-17,0.905
2000-08-18,0.4484
2000-08-21,-3.5714
2000-08-22,-0.9259
2000-08-23,1.4019
2000-08-24,-1.3825
2000-08-25,-2.8037
2000-08-28,-0.4808
2000-08-29,-1.4493
2000-08-30,-1.4706000000000001
2000-08-31,2.6119
2000-09-01,7.6364
2000-09-05,13.5135
2000-09-06,0.0
2000-09-07,-0.3968
2000-09-08,-0.249
2000-09-11,-0.4242
2000-09-12,-0.5266
2000-09-13,-1.6129
2000-09-14,0.4098
2000-09-15,0.1278
2000-09-18,1.9106
2000-09-19,-0.8
2000-09-20,1.6129
2000-09-21,-1.1905000000000001
2000-09-22,0.4016
2000-09-25,0.0
2000-09-26,-0.4
2000-09-27,1.7321
2000-09-28,0.2712
2000-09-29,-0.6642
2000-10-02,-1.3131
2000-10-03,0.0
2000-10-04,-0.8032
2000-10-05,0.0
2000-10-06,1.6194
2000-10-09,-0.3984
2000-10-10,0.4
2000-10-11,-0.3984
2000-10-12,-0.8
2000-10-13,0.0
2000-10-16,0.8065
2000-10-17,0.0
2000-10-18,-1.2
2000-10-19,0.8097
2000-10-20,-0.4016
2000-10-23,1.2097
2000-10-24,1.5936
2000-10-25,0.0
2000-10-26,-1.1764999999999999
2000-10-27,1.1905000000000001
2000-10-30,0.3922
2000-10-31,0.0
2000-11-01,-0.3906
2000-11-02,0.0
2000-11-03,0.7843
2000-11-06,-0.7782
2000-11-07,-0.3922
2000-11-08,0.0
2000-11-09,0.7874
2000-11-10,0.7813
2000-11-13,0.0
2000-11-14,0.3876
2000-11-15,0.0
2000-11-16,0.3861
2000-11-17,0.0
2000-11-20,0.7692
2000-11-21,1.145
2000-11-22,0.3774
2000-11-24,-0.7519
2000-11-27,-1.1364
2000-11-28,2.2989
2000-11-29,-0.7491
2000-11-30,-0.7547
2000-12-01,0.3802
2000-12-04,-2.2727
2000-12-05,2.3256
2000-12-06,0.3788
2000-12-07,-1.8868
2000-12-08,1.5385
2000-12-11,0.0
2000-12-12,1.1364
2000-12-13,-0.7491
2000-12-14,0.0
2000-12-15,0.0
2000-12-18,0.3774
2000-12-19,-0.3759
2000-12-20,0.3774
2000-12-21,0.0
2000-12-22,-0.3759
2000-12-26,1.8868
2000-12-27,-1.1111
2000-12-28,0.0
2000-12-29,0.0
2001-01-02,0.3745
2001-01-03,0.0
2001-01-04,-0.7463
2001-01-05,0.3759
2001-01-08,-0.3745
2001-01-09,0.0
2001-01-10,0.7519
2001-01-11,-0.3731
2001-01-12,0.0
2001-01-16,0.3745
2001-01-17,0.0
2001-01-18,0.3731
2001-01-19,1.1152
2001-01-22,0.3676
2001-01-23,-0.3663
2001-01-24,0.7353
2001-01-25,-0.365
2001-01-26,0.0
2001-01-29,0.5714
2001-01-30,0.4662
2001-01-31,0.522
2001-02-01,0.2885
2001-02-02,-0.0575
2001-02-05,0.403
2001-02-06,0.9174
2001-02-07,-0.2273
2001-02-08,-0.1708
2001-02-09,0.1141
2001-02-12,1.0256
2001-02-13,-0.7896
2001-02-14,-0.2274
2001-02-15,-0.2849
2001-02-16,-0.4571
2001-02-20,0.0574
2001-02-21,-1.0901
2001-02-22,0.232
2001-02-23,-0.5208
2001-02-26,0.1745
2001-02-27,0.0581
2001-02-28,-0.2902
2001-03-01,0.4075
2001-03-02,0.1739
2001-03-05,-0.463
2001-03-06,-0.2907
2001-03-07,0.2332
2001-03-08,-0.4654
2001-03-09,-0.0584
2001-03-12,-0.5848
2001-03-13,0.5294
2001-03-14,-0.4096
2001-03-15,0.5288
2001-03-16,-0.4091
2001-03-19,0.0
2001-03-20,-0.2934
2001-03-21,-0.2354
2001-03-22,-0.531
2001-03-23,0.5338
2001-03-26,-0.118
2001-03-27,0.0591
2001-03-28,-0.5313
2001-03-29,0.3561
2001-03-30,-0.0591
2001-04-02,-0.2959
2001-04-03,-0.4748
2001-04-04,0.1789
2001-04-05,0.1786
2001-04-06,-0.5348
2001-04-09,0.1195
2001-04-10,0.0597
2001-04-11,-0.1193
2001-04-12,0.0
2001-04-16,0.597
2001-04-17,0.0
2001-04-18,0.0
2001-04-19,-0.4748
2001-04-20,0.477
2001-04-23,0.0
2001-04-24,0.7122
2001-04-25,-0.2946
2001-04-26,-0.7092
2001-04-27,1.1905000000000001
2001-04-30,-1.1176
2001-05-01,1.1303
2001-05-02,0.7647
2001-05-03,0.0
2001-05-04,0.1168
2001-05-07,0.3499
2001-05-08,-0.2905
2001-05-09,0.7576
2001-05-10,-0.1157
2001-05-11,0.1737
2001-05-14,0.1156
2001-05-15,0.6928
2001-05-16,0.0573
2001-05-17,-0.2865
2001-05-18,-0.2874
2001-05-21,-0.1729
2001-05-22,0.1732
2001-05-23,0.1729
2001-05-24,-0.0575
2001-05-25,0.0
2001-05-29,0.1727
2001-05-30,0.2874
2001-05-31,0.2865
2001-06-01,0.0
2001-06-04,-0.2286
2001-06-05,0.0
2001-06-06,0.2864
2001-06-07,-0.2284
2001-06-08,-0.229
2001-06-11,0.1147
2001-06-12,0.2865
2001-06-13,-0.0571
2001-06-14,0.1144
2001-06-15,0.0571
2001-06-18,0.4566
2001-06-19,0.1705
2001-06-20,0.1134
2001-06-21,-0.0567
2001-06-22,0.0567
2001-06-25,-0.0567
2001-06-26,0.0
2001-06-27,-0.3968
2001-06-28,0.1138
2001-06-29,0.5685
2001-07-02,-0.6218
2001-07-03,-0.1138
2001-07-05,-0.0569
2001-07-06,-0.5128
2001-07-09,0.4009
2001-07-10,0.1141
2001-07-11,-0.2849
2001-07-12,-0.2286
2001-07-13,-0.2864
2001-07-16,-1.2062
2001-07-17,-1.2791000000000001
2001-07-18,0.4122
2001-07-19,0.4692
2001-07-20,0.2335
2001-07-23,-0.9901
2001-07-24,-0.5882
2001-07-25,0.8876
2001-07-26,0.2346
2001-07-27,-4.447
2001-07-30,2.572
2001-07-31,1.4328
2001-08-01,-0.2354
2001-08-02,0.472
2001-08-03,0.7046
2001-08-06,-1.8659
2001-08-07,0.9507
2001-08-08,-0.5297
2001-08-09,0.5917
2001-08-10,0.7059
2001-08-13,-0.2336
2001-08-14,0.2342
2001-08-15,2.1612
2001-08-16,-0.4002
2001-08-17,-0.7463
2001-08-20,-0.5205
2001-08-21,0.0
2001-08-22,0.2326
2001-08-23,-0.348
2001-08-24,1.2806
2001-08-27,-0.2874
2001-08-28,-0.3458
2001-08-29,1.5615999999999999
2001-08-30,-0.3417
2001-08-31,-0.3429
2001-09-04,-0.2294
2001-09-05,1.0345
2001-09-06,0.1138
2001-09-07,-0.3409
2001-09-10,-0.5131
2001-09-17,-1.5473
2001-09-18,0.1164
2001-09-19,-1.1628
2001-09-20,-0.7059
2001-09-21,-1.5403
2001-09-24,1.5644
2001-09-25,-0.1777
2001-09-26,-1.1276
2001-09-27,1.1405
2001-09-28,0.7122
2001-10-01,-2.475
2001-10-02,0.9063
2001-10-03,1.3772
2001-10-04,0.5316
2001-10-05,-0.1175
2001-10-08,0.0
2001-10-09,0.8824
2001-10-10,0.5831
2001-10-11,1.4493
2001-10-12,1.4285999999999999
2001-10-15,-1.2958
2001-10-16,1.5411000000000001
2001-10-17,-0.3935
2001-10-18,-1.1287
2001-10-19,0.3425
2001-10-22,0.8532
2001-10-23,-1.0152
2001-10-24,1.3105
2001-10-25,0.3375
2001-10-26,0.1682
2001-10-29,0.1679
2001-10-30,0.2235
2001-10-31,-0.1115
2001-11-01,1.5625
2001-11-02,-0.8791
2001-11-05,0.1109
2001-11-06,0.443
2001-11-07,-0.7718
2001-11-08,0.3333
2001-11-09,-0.3876
2001-11-12,0.0
2001-11-13,-0.1112
2001-11-14,0.5008
2001-11-15,-0.0554
2001-11-16,-0.277
2001-11-19,0.2222
2001-11-20,-0.2772
2001-11-21,-0.6115
2001-11-23,0.3915
2001-11-26,-1.2812999999999999
2001-11-27,0.3386
2001-11-28,0.9561
2001-11-29,-0.8357
2001-11-30,-0.3371
2001-12-03,-0.9019
2001-12-04,1.2514
2001-12-05,-0.8427
2001-12-06,0.6799
2001-12-07,-0.6753
2001-12-10,0.17
2001-12-11,0.1697
2001-12-12,-0.0565
2001-12-13,-1.0734
2001-12-14,-0.2284
2001-12-17,1.2593
2001-12-18,1.1306
2001-12-19,-0.559
2001-12-20,0.0
2001-12-21,-0.9556
2001-12-24,0.1703
2001-12-26,-0.2833
2001-12-27,0.5682
2001-12-28,0.3955
2001-12-31,-0.2251
2002-01-02,0.9588
2002-01-03,0.4469
2002-01-04,0.9455
2002-01-07,0.8264
2002-01-08,1.2022
2002-01-09,0.8639
2002-01-10,-0.5889
2002-01-11,0.9693
2002-01-14,0.2133
2002-01-15,0.3193
2002-01-16,-0.0531
2002-01-17,0.4246
2002-01-18,-0.1586
2002-01-22,0.2647
2002-01-23,0.0528
2002-01-24,-0.686
2002-01-25,-2.1785
2002-01-28,1.5752000000000002
2002-01-29,-0.5348
2002-01-30,-0.4839
2002-01-31,0.2161
