ticker,DSM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.8475
2000-01-04,0.8403
2000-01-05,0.8333
2000-01-06,0.0
2000-01-07,0.8264
2000-01-10,0.0
2000-01-11,-1.0269
2000-01-12,-0.8333
2000-01-13,0.0
2000-01-14,-0.8403
2000-01-18,0.8475
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,1.6806999999999999
2000-01-24,0.8264
2000-01-25,0.0
2000-01-26,3.2787
2000-01-27,0.7937
2000-01-28,1.5748
2000-01-31,-2.3256
2000-02-01,0.0
2000-02-02,-0.7937
2000-02-03,0.8
2000-02-04,0.7937
2000-02-07,-0.7874
2000-02-08,1.3867
2000-02-09,-1.5748
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,-0.8
2000-02-15,0.0
2000-02-16,-1.6129
2000-02-17,0.8197
2000-02-18,-0.813
2000-02-22,0.8197
2000-02-23,0.0
2000-02-24,-1.626
2000-02-25,2.4793
2000-02-28,0.0
2000-02-29,-2.4194
2000-03-01,0.0
2000-03-02,-0.8264
2000-03-03,0.8333
2000-03-06,0.0
2000-03-07,0.8264
2000-03-08,-0.8197
2000-03-09,-0.8264
2000-03-10,-0.2107
2000-03-13,-1.6806999999999999
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,-0.8547
2000-03-17,1.7241
2000-03-20,0.0
2000-03-21,0.8475
2000-03-22,1.6806999999999999
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.8264
2000-03-28,2.459
2000-03-29,-0.8
2000-03-30,1.6129
2000-03-31,-0.7937
2000-04-03,0.0
2000-04-04,3.2
2000-04-05,1.5504
2000-04-06,-0.7634
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,-0.9637
2000-04-12,0.0
2000-04-13,-1.5625
2000-04-14,-2.3810000000000002
2000-04-17,-0.813
2000-04-18,-1.6393
2000-04-19,0.0
2000-04-20,1.6667
2000-04-24,0.0
2000-04-25,0.8197
2000-04-26,-0.813
2000-04-27,0.8197
2000-04-28,0.813
2000-05-01,0.0
2000-05-02,1.6129
2000-05-03,-1.5873
2000-05-04,-0.8065
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,1.626
2000-05-10,-2.6022
2000-05-11,0.8264
2000-05-12,0.0
2000-05-15,-1.6393
2000-05-16,1.6667
2000-05-17,0.8197
2000-05-18,0.0
2000-05-19,0.813
2000-05-22,-0.8065
2000-05-23,0.813
2000-05-24,0.0
2000-05-25,0.8065
2000-05-26,1.6
2000-05-30,-0.7874
