ticker,TPP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.9709
2000-01-04,-0.3205
2000-01-05,2.5723000000000003
2000-01-06,2.8213
2000-01-07,-0.6098
2000-01-10,0.0
2000-01-11,0.9202
2000-01-12,0.0
2000-01-13,-0.9119
2000-01-14,0.9202
2000-01-18,1.5198
2000-01-19,4.1916
2000-01-20,-1.7241
2000-01-21,2.0468
2000-01-24,0.5731
2000-01-25,1.9943
2000-01-26,-3.9106
2000-01-27,1.3372
2000-01-28,-0.5865
2000-01-31,0.885
2000-02-01,0.0
2000-02-02,-0.5848
2000-02-03,-1.1764999999999999
2000-02-04,0.2976
2000-02-07,1.4837
2000-02-08,-2.3392
2000-02-09,0.0
2000-02-10,-2.9939999999999998
2000-02-11,-0.3086
2000-02-14,0.3096
2000-02-15,0.3086
2000-02-16,1.5385
2000-02-17,-1.2121
2000-02-18,-0.3067
2000-02-22,0.3077
2000-02-23,0.0
2000-02-24,0.3067
2000-02-25,0.0
2000-02-28,-0.3058
2000-02-29,4.908
2000-03-01,0.0
2000-03-02,-0.2924
2000-03-03,3.5191
2000-03-06,-5.0992
2000-03-07,1.194
2000-03-08,-0.59
2000-03-09,-3.2641
2000-03-10,0.3067
2000-03-13,-0.6116
2000-03-14,1.5385
2000-03-15,-0.6061
2000-03-16,4.2683
2000-03-17,1.462
2000-03-20,0.2882
2000-03-21,2.8736
2000-03-22,0.2793
2000-03-23,-1.3928
2000-03-24,-0.2825
2000-03-27,-0.2833
2000-03-28,-2.5568
2000-03-29,2.0408
2000-03-30,-2.0
2000-03-31,3.7901
2000-04-03,0.5618
2000-04-04,-2.2346
2000-04-05,-1.1429
2000-04-06,2.0231
2000-04-07,1.1331
2000-04-10,-1.9607999999999999
2000-04-11,2.2857
2000-04-12,-0.838
2000-04-13,-0.5634
2000-04-14,0.0
2000-04-17,-4.8159
2000-04-18,0.5952
2000-04-19,0.2959
2000-04-20,-1.4748999999999999
2000-04-24,1.1976
2000-04-25,5.6213
2000-04-26,-6.4426
2000-04-27,-0.9202
2000-04-28,3.7152
2000-05-01,-0.8955
2000-05-02,1.8072
2000-05-03,-1.1834
2000-05-04,0.5988
2000-05-05,-0.2976
2000-05-08,-0.2985
2000-05-09,-0.5988
2000-05-10,-0.3012
2000-05-11,0.3021
2000-05-12,0.9036
2000-05-15,0.8955
2000-05-16,0.5917
2000-05-17,4.4118
2000-05-18,-0.5634
2000-05-19,0.8499
2000-05-22,-1.6854
2000-05-23,-0.5714
