ticker,RL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.1978
2000-01-04,-3.9427
2000-01-05,1.8657
2000-01-06,0.0
2000-01-07,2.5641
2000-01-10,4.2857
2000-01-11,-3.4247
2000-01-12,-4.9645
2000-01-13,-1.8657
2000-01-14,-0.7605
2000-01-18,-1.9157
2000-01-19,1.5625
2000-01-20,-3.0769
2000-01-21,-1.5873
2000-01-24,-2.8226
2000-01-25,-2.0747
2000-01-26,2.5423999999999998
2000-01-27,2.4793
2000-01-28,-0.8065
2000-01-31,-3.252
2000-02-01,-1.6806999999999999
2000-02-02,-0.4274
2000-02-03,-1.2876
2000-02-04,-1.7391
2000-02-07,15.0442
2000-02-08,1.1538
2000-02-09,-2.6616
2000-02-10,-5.8594
2000-02-11,0.4149
2000-02-14,2.4793
2000-02-15,0.4032
2000-02-16,0.0
2000-02-17,-2.4096
2000-02-18,-1.2346
2000-02-22,-0.4167
2000-02-23,-0.4184
2000-02-24,-1.2605
2000-02-25,1.2766
2000-02-28,5.4622
2000-02-29,6.7729
2000-03-01,1.4925
2000-03-02,1.4706000000000001
2000-03-03,-4.7101
2000-03-06,-3.0418
2000-03-07,-0.3922
2000-03-08,-1.9685000000000001
2000-03-09,1.6064
2000-03-10,-1.1858
2000-03-13,-0.4
2000-03-14,2.4096
2000-03-15,4.3137
2000-03-16,4.1353
2000-03-17,4.6931
2000-03-20,-2.069
2000-03-21,0.3521
2000-03-22,-0.3509
2000-03-23,-0.7042
2000-03-24,0.0
2000-03-27,-0.7092
2000-03-28,5.3571
2000-03-29,8.8136
2000-03-30,0.9346
2000-03-31,-7.716
2000-04-03,8.6957
2000-04-04,-4.6154
2000-04-05,-7.4193999999999996
2000-04-06,0.0
2000-04-07,-5.2265
2000-04-10,-0.3676
2000-04-11,-0.369
2000-04-12,-1.1111
2000-04-13,1.4981
2000-04-14,-5.5351
2000-04-17,-1.9531
2000-04-18,5.1793
2000-04-19,-3.7879
2000-04-20,1.1811
2000-04-24,1.1673
2000-04-25,0.3846
2000-04-26,-2.2989
2000-04-27,0.0
2000-04-28,1.9607999999999999
2000-05-01,4.6154
2000-05-02,-1.1029
2000-05-03,-1.487
2000-05-04,-0.3774
2000-05-05,-0.7576
2000-05-08,-2.2901
2000-05-09,3.5156
2000-05-10,-1.8868
2000-05-11,1.1538
2000-05-12,-0.7605
2000-05-15,-0.7663
2000-05-16,3.8609999999999998
2000-05-17,-1.487
2000-05-18,-2.2641999999999998
2000-05-19,-1.1583
