ticker,MPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.625
2000-01-04,-1.2579
2000-01-05,1.9108
2000-01-06,1.25
2000-01-07,-1.2346
2000-01-10,-0.625
2000-01-11,0.6289
2000-01-12,-0.625
2000-01-13,1.8868
2000-01-14,0.0
2000-01-18,-0.6173
2000-01-19,-0.6211
2000-01-20,-0.625
2000-01-21,0.6289
2000-01-24,-0.625
2000-01-25,1.2579
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,-0.6211
2000-02-01,0.625
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,-0.6211
2000-02-07,0.0
2000-02-08,-0.625
2000-02-09,0.0
2000-02-10,-0.6289
2000-02-11,-0.6329
2000-02-14,-0.6369
2000-02-15,0.641
2000-02-16,-0.6369
2000-02-17,2.5641
2000-02-18,-2.5
2000-02-22,-0.641
2000-02-23,0.1806
2000-02-24,1.2987
2000-02-25,0.0
2000-02-28,-1.2821
2000-02-29,0.6494
2000-03-01,0.0
2000-03-02,1.2903
2000-03-03,2.5478
2000-03-06,-0.6211
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,-1.25
2000-03-10,1.2658
2000-03-13,0.0
2000-03-14,-3.75
2000-03-15,4.5455
2000-03-16,-0.6211
2000-03-17,0.0
2000-03-20,-1.875
2000-03-21,-1.9108
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,-1.2987
2000-03-29,0.0
2000-03-30,-1.3158
2000-03-31,-2.6667
2000-04-03,6.8493
2000-04-04,-2.5641
2000-04-05,2.6316
2000-04-06,0.0
2000-04-07,-1.9231
2000-04-10,-5.2288
2000-04-11,-0.6897
2000-04-12,0.0
2000-04-13,1.3889
2000-04-14,-1.3699
2000-04-17,0.0
2000-04-18,-0.6944
2000-04-19,0.0
2000-04-20,0.6993
2000-04-24,0.0
2000-04-25,1.3889
2000-04-26,0.6849
2000-04-27,-0.6803
2000-04-28,0.6849
2000-05-01,-0.6803
2000-05-02,0.6849
2000-05-04,-1.3605
2000-05-05,-0.6897
2000-05-08,0.6944
2000-05-09,1.3793
2000-05-10,-1.3605
2000-05-11,-0.6897
2000-05-12,2.0833
2000-05-15,-0.6803
2000-05-16,0.0
2000-05-17,0.6849
2000-05-18,-1.3605
2000-05-19,-1.3793
2000-05-22,-2.0979
2000-05-23,0.7143
2000-05-24,0.1986
2000-05-25,0.0
2000-05-26,-0.7143
2000-05-30,-2.1583
2000-05-31,0.0
