ticker,SEH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.6124
2000-01-04,-2.4194
2000-01-05,-0.8264
2000-01-06,-1.25
2000-01-07,0.8439
2000-01-10,0.6276
2000-01-11,-4.158
2000-01-12,-0.6508
2000-01-13,1.0917
2000-01-14,-2.8078
2000-01-18,-5.3333
2000-01-19,2.5822000000000003
2000-01-20,5.0343
2000-01-21,1.0893
2000-01-24,-0.8621
2000-01-25,-1.087
2000-01-26,2.8571
2000-01-27,-2.5641
2000-01-28,-2.6316
2000-01-31,-7.6577
2000-02-01,2.439
2000-02-02,-0.9524
2000-02-03,-0.4808
2000-02-04,-1.4493
2000-02-07,-3.1863
2000-02-08,7.3418
2000-02-09,1.8868
2000-02-10,0.2315
2000-02-11,-0.2309
2000-02-14,0.0
2000-02-15,-1.3889
2000-02-16,-0.939
2000-02-17,-1.6588
2000-02-18,-2.1687
2000-02-22,-1.2315
2000-02-23,-3.4913
2000-02-24,-3.3592
2000-02-25,-0.2674
2000-02-28,2.9491
2000-02-29,6.25
2000-03-01,5.3922
2000-03-02,1.1628
2000-03-03,8.505700000000001
2000-03-06,-8.8983
2000-03-07,3.0233
2000-03-08,4.7404
2000-03-09,2.8017
2000-03-10,0.6289
2000-03-13,0.2083
2000-03-14,2.079
2000-03-15,2.444
2000-03-16,-1.1928
2000-03-17,0.4024
2000-03-20,2.2766
2000-03-21,-1.1788
2000-03-22,1.7893
2000-03-23,-0.3906
2000-03-24,-0.3922
2000-03-27,2.5591
2000-03-28,-1.7274
2000-03-29,-2.7344
2000-03-30,2.4096
2000-03-31,7.8431
2000-04-03,3.0909
2000-04-04,0.7055
2000-04-05,6.655
2000-04-06,-2.7915
2000-04-07,-3.5473
2000-04-10,-5.0788
2000-04-11,-0.9225
2000-04-12,-2.0484
2000-04-13,-1.7109999999999999
2000-04-14,-0.1934
2000-04-17,4.6512
2000-04-18,5.0
2000-04-19,0.3527
2000-04-20,-0.5272
2000-04-24,-1.7668
2000-04-25,-3.4173
2000-04-26,0.9311
2000-04-27,-2.7675
2000-04-28,5.5028
2000-05-01,3.4173
2000-05-02,-5.5652
2000-05-03,-1.2891
2000-05-04,-0.1866
2000-05-05,0.1869
2000-05-08,-1.1194
2000-05-09,-0.1887
2000-05-10,-3.9698
2000-05-11,3.3465
2000-05-12,-0.9524
2000-05-15,0.3846
2000-05-16,1.5326
2000-05-17,1.8868
2000-05-18,-2.5926
2000-05-19,-0.9506
2000-05-22,-2.6871
