ticker,562424Q US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.6803
2000-01-04,0.6849
2000-01-05,0.6803
2000-01-06,3.3784
2000-01-07,0.0
2000-01-10,0.6536
2000-01-11,2.5974
2000-01-12,-2.5316
2000-01-13,2.5974
2000-01-14,-1.2658
2000-01-18,-8.3333
2000-01-19,-3.4965
2000-01-20,2.8986
2000-01-21,1.4085
2000-01-24,-2.0833
2000-01-25,0.7092
2000-01-26,-0.7042
2000-01-27,0.7092
2000-01-28,0.0
2000-01-31,-4.2254
2000-02-01,0.0
2000-02-02,-1.4706000000000001
2000-02-03,1.4925
2000-02-04,0.7353
2000-02-07,0.7299
2000-02-08,-1.4493
2000-02-09,0.0
2000-02-10,-3.6765
2000-02-11,0.7634
2000-02-14,-0.7576
2000-02-15,1.5267
2000-02-16,0.0
2000-02-17,-0.7519
2000-02-18,2.2727
2000-02-22,0.0
2000-02-23,-0.7407
2000-02-24,1.4925
2000-02-25,-2.2059
2000-02-28,0.0
2000-02-29,-0.7519
2000-03-01,0.7576
2000-03-02,-3.0075
2000-03-03,0.0
2000-03-06,-0.7752
2000-03-07,0.0
2000-03-08,-0.7813
2000-03-09,1.5748
2000-03-10,-1.5504
2000-03-13,-1.5748
2000-03-14,0.0
2000-03-15,0.8
2000-03-16,-0.7937
2000-03-17,0.8
2000-03-20,0.7937
2000-03-21,-0.7874
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,-1.5873
2000-03-27,1.6129
2000-03-28,0.0
2000-03-29,-1.5873
2000-03-30,2.4194
2000-03-31,0.7874
2000-04-03,-1.5625
2000-04-04,-0.7937
2000-04-05,1.6
2000-04-06,2.3622
2000-04-07,0.7692
2000-04-10,0.0
2000-04-11,2.2901
2000-04-12,2.2388
2000-04-13,-0.7299
2000-04-14,-2.2059
2000-04-17,-1.5038
2000-04-18,-3.8167999999999997
2000-04-19,-1.5873
2000-04-20,-1.6129
2000-04-24,6.5574
2000-04-25,5.3846
2000-04-26,7.2993
2000-04-27,-2.0408
2000-04-28,-0.6944
2000-05-01,1.3986
2000-05-02,0.6897
2000-05-03,-0.6849
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,-0.6897
2000-05-10,-4.8611
2000-05-11,2.1898
2000-05-12,1.4285999999999999
2000-05-15,-0.7042
2000-05-16,2.1277
2000-05-17,0.6944
2000-05-18,2.069
2000-05-19,2.027
2000-05-22,-1.3245
2000-05-23,-0.6711
2000-05-24,0.6757
