ticker,HQH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.4535
2000-01-04,-6.3037
2000-01-05,0.9174
2000-01-06,-0.303
2000-01-07,9.7264
2000-01-10,7.4792
2000-01-11,-3.6082
2000-01-12,-1.6042999999999998
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,5.9783
2000-01-19,5.1282
2000-01-20,1.9512
2000-01-21,3.3493
2000-01-24,0.463
2000-01-25,-2.0737
2000-01-26,1.6471
2000-01-27,-0.6944
2000-01-28,-7.9254
2000-01-31,-2.7848
2000-02-01,3.125
2000-02-02,0.0
2000-02-03,4.798
2000-02-04,5.7831
2000-02-07,5.0114
2000-02-08,5.8568
2000-02-09,-0.4098
2000-02-10,3.2922000000000002
2000-02-11,-3.1873
2000-02-14,4.1152
2000-02-15,2.9644
2000-02-16,8.4453
2000-02-17,14.8319
2000-02-18,-4.375
2000-02-22,-2.2876
2000-02-23,2.6756
2000-02-24,-4.7231
2000-02-25,-0.8547
2000-02-28,-1.3793
2000-02-29,7.6923
2000-03-01,0.8117
2000-03-02,-0.161
2000-03-03,1.4516
2000-03-06,1.4308
2000-03-07,-7.21
2000-03-08,0.5068
2000-03-09,-5.2101
2000-03-10,0.7092
2000-03-13,-7.0423
2000-03-14,-11.3636
2000-03-15,3.2051
2000-03-16,3.1056
2000-03-17,-1.004
2000-03-20,-4.6653
2000-03-21,-1.4894
2000-03-22,7.5594
2000-03-23,-1.4056
2000-03-24,0.8147
2000-03-27,1.0101
2000-03-28,-2.4
2000-03-29,-7.377
2000-03-30,-8.1858
2000-03-31,3.1325
2000-04-03,-4.6729
2000-04-04,-2.6961
2000-04-05,10.0756
2000-04-06,6.4073
2000-04-07,2.3656
2000-04-10,-1.8908
2000-04-11,-5.3533
2000-04-12,-6.1086
2000-04-13,-0.7229
2000-04-14,-16.0194
2000-04-17,1.1561
2000-04-18,11.1429
2000-04-19,1.0283
2000-04-20,-3.0534
2000-04-24,-1.3123
2000-04-25,4.2553
2000-04-26,1.7856999999999998
2000-04-27,-3.2580999999999998
2000-04-28,7.2539
2000-05-01,5.0725
2000-05-02,-2.9885
2000-05-03,-4.9763
2000-05-04,7.2318999999999996
2000-05-05,5.3488
2000-05-08,-1.3245
2000-05-09,-3.8031
2000-05-10,-5.814
2000-05-11,2.2222
2000-05-12,1.4493
2000-05-15,0.7143
2000-05-16,2.1277
2000-05-17,-0.2315
2000-05-18,-1.8561
2000-05-19,-0.9835
2000-05-22,-3.6855
