ticker,ASA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-0.33
2000-01-05,-0.6623
2000-01-06,-0.3333
2000-01-07,0.0
2000-01-10,0.6689
2000-01-11,0.6645
2000-01-12,-0.6601
2000-01-13,0.0
2000-01-14,-1.6611
2000-01-18,2.027
2000-01-19,-0.6623
2000-01-20,-1.3333
2000-01-21,-1.3514
2000-01-24,-1.7123
2000-01-25,0.0
2000-01-26,-2.7875
2000-01-27,2.8674
2000-01-28,-2.0906
2000-01-31,-0.3559
2000-02-01,-1.0714
2000-02-02,0.722
2000-02-03,1.0753
2000-02-04,11.7021
2000-02-07,0.9524
2000-02-08,-0.3145
2000-02-09,2.8391
2000-02-10,1.8405
2000-02-11,-2.4096
2000-02-14,-1.2346
2000-02-15,-0.3125
2000-02-16,0.1254
2000-02-17,-0.3155
2000-02-18,1.5823
2000-02-22,-0.9346
2000-02-23,-1.8868
2000-02-24,-2.5641
2000-02-25,-1.9737
2000-02-28,-0.6711
2000-02-29,-0.6757
2000-03-01,1.0204
2000-03-02,-0.3367
2000-03-03,-0.6757
2000-03-06,-0.6803
2000-03-07,4.1096
2000-03-08,-1.3158
2000-03-09,1.0
2000-03-10,-2.3102
2000-03-13,-0.3378
2000-03-14,-1.0169
2000-03-15,-0.3425
2000-03-16,-0.3436
2000-03-17,-3.4483
2000-03-20,1.4285999999999999
2000-03-21,1.0563
2000-03-22,-1.7422
2000-03-23,-1.0638
2000-03-24,-0.7168
2000-03-27,0.722
2000-03-28,0.0
2000-03-29,-2.1505
2000-03-30,-0.3663
2000-03-31,1.8382
2000-04-03,-1.8051
2000-04-04,2.5735
2000-04-05,-1.4337
2000-04-06,-1.0909
2000-04-07,1.1029
2000-04-10,0.3636
2000-04-11,0.0
2000-04-12,-3.6231999999999998
2000-04-13,-0.7519
2000-04-14,-0.7576
2000-04-17,-3.0534
2000-04-18,-1.9685000000000001
2000-04-19,0.4016
2000-04-20,0.4
2000-04-24,1.1952
2000-04-25,-1.1811
2000-04-26,-0.7968
2000-04-27,0.0
2000-04-28,-1.2048
2000-05-01,1.626
2000-05-02,5.6
2000-05-03,-1.1364
2000-05-04,1.9157
2000-05-05,-1.1278
2000-05-08,-1.1407
2000-05-09,0.0
2000-05-10,1.5385
2000-05-11,-1.8939
2000-05-12,-0.7722
2000-05-15,-0.7782
2000-05-16,-2.3529
2000-05-17,-0.241
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,0.813
2000-05-24,-2.4194
