ticker,ABC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.4691
2000-01-04,-6.8273
2000-01-05,7.7586
2000-01-06,7.6
2000-01-07,13.0112
2000-01-10,2.6316
2000-01-11,3.2051
2000-01-12,0.0
2000-01-13,17.7019
2000-01-14,-6.3325
2000-01-18,-4.2254
2000-01-19,0.2941
2000-01-20,-5.2786
2000-01-21,-4.644
2000-01-24,0.974
2000-01-25,-3.537
2000-01-26,-3.3333
2000-01-27,3.4483
2000-01-28,0.0
2000-01-31,-3.3333
2000-02-01,3.1034
2000-02-02,1.0033
2000-02-03,-0.6623
2000-02-04,-1.6667
2000-02-07,-0.678
2000-02-08,-2.3891
2000-02-09,-3.4965
2000-02-10,-1.087
2000-02-11,-3.2967
2000-02-14,-0.7576
2000-02-15,-3.0534
2000-02-16,0.3937
2000-02-17,5.098
2000-02-18,-6.3433
2000-02-22,0.3984
2000-02-23,-1.5873
2000-02-24,-3.2258
2000-02-25,-6.6667
2000-02-28,3.5714
2000-02-29,0.431
2000-03-01,2.1459
2000-03-02,0.4202
2000-03-03,-4.1841
2000-03-06,-3.0568
2000-03-07,-5.8559
2000-03-08,-0.9569
2000-03-09,0.4831
2000-03-10,0.0
2000-03-13,-0.9615
2000-03-14,-6.7961
2000-03-15,14.0625
2000-03-16,19.1781
2000-03-17,-3.0651
2000-03-20,0.7905
2000-03-21,0.3922
2000-03-22,0.0
2000-03-23,-5.8594
2000-03-24,-0.4149
2000-03-27,-0.4167
2000-03-28,0.0
2000-03-29,0.4184
2000-03-30,-3.3333
2000-03-31,3.4483
2000-04-03,-2.5
2000-04-04,6.4103
2000-04-05,3.2129
2000-04-06,4.6693
2000-04-07,-0.3717
2000-04-10,-7.0896
2000-04-11,9.6386
2000-04-12,2.1978
2000-04-13,2.1505
2000-04-14,-3.8596
2000-04-17,1.4599
2000-04-18,3.2374
2000-04-19,0.6969
2000-04-20,0.0
2000-04-24,-1.0381
2000-04-25,4.5455
2000-04-26,2.0067
2000-04-27,2.2951
2000-04-28,2.5641
2000-05-01,-2.5
2000-05-02,-7.3718
2000-05-03,0.0
2000-05-04,1.0381
2000-05-05,4.1096
2000-05-08,-1.9737
2000-05-09,0.0
2000-05-10,-2.349
2000-05-11,0.0
2000-05-12,-2.7491
2000-05-15,1.7668
2000-05-16,11.1111
2000-05-17,-0.9375
2000-05-18,1.2618
2000-05-19,9.6573
2000-05-22,-0.5682
2000-05-23,4.5714
2000-05-24,11.4754
2000-05-25,-0.7353
