ticker,MHX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.1719
2000-01-04,1.9763
2000-01-05,-0.7752
2000-01-06,0.0
2000-01-07,3.5156
2000-01-10,2.2641999999999998
2000-01-11,1.476
2000-01-12,-1.8182
2000-01-13,0.0
2000-01-14,2.2222
2000-01-18,-2.1739
2000-01-19,-0.7407
2000-01-20,-1.8657
2000-01-21,0.7605
2000-01-24,-4.1509
2000-01-25,0.7874
2000-01-26,1.5625
2000-01-27,1.9231
2000-01-28,-2.2641999999999998
2000-01-31,0.7722
2000-02-01,-0.3831
2000-02-02,0.3846
2000-02-03,1.1494
2000-02-04,-1.8939
2000-02-07,-1.1583
2000-02-08,-0.3906
2000-02-09,0.0
2000-02-10,-2.3529
2000-02-11,0.8032
2000-02-14,0.7968
2000-02-15,-1.1858
2000-02-16,-1.2
2000-02-17,2.834
2000-02-18,-1.9685000000000001
2000-02-22,2.008
2000-02-23,-1.1811
2000-02-24,-1.1952
2000-02-25,-0.8065
2000-02-28,0.4065
2000-02-29,3.2389
2000-03-01,-1.5686
2000-03-02,0.3984
2000-03-03,-0.7937
2000-03-06,0.4
2000-03-07,-3.1873
2000-03-08,2.0576
2000-03-09,-0.8065
2000-03-10,-1.626
2000-03-13,-0.4132
2000-03-14,0.4149
2000-03-15,0.4132
2000-03-16,9.0535
2000-03-17,-0.7547
2000-03-20,0.3802
2000-03-21,1.1364
2000-03-22,2.2472
2000-03-23,0.3663
2000-03-24,-1.4599
2000-03-27,0.3704
2000-03-28,1.476
2000-03-29,-0.7273
2000-03-30,1.8315000000000001
2000-03-31,0.3597
2000-04-03,2.1505
2000-04-04,-1.0526
2000-04-05,0.7092
2000-04-06,1.0563
2000-04-07,1.0453
2000-04-10,4.1379
2000-04-11,1.6556
2000-04-12,0.6775
2000-04-13,0.9967
2000-04-14,-0.6579
2000-04-17,1.9868000000000001
2000-04-18,-0.974
2000-04-19,0.6557
2000-04-20,1.3029
2000-04-24,-2.8939
2000-04-25,2.3179
2000-04-26,0.9709
2000-04-27,0.9615
2000-04-28,0.3175
2000-05-01,1.2658
2000-05-02,0.3125
2000-05-03,-0.3115
2000-05-04,0.0
2000-05-05,0.9375
2000-05-08,-1.8576000000000001
2000-05-09,-0.3155
2000-05-10,-1.2658
2000-05-11,-2.5641
2000-05-12,1.9737
2000-05-15,-0.9677
2000-05-16,1.3029
2000-05-17,-0.9646
2000-05-18,-1.2987
2000-05-19,0.9868
2000-05-22,-0.6515
